ZONA;CF;FINCA;COD CAM;CAMPO;HA;VARIEDAD;DISTSUR;TIPO DE SUELO;RIEGO;CICLO;%DESP;DIASRESI;MM(AB-MY);HRRIEGO;KgN/Ha;TM/HA;TM/HAMES;EDAD
1;91;Barranco Bayo;91001;BB-01;20.46; CP89-2143 ;2.2; Franco Arcilloso ; Goteo ;1920;0.37;29;0;233.5;143.1443926;112.3937385;9.366144879;12
1;91;Barranco Bayo;91006;BB-06;37.87; CP72-2086 ;2.2; Arcilloso ; Goteo ;1920;0.3857;84;0;243.0714286;143.0393173;104.6876864;8.723973867;12
1;91;Barranco Bayo;91019;BB-19;7.66; RB86-7515 ;2.2; Arcilloso ; Goteo ;1920;0.385166667;72;0;88;143.6612319;102.9255606;8.577130048;12
1;96;Corrales Negro;96001;CN-01;17.41; CP89-2143 ;1.9; Franco Arcilloso ; Goteo ;1920;0.290428571;54;0;243.0833333;163.789328;71.34445892;6.485859902;11
1;96;Corrales Negro;96008;CN-08;31.41; CP72-2086 ;1.9; Franco Arcilloso ; Goteo ;1920;0.51075;75;0;243.2539683;159.9258199;83.59232102;6.966026752;12
1;96;Corrales Negro;96011;CN-11;8.72; RB86-7515 ;2.2; Franco Arcilloso ; Goteo ;1920;;31;0;234.25;157.3843578;54.24596671;4.520497225;12
1;71;El Riito;71001;R-01;15.29; RB86-7515 ;1.65; Franco Arcillo Arenoso ; Goteo ;1920;;0;0;0;0;0;0;0
1;71;El Riito;71002;R-01A;9; RB86-7515 ;1.65; Franco Arcillo Arenoso ; Goteo ;1920;;0;0;0;0;0;0;0
1;71;El Riito;71007;R-07;4.31; CP72-2086 ;1.65; Franco Arcillo Arenoso ; Goteo ;1920;;0;0;0;0;0;0;0
1;71;El Riito;71011;R-11;9.02; CP72-2086 ;1.65; Franco Arcillo Arenoso ; Goteo ;1920;;0;0;0;0;0;0;0
1;98;El Riito 02;98001;R-01;33.75; RB86-7515 ;1.65; Franco Arcillo Arenoso ; Goteo ;1920;;0;0;0;0;0;0;0
1;63;Francesa;63001;FRANCESA-01;27.02; RB86-7515 ;2.4; Franco Limoso ; Goteo ;1920;0.375333333;42;0;132.6111111;142.5933024;103.2420102;7.374429297;14
1;63;Francesa;63007;FRANCESA-07;35.11; RB86-7515 ;2.4; Arcilloso ; Goteo ;1920;0.2131;21;0;129;143.0644069;103.8923359;9.444757811;11
1;63;Francesa;63023;FRANCESA-17;5.44; RB86-7515 ;1.65; Arcilloso ; Goteo ;1920;;0;0;0;0;0;0;0
1;97;La Banqueta;97001;LB-01;21.26; CP89-2143 ;1.9; Franco Arcilloso ; Goteo ;1920;0.2885;27;0;216;144.6604178;129.5434253;9.253101809;14
1;97;La Banqueta;97008;LB-08;2.6; CP89-2143 ;1.9; Franco Arcilloso ; Goteo ;1920;0.299;30;0;72.5;105.9931292;220.9822659;18.41518883;12
1;69;La Ceiba;69001;A-01;6.9; RB86-7515 ;1.65; Franco Limoso ; Goteo ;1920;;0;0;0;0;0;0;0
1;69;La Ceiba;69004;C-01;22.87; RB86-7515 ;1.65; Franco Arenoso ; Goteo ;1920;;0;0;0;0;0;0;0
1;69;La Ceiba;69005;C-01A;8.42; RB86-7515 ;1.65; Franco Arenoso ; Goteo ;1920;;0;0;0;0;0;0;0
1;69;La Ceiba;69018;CH-02;2.91; CP72-2086 ;1.65; Arcilloso ; Goteo ;1920;;0;0;0;0;0;0;0
1;51;Loma Alegre;51002;A-06;13.04; CP72-2086 ;1.9; Franco Arcilloso ; Goteo ;1920;0.51;80;0;145;152.4066202;90.41237189;7.534364324;12
1;51;Loma Alegre;51003;A-07;13.54; RB86-7515 ;2.2; Franco Arcilloso ; Goteo ;1920;;78;0;45;133.4680086;83.60626672;6.967188893;12
1;51;Loma Alegre;51004;A-08;9.56; RB86-7515 ;2.2; Franco Arcilloso ; Goteo ;1920;;32;0;0;130.2430357;89.874491;8.170408273;11
1;51;Loma Alegre;51087;A-08A;2.78; CP72-2086 ;2.2; Franco Arcilloso ; Goteo ;1920;0.495;16;0;111;146.5895749;156.6447217;11.18890869;14
1;51;Loma Alegre;51006;A-10;35.99; CP72-2086 ;1.9; Franco Arcilloso ; Goteo ;1920;0.433333333;56;0;107;145.6412647;103.5870846;8.632257047;12
1;51;Loma Alegre;51008;A-12;4.77; CP88-1165 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;;18;0;131;142.5930741;66.77733953;5.564778294;12
1;51;Loma Alegre;51098;A-12A;5.04; CP73-1547 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;0.556;28;0;133;142.587803;53.55978275;4.463315229;12
1;51;Loma Alegre;51009;A-13;8.11; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;;0;0;161;142.6;95.63215085;9.563215085;10
1;51;Loma Alegre;51010;A-14;2.21; CG00-102 ;2.2; Franco Arcilloso ; Goteo ;1920;0.09;33;0;131;144.469689;0;0;0
1;51;Loma Alegre;51080;A-15;9.88; CP89-2143 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;0.15;26;0;128;144.4146192;136.778325;11.39819375;12
1;51;Loma Alegre;51012;B-02;25.26; CP88-1165 ;2.2; Franco Arcilloso ; Goteo ;1920;0.32975;30;0;139;143.4067135;104.4943414;8.707861787;12
1;51;Loma Alegre;51016;B-06;11.16; CP72-2086 ;2.2; Franco Arcilloso ; Goteo ;1920;0.3126;29;0;169;80.23383889;99.32590349;7.094707392;14
1;51;Loma Alegre;51019;B-09;7.49; CP88-1165 ;2.2; Franco Arcilloso ; Goteo ;1920;0.321;27;0;53.5;143.0111414;136.4452928;11.37044106;12
1;51;Loma Alegre;51023;B-13;6.98; CP72-2086 ;2.2; Franco Arcilloso ; Goteo ;1920;0.251;28;0;121;87.34546562;95.97733533;7.382871948;13
1;51;Loma Alegre;51029;B-19;22.46; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;0.281666667;69;0;186.25;143.9412549;101.6167069;7.816669763;13
1;51;Loma Alegre;51095;B-19A;10; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;0.23;60;0;74;149.1452982;81.60494779;6.800412316;12
1;51;Loma Alegre;51033;B-23;6.2; CP88-1165 ;2.4; Franco Arenoso ; Goteo ;1920;0.75;29;0;59;162.9844481;99.95497725;7.688844404;13
1;51;Loma Alegre;51034;B-24;8; RB86-7515 ;2.4; Franco Arenoso ; Goteo ;1920;;37;0;116;0;0;0;0
1;51;Loma Alegre;51035;F-01;18.85; CP72-2086 ;1.8; Franco Arcillo Arenoso ; Goteo ;1920;0.725;48;0;93.33333333;142.1802775;105.6511011;8.804258425;12
1;51;Loma Alegre;51038;F-04;14.3; RB86-7515 ;1.8; Franco Arcilloso ; Goteo ;1920;;56;0;316.5;0;0;0;0
1;51;Loma Alegre;51088;F-04A;11.42; CP72-2086 ;1.9; Franco Arcilloso ; Secano ;1920;;0;0;288.5;135.8296657;89.40002464;8.127274967;11
1;51;Loma Alegre;51041;F-07;20.08; RB86-7515 ;1.8; Arcilloso ; Goteo ;1920;0.378571429;49;0;132.8;142.5821731;91.74982808;7.645819006;12
1;51;Loma Alegre;51046;L-01;27.12; CG00-102 ;2.2; Franco Arenoso ; Goteo ;1920;;27;0;40;83.66908915;102.0538383;8.504486521;12
1;51;Loma Alegre;51050;L-04;19.75; CG04-10295 ;2.2; Franco Arenoso ; Goteo ;1920;;0;0;0;0;0;0;0
1;51;Loma Alegre;51051;L-05;23.13; CG00-102 ;2.2; Franco Arenoso ; Goteo ;1920;;0;0;0;0;0;0;0
1;51;Loma Alegre;51069;L-06A;4.58; Otras ;2.2; Franco Arcilloso ; Goteo ;1920;;28;0;266;145.9032027;0;0;0
1;51;Loma Alegre;51053;L-07;10.83; CG00-102 ;1.9; Franco Arcilloso ; Goteo ;1920;;44;0;212;130.6469118;0;0;0
1;51;Loma Alegre;51054;L-08;12.99; CP00-1101 ;2.2; Franco Arcilloso ; Goteo ;1920;0.175;58;0;124;144.0765778;104.8377524;9.530704764;11
1;51;Loma Alegre;51056;L-10;19.61; CP72-2086 ;2.2; Franco Arcilloso ; Gravedad ;1920;;48.33333333;0;259.3333333;148.7947058;104.6878325;8.723986044;12
1;51;Loma Alegre;51058;M-01;19.17; NA56-42 ;2.4; Arcilloso ; Gravedad ;1920;0.246;68;0;28;145.2447382;117.5696731;9.797472761;12
1;51;Loma Alegre;51061;M-04;10.35; CP72-2086 ;2.2; Franco Arcilloso ; Goteo ;1920;0.534333333;67;0;215.5;142.5653333;95.62242523;7.968535436;12
1;51;Loma Alegre;51063;M-06;7.07; NA56-42 ;2.2; Arcilloso ; Goteo ;1920;0.347375;34;0;104;142.5772277;79.57771129;7.23433739;11
1;51;Loma Alegre;51064;M-07;6.93; RB86-7515 ;2.2; Arcilloso ; Goteo ;1920;0.271571429;28;0;145.5;156.9931876;82.4643691;6.343413008;13
1;51;Loma Alegre;51065;M-08;13.05; NA56-42 ;2.2; Arcilloso ; Goteo ;1920;0.39625;73;0;0;143.1389579;87.05473295;7.254561079;12
1;51;Loma Alegre;51070;M-08A;2.29; CP72-2086 ;2.2; Arcilloso ; Gravedad ;1920;0.283;77;0;0;144.0763553;107.0814014;8.923450116;12
1;51;Loma Alegre;51096;M-09A;4.81; CP72-2086 ;2.4; Arcilloso ; Gravedad ;1920;0.1685;63;0;0;142.3608974;127.3627593;10.61356328;12
1;52;Madro¤al;52001;NORIA-01;35.31; RB86-7515 ;2.2; Franco Arcilloso ; Gravedad ;1920;0.58825;45;0;108.5;144.1964218;78.60856327;7.146233025;11
1;52;Madro¤al;52007;STA. ELI-01;21.42; RB86-7515 ;1.65; Arcilloso ; Goteo ;1920;;18;0;0;135.6264;27.59041618;2.299201348;12
1;52;Madro¤al;52006;STA. ELI-02;23.86; CP72-2086 ;2.6; Arcilloso ; Goteo ;1920;0.624;22;0;69;143.9802103;89.51294866;8.137540788;11
1;94;Madro¤al-02;94001;MD1-01;8.38; RB84-5210 ;2.2; Arcilloso ; Goteo ;1920;;14;0;172.2;184.8381601;87.86089763;7.321741469;12
1;94;Madro¤al-02;94036;MD1-01A;33.5; CP72-2086 ;1.65; Arcilloso ; Goteo ;1920;0.38125;61;0;259.65;143.6111886;74.6503171;6.786392464;11
1;94;Madro¤al-02;94003;MD1-03;22.19; CP72-2086 ;1.65; Arcilloso ; Goteo ;1920;0.1055;48;0;244.8285714;170.7991006;105.1860902;8.76550752;12
1;94;Madro¤al-02;94004;MD2-01;23.22; CP72-2086 ;1.9; Arcilloso ; Gravedad ;1920;0.3625;48;0;407.2;153.0951615;98.33052336;8.939138487;11
1;94;Madro¤al-02;94008;MD2-04;21.4; NA56-42 ;1.9; Arcilloso ; Gravedad ;1920;0.5175;30;0;258.9;153.4043497;104.9444637;8.072651053;13
1;94;Madro¤al-02;94025;MD3-01;25.27; RB86-7515 ;2.2; Franco Arcilloso ; Goteo ;1920;;24;0;47;159.0118624;85.17546832;7.097955693;12
1;50;Montelimar-02;50039;CF-01;1.94; NA56-42 ;1.5; Franco Arenoso ; Goteo ;1920;;27;0;7;125.442;114.9528352;9.579402935;12
1;50;Montelimar-02;50068;CF-02;9.24; Otras ;1.9; Franco Arcilloso ; Goteo ;1920;;68;0;63;0;0;0;0
1;50;Montelimar-02;50042;CF-04;3.29; CP72-2086 ;1.5; Franco Arenoso ; Goteo ;1920;;19;0;44;135.6264;114.421362;10.401942;11
1;50;Montelimar-02;50043;CF-05;2.5; CG04-10295 ;2.2; Franco Arenoso ; Goteo ;1920;;0;0;76;146.349;131.7754534;10.13657334;13
1;50;Montelimar-02;50191;CF-05A;2.07; NA56-42 ;2.4; Franco Arcilloso ; Goteo ;1920;0.307;19;0;78;142.41;132.5459837;12.04963488;11
1;50;Montelimar-02;50044;CF-06;5.48; CG04-10295 ;2.2; Franco Arenoso ; Goteo ;1920;;0;0;154;146.3108485;92.0499764;7.080767416;13
1;50;Montelimar-02;50185;CF-06A;1.38; CG04-10295 ;2.2; Franco Arcilloso ; Goteo ;1920;;0;0;144;151.5;158.7161033;12.20893102;13
1;50;Montelimar-02;50047;CF-09;8.65; CP72-2086 ;1.4; Franco Arenoso ; Goteo ;1920;;28;0;52;125.6836994;114.3315275;8.166537682;14
1;50;Montelimar-02;50048;CF-10;7.52; Otras ;1.9; Franco Arenoso ; Goteo ;1920;;0;0;35;0;0;0;0
1;50;Montelimar-02;50049;CF-11;13.02; NA56-42 ;1.65; Franco Arenoso ; Goteo ;1920;0.407833333;44;0;60;105.9801843;119.9877269;9.229825149;13
1;50;Montelimar-02;50179;CF-12A;1.24; NA56-42 ;1.5; Franco Arenoso ; Goteo ;1920;;31;0;15;134.883871;117.3521675;7.823477832;15
1;50;Montelimar-02;50051;CF-13;4.54; CP89-2143 ;2.2; Franco Arenoso ; Goteo ;1920;0.136;41;0;154;142.619707;114.0769182;9.506409854;12
1;50;Montelimar-02;50053;CF-15;7.92; NA56-42 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;0.391666667;31;0;151;142.5477273;110.2478757;9.187322975;12
1;50;Montelimar-02;50054;CF-16;11.22; CP89-2143 ;2.2; Franco Arcilloso ; Gravedad ;1920;;73;0;154;141.5601417;96.45414699;8.037845582;12
1;50;Montelimar-02;50055;CF-17;7.16; CG02-163 ;2.2; Franco Arcillo Arenoso ; Gravedad ;1920;;18;0;222;147.3417905;78.11446394;7.101314904;11
1;50;Montelimar-02;50056;CF-18;2.7; CG04-10295 ;2.2; Franco Arenoso ; Goteo ;1920;;0;0;144;144.4131667;106.6326371;8.202510548;13
1;50;Montelimar-02;50057;CF-19;5.84; CP72-2086 ;1.5; Franco Arenoso ; Goteo ;1920;0.148;38;0;49;125.2988014;114.8938412;9.57448677;12
1;50;Montelimar-02;50193;CF-20A;1; NA56-42 ;1.5; Franco Arcilloso ; Goteo ;1920;;29;0;30;125.442;91.72691892;7.05591684;13
1;50;Montelimar-02;50059;CF-21;3.06; CG02-163 ;2.2; Franco Arenoso ; Goteo ;1920;;0;0;154;95.10635294;0;0;0
1;50;Montelimar-02;50194;CF-21A;2.01; CG04-10295 ;2.2; Franco Arcilloso ; Gravedad ;1920;;0;0;75;95.27767164;0;0;0
1;50;Montelimar-02;50060;CH-01;2.76; CP72-2086 ;2.2; Franco Arenoso ; Gravedad ;1920;0.488;42;0;92;142.5615;77.68583866;7.062348969;11
1;50;Montelimar-02;50061;CH-02;6.1; RB86-7515 ;2.2; Franco Arenoso ; Goteo ;1920;;70;0;197;161.2923639;99.518864;7.655297231;13
1;50;Montelimar-02;50063;CH-04;1.32; CP00-1630 ;2.2; Franco Arenoso ; Goteo ;1920;0.216;46;0;88;142.5477273;89.9825243;6.921732639;13
1;50;Montelimar-02;50064;CH-05;2.46; CP72-2086 ;2.2; Franco Arenoso ; Goteo ;1920;0.289;24;0;118;155.1877317;107.5496446;8.962470386;12
1;50;Montelimar-02;50065;CH-06;10.17; CP72-2086 ;1.9; Franco Arenoso ; Goteo ;1920;0.63625;42;0;187;142.5664159;98.76171633;7.597055103;13
1;50;Montelimar-02;50131;M-01;2.09; RB86-7515 ;2.2; Franco Arenoso ; Goteo ;1920;0.561;35;0;131;144.2482967;118.5611564;9.120088955;13
1;50;Montelimar-02;50132;M-02;3.26; RB86-7515 ;2.2; Franco Arenoso ; Goteo ;1920;;46;0;109;186.174911;90.62633278;6.971256367;13
1;50;Montelimar-02;50133;M-03;8.9; RB86-7515 ;2.2; Franco Arenoso ; Goteo ;1920;0.33;42;0;181;151.2586213;116.8230067;9.73525056;12
1;50;Montelimar-02;50135;M-05;5.83; RB86-7515 ;2.2; Franco Arenoso ; Goteo ;1920;0.39;33;0;112;142.4401441;79.92104776;7.265549796;11
1;50;Montelimar-02;50136;M-07;3.5; RB86-7515 ;2.2; Franco Arenoso ; Goteo ;1920;0.318333333;35;0;59;142.58574;88.69465033;6.82266541;13
1;50;Montelimar-02;50137;M-08;3.43; RB86-7515 ;2.4; Franco Arenoso ; Goteo ;1920;0.6115;36;0;79;142.5698251;89.78732787;6.906717529;13
1;50;Montelimar-02;50138;M-09;2.32; RB86-7515 ;2.2; Franco Arenoso ; Goteo ;1920;;31;0;118;183.0263664;102.3409226;7.310065901;14
1;50;Montelimar-02;50139;M-10;4.06; CP72-2086 ;1.9; Franco Arenoso ; Goteo ;1920;0.55375;37;0;118;142.5383645;108.5967341;8.353594934;13
1;50;Montelimar-02;50140;M-11;3.59; RB86-7515 ;2.2; Franco Arenoso ; Goteo ;1920;0.227;27;0;134;136.2158022;110.2027348;7.871623915;14
1;50;Montelimar-02;50153;V-01;4.29; CG04-10295 ;1.5; Franco Arenoso ; Goteo ;1920;;0;0;42;136.4559441;128.3083232;9.869871018;13
1;50;Montelimar-02;50154;V-02;11.3; CG04-10295 ;1.65; Franco Arcilloso ; Goteo ;1920;;63;0;103;125.8120354;68.17136146;5.680946788;12
1;50;Montelimar-02;50156;V-04;5.24; RB86-7515 ;2.2; Franco Arenoso ; Goteo ;1920;0.27525;41;0;143;148.0247519;123.5992203;9.507632328;13
1;50;Montelimar-02;50157;V-05;5.5; NA56-42 ;2.2; Franco Arenoso ; Goteo ;1920;0.485;32;0;154;142.1295873;85.51537639;6.578105876;13
1;50;Montelimar-02;50158;V-06;3.87; RB86-7515 ;2.2; Franco Arenoso ; Goteo ;1920;;0;0;144;169.2548605;189.0374822;14.54134478;13
1;50;Montelimar-02;50159;V-07;1.59; NA56-42 ;2.2; Franco Arenoso ; Goteo ;1920;0.148;33;0;50;142.5357736;125.1542715;11.37766105;11
1;50;Montelimar-02;50160;V-08;3.95; RB86-7515 ;1.65; Arcilloso ; Goteo ;1920;;28;0;0;142.9086076;83.67858224;6.973215187;12
1;50;Montelimar-02;50184;V-08A;1.21; RB86-7515 ;1.65; Arcilloso ; Goteo ;1920;;27;0;15;120.9495868;94.56662421;8.596965838;11
1;50;Montelimar-02;50161;V-09;8.98; RB86-7515 ;2.2; Arcilloso ; Goteo ;1920;;37;0;231;142.006956;87.29481412;7.935892192;11
1;99;San Isidro;99001;S I.-01;23.76; CP89-2143 ;1.9; Franco Arcilloso ; Goteo ;1920;0.37625;28;3;253.3;144.8569366;128.0849587;9.85268913;13
1;99;San Isidro;99006;S I.-06;11.32; CP72-2086 ;1.9; Franco Arcilloso ; Goteo ;1920;0.515625;64;3;294.3;146.048696;104.8593809;8.066106224;13
1;99;San Isidro;99009;S I.-09;23.12; CP72-2086 ;1.9; Franco Arcilloso ; Goteo ;1920;0.357625;27;3;283;142.8721257;70.0354515;6.366859228;11
2;57;El Apante;57001;A-01;3.6; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;0.34;26;3;187;142.876;68.98618961;5.30662997;13
2;57;El Apante;57002;A-02;11.98; CG04-10295 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;0.44175;38;3;296;137.827596;66.70587305;6.064170277;11
2;57;El Apante;57004;A-04;5.95; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;;31;3;191;150.4741176;96.05512153;8.00459346;12
2;57;El Apante;57005;A-05;10.28; CP89-2143 ;2.2; Franco ; Goteo ;1920;;0;3;243;142.6;73.76757659;6.706143327;11
2;57;El Apante;57007;A-07;12.13; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;0.246766667;55;3;257;142.8973124;70.73042885;5.894202404;12
2;57;El Apante;57009;A-09;23.62; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Gravedad ;1920;0.394533333;60;3;380;142.875182;57.23351603;4.769459669;12
2;57;El Apante;57013;A-13;8.7; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;;54;6;206;142.9262299;52.54780009;4.042138468;13
2;57;El Apante;57016;A-16;5.59; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Gravedad ;1920;;52;6;244;142.9233989;72.89765488;6.074804574;12
2;57;El Apante;57020;A-20;9.28; CP72-2086 ;1.9; Franco Arcillo Arenoso ; Gravedad ;1920;0.192333333;42;6;310;142.5082974;67.89797069;5.222920822;13
2;57;El Apante;57023;A-23;3.15; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Gravedad ;1920;;59;6;116;150.2783492;33.93897347;2.610690267;13
2;57;El Apante;57025;B-02;2.83; CP89-2143 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;0.438;14;3;163.5;142.9673498;105.0580482;8.081388322;13
2;57;El Apante;57026;B-03;4.2; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;0.071;17;3;70.5;144.0238095;110.2464046;10.02240042;11
2;57;El Apante;57027;B-04;2.21; NA56-42 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;0.173;32;3;129;157.1451584;102.999456;7.923035075;13
2;57;El Apante;57028;B-05;1.86; RB86-7515 ;1.65; Franco Arcillo Arenoso ; Goteo ;1920;0.234;19;12;86.5;142.6519355;73.89467456;6.157889546;12
2;57;El Apante;57029;B-06;5.92; CP72-2086 ;2.2; Franco Arenoso ; Goteo ;1920;0.129;18;12;107.5;142.5829054;118.7866639;9.898888657;12
2;57;El Apante;57031;B-08;3.12; CP88-1165 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;0.438;37;12;152;142.8064103;59.18195333;4.552457948;13
2;57;El Apante;57034;B-11;9.41; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;1920;0.276666667;28;12;307.5;149.9595112;73.77556113;6.147963427;12
2;57;El Apante;57040;B-18;3.53; CG98-78 ;2.2; Franco Arcillo Arenoso ; Secano ;1920;0.5365;52;3;154;142.9270822;61.07866244;4.698358649;13
2;57;El Apante;57041;B-19;0.85; NA56-42 ;2.2; Franco Arenoso ; Secano ;1920;0.393;11;12;86;143.152;116.0157253;8.924286559;13
2;57;El Apante;57042;B-20;3.15; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Secano ;1920;;21;12;117;142.5766349;48.43767482;4.403424984;11
2;57;El Apante;57044;B-23;9.86; CP72-2086 ;2.2; Franco Arenoso ; Secano ;1920;0.3143;35;3;256;147.2494523;61.5979631;4.738304854;13
2;57;El Apante;57046;B-25;8.92; CP72-2086 ;1.9; Franco Arenoso ; Secano ;1920;0.07775;20;12;125;142.5891704;103.896778;8.658064837;12
2;57;El Apante;57049;B-28;3.04; NA56-42 ;2.2; Franco Arcillo Arenoso ; Secano ;1920;0.406;65;12;155;143.1220395;84.09821432;6.007015309;14
2;57;El Apante;57052;B-31;5.81; CP72-2086 ;2.4; Franco Arcillo Arenoso ; Secano ;1920;0.466333333;45;12;196.5;142.6;65.89221624;5.068632018;13
2;57;El Apante;57055;BORB-01;17.23; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Secano ;1920;;38;3;0;142.5842484;81.84653625;6.820544687;12
2;57;El Apante;57059;BORB-05;3.01; CP89-2143 ;2.2; Franco Arenoso ; Goteo ;1920;;10;3;56;142.5403987;0;0;0
2;57;El Apante;57061;BORB-07;2.76; CP89-2143 ;1.9; Franco Arcillo Arenoso ; Goteo ;1920;;21;3;55;142.5683333;0;0;0
2;57;El Apante;57062;BORB-08;21.83; RB84-5210 ;2.2; Franco Arenoso ; Goteo ;1920;;57;3;362.5;142.8840495;66.90875659;5.575729716;12
2;57;El Apante;57067;C-01;6.6; Otras ;1.65; Franco Arcillo Arenoso ; Goteo ;1920;;24;6;40;125.4545455;98.10273082;7.546363909;13
2;57;El Apante;57071;CHIRIPA-01;15.7; RB86-7515 ;2.2; Franco Arcilloso ; Mini Aspersi¢n ;1920;;32;6;373;142.3940255;73.53974719;5.65690363;13
2;57;El Apante;57073;D-01;8.25; Otras ;1.65; Franco Arcillo Arenoso ; Mini Aspersi¢n ;1920;;28;6;64;117.766;57.55534756;4.796278964;12
2;57;El Apante;57116;D-01A;7.16; Otras ;1.65; Franco Arcillo Arenoso ; Mini Aspersi¢n ;1920;;0;6;0;0;0;0;0
2;57;El Apante;57079;E-01;25.48; CG02-163 ;1.65; Franco Arcillo Arenoso ; Mini Aspersi¢n ;1920;;21;6;40;125.4543485;77.58263448;5.96789496;13
2;57;El Apante;57095;SOL-01;10.9; CG02-163 ;1.65; Franco Arcillo Arenoso ; Mini Aspersi¢n ;1920;;23;6;136;125.4538165;65.55054236;5.042349412;13
2;3;El Tamarindo;3001;ET-01;31.78; NA56-42 ;2.2; Franco ; Secano ;1920;0.1873;26;0;134;156.1709481;120.5456841;10.04547367;12
2;55;El Zapote;55042;MANGO-01;4.6; RB86-7515 ;2.2; Franco Arcilloso ; Mini Aspersi¢n ;1920;0.432;37;0;38;142.6221;130.2461471;9.303296223;14
2;55;El Zapote;55043;MANGO-02;16.82; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Mini Aspersi¢n ;1920;0.452975;37;0;74;142.8437836;131.436447;9.388317641;14
2;55;El Zapote;55044;MANGO-03;3.6; RB86-7515 ;2.2; Franco ; Secano ;1920;0.3785;35;0;14;151.5856873;142.9530814;10.99639087;13
2;55;El Zapote;55071;MANGO-03A;1.53; RB86-7515 ;2.2; Franco ; Secano ;1920;;0;0;26;0;0;0;0
2;55;El Zapote;55048;MANGO-07;13.37; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Secano ;1920;0.461666667;18;0;84;156.5444854;126.7637139;9.751054917;13
2;55;El Zapote;55051;MANGO-10;6.23; CP72-2086 ;2.2; Franco Arcilloso ; Secano ;1920;;0;0;62;135.6264;87.5961444;7.2996787;12
2;55;El Zapote;55052;MANGO-11;4.25; RB86-7515 ;2.4; Franco Arcilloso ; Mini Aspersi¢n ;1920;;0;0;86;132.6733624;0;0;0
2;55;El Zapote;55053;MANGO-12;5.47; RB86-7515 ;2.4; Franco Arcilloso ; Mini Aspersi¢n ;1920;;69;0;96;136.0674954;0;0;0
2;55;El Zapote;55054;MANGO-13;3.85; CP04-2115 ;2.2; Franco Arcilloso ; Mini Aspersi¢n ;1920;0.523666667;25;0;48;157.9157299;145.5470077;11.19592367;13
2;55;El Zapote;55037;MM-01;10.07; RB86-7515 ;1.5; Franco Arenoso ; Secano ;1920;;0;0;0;135.6264;85.82117483;6.601628833;13
2;55;El Zapote;55039;MM-03;6.37; CP72-2086 ;1.5; Franco Arenoso ; Secano ;1920;;0;0;0;135.6264;73.14559505;6.095466254;12
2;55;El Zapote;55058;nov-04;2.49; RB86-7515 ;1.65; Franco Arenoso ; Goteo ;1920;;0;0;0;135.6264;43.38652759;3.615543966;12
2;55;El Zapote;55066;NOV-07A;5.96; RB86-7515 ;1.5; Franco Arcilloso ; Goteo ;1920;;0;0;74;0;0;0;0
2;55;El Zapote;55055;nov-01;2.12; RB86-7515 ;1.9; Franco Arenoso ; Goteo ;1920;;0;0;0;135.6264;101.0594304;7.218530745;14
2;55;El Zapote;55056;nov-02;11; RB86-7515 ;1.65; Franco Arcilloso ; Goteo ;1920;;0;0;0;135.6264;60.71155532;5.059296277;12
2;55;El Zapote;55072;NOV-2A;3.93; RB86-7515 ;1.5; Franco Arcilloso ; Goteo ;1920;;0;0;30;0;0;0;0
2;55;El Zapote;55073;NOV-3A;6.4; RB86-7515 ;1.5; Franco Arcilloso ; Goteo ;1920;;0;0;72;0;0;0;0
2;55;El Zapote;55059;nov-05;8.07; RB86-7515 ;1.65; Franco Arenoso ; Goteo ;1920;;0;0;0;135.6264;40.46200512;3.37183376;12
2;55;El Zapote;55060;nov-06;12.11; RB86-7515 ;1.65; Franco Arenoso ; Goteo ;1920;;0;0;0;135.6264;53.61146067;4.123958513;13
2;55;El Zapote;55061;nov-07;5.96; RB86-7515 ;1.5; Franco Arcilloso ; Goteo ;1920;;0;0;56;0;0;0;0
2;55;El Zapote;55062;nov-08;4.12; RB86-7515 ;1.5; Franco Arcilloso ; Goteo ;1920;;0;0;48;0;0;0;0
