ZONA;CF;FINCA;COD CAM;CAMPO;HA;VARIEDAD;DISTSUR;TIPO DE SUELO;RIEGO;CICLO;%DESP;DIASRESI;MM(AB-MY);HRRIEGO;KgN/Ha;TM/HA;TM/HAMES;EDAD
3;82;San Ram¢n;82009;SR-08;7.7; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;2021;0.252216667;34;0;739.7;105.0194816;99.25455245;7.761757032;12.78763971
3;82;San Ram¢n;82012;SR-11;2.81; CG02-163 ;2.2; Franco Arcillo Arenoso ; Goteo ;2021;;0;0;513.5;115.0507473;74.7191816;6.061220011;12.32741617
3;85;Santa Isabel;85001;STA I-01;24.61; CP88-1165 ;2.2; Franco ; Goteo ;2021;0.1415;35;0;592.5;121.9007776;100.7312261;8.583316237;11.7357002
3;85;Santa Isabel;85006;STA I-06;28.11; RB86-7515 ;2.2; Franco ; Goteo ;2021;0.397025;42;0;857.5;123.3866231;91.28579086;6.564807939;13.90532544
3;81;To¤o Lira;81001;CALA-01;9.81; CP88-1165 ;2.2; Franco Arenoso ; Goteo ;2021;0.251666667;24;0;1325.52;172.6645872;133.558837;10.49834579;12.72189349
3;81;To¤o Lira;81002;CALA-02;4.65; RB86-7515 ;2.2; Franco Arenoso ; Goteo ;2021;0.189354167;26;0;1495.07;170.0360422;144.5822034;11.39427623;12.68902038
3;81;To¤o Lira;81003;CALA-03;6.62; CP72-2086 ;2.2; Franco Arenoso ; Goteo ;2021;0.2695;25;0;928.5;172.6628483;131.9759403;10.4007982;12.68902038
3;60;Vasconia;60007;ANIMAS-02;72.78; CP72-2086 ;1.9; Arcilloso ; Goteo ;2021;0.279791667;43;0;402.5;86.64607909;70.2952838;5.874677289;11.96581197
3;60;Vasconia;60015;ANIMAS-06;7.26; CP72-2086 ;2.2; Arcilloso ; Gravedad ;2021;0.20825;41;0;253;103.060022;69.43976377;5.724546379;12.13017751
3;60;Vasconia;60016;ANIMAS-06A;13.28; NA56-42 ;2.2; Arcilloso ; Gravedad ;2021;0.277333333;37;0;294.7;112.793538;95.89490356;8.310891642;11.53846154
3;60;Vasconia;60042;GBO-01;24; RB86-7515 ;1.65; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;0;0;0;0;0
3;60;Vasconia;60050;GBO-05;24.41; RB86-7515 ;2.2; Franco Arcilloso ; Gravedad ;2021;0.479866667;56;0;948.7;126.0302397;43.48619937;3.82326643;11.37409599
3;60;Vasconia;60001;GTE-01;20.8; CP72-2086 ;2.2; Franco Arcilloso ; Gravedad ;2021;0.386;70;0;336.37;108.3915;55.06477358;4.827292255;11.4069691
3;60;Vasconia;60056;GTE-01A;19.86; CP72-2086 ;2.2; Franco Arcilloso ; Gravedad ;2021;;0;0;0;0;0;0;0
3;60;Vasconia;60003;GTE-03;14.09; CP72-2086 ;2.2; Franco ; Gravedad ;2021;0.442670833;67;0;280.4;150.1360798;67.29213384;5.933410758;11.34122288
3;60;Vasconia;60018;MOJON-01;8.14; CP72-2086 ;1.9; Franco Arcilloso ; Gravedad ;2021;0.316183333;72;0;337.4;103.0676;78.04255468;6.725366894;11.60420776
3;60;Vasconia;60019;MOJON-02;30.84; RB84-5210 ;2.2; Franco Arcilloso ; Gravedad ;2021;;0;0;338.4;92.69105383;75.69989121;7.287312312;10.3879027
3;60;Vasconia;60055;MOJON-02A;7.58; RB84-5210 ;2.2; Franco Arcilloso ; Gravedad ;2021;;0;0;0;110.5129989;17.4702087;1.687123012;10.35502959
3;60;Vasconia;60022;PRESA SEC-02;20.02; CP72-2086 ;2.2; Arcilloso ; Gravedad ;2021;0.320944444;27;0;659.01;103.085205;98.05251312;7.364833207;13.31360947
3;60;Vasconia;60036;SARZAL-01;10.76; CP72-2086 ;1.9; Franco ; Gravedad ;2021;0.355888889;32;0;768;128.8123465;106.8250085;8.063565156;13.24786325
3;60;Vasconia;60037;SARZAL-02;17.45; RB86-7515 ;2.2; Arcilloso ; Gravedad ;2021;0.46375;62;0;164;126.0701725;33.49886312;2.953725844;11.34122288
3;60;Vasconia;60040;SARZAL-04;4.7; RB86-7515 ;2.4; Franco Arcilloso ; Gravedad ;2021;0.383333333;65;0;77;103.0445804;66.05277853;5.841062566;11.30834977
3;60;Vasconia;60027;SITIO-01;18.49; CP72-2086 ;2.2; Arcilloso ; Gravedad ;2021;0.36735;67;0;187.82;126.0176041;46.93904048;4.162931812;11.27547666
3;60;Vasconia;60028;SITIO-02;18.57; CP88-1165 ;2.4; Arcilloso ; Gravedad ;2021;0.331716667;72;0;283.6;86.86539742;88.74695494;7.8025502;11.37409599
3;60;Vasconia;60029;SITIO-03;17.95; CP88-1165 ;2.4; Arcilloso ; Gravedad ;2021;0.256458333;32;0;484.44;103.1250603;82.63179104;6.221928424;13.28073636
3;60;Vasconia;60030;SITIO-04;9.76; CP88-1165 ;2.4; Franco Arcilloso ; Gravedad ;2021;0.285833333;61;0;530.8;103.0579287;83.74008286;7.362350638;11.37409599
3;60;Vasconia;60031;SITIO-05;18.81; CP89-2143 ;2.2; Franco ; Gravedad ;2021;0.126083333;60;0;737.1;150.0829895;113.684273;9.995016143;11.37409599
3;60;Vasconia;60033;SITIO-07;6.06; CP72-2086 ;1.9; Franco Arcillo Arenoso ; Gravedad ;2021;0.214444444;50;0;33.5;206.1483168;82.98332577;7.446468348;11.14398422
3;60;Vasconia;60034;SITIO-08;7.49; CP00-1101 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;0.179777778;33;0;858.59;150.0944748;126.3038237;12.00675725;10.51939513
3;61;Waterloo;61057;COYOT-01;6.69; CP72-2086 ;1.9; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;302;125.4556487;45.78928889;3.562430097;12.85338593
3;61;Waterloo;61062;COYOT-06;7.42; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;302;62.7348248;65.08728142;5.025266754;12.95200526
3;61;Waterloo;61065;COYOT-09;6; RB86-7515 ;1.65; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;0;0;0;0;0
3;61;Waterloo;61071;MURALLA-01;3; CP72-2086 ;2.2; Franco Arcilloso ; Gravedad ;2021;;0;0;0;77.411376;59.00487764;5.342048743;11.04536489
3;61;Waterloo;61025;PLAT-01;3.17; RB86-7515 ;2.2; Franco Arcilloso ; Gravedad ;2021;;0;0;179;113.168877;87.37143825;7.659478823;11.4069691
3;61;Waterloo;61026;PLAT-01A;0.96; CP72-2086 ;2.2; Franco Arcilloso ; Gravedad ;2021;0.227366667;22;0;329.63;113.4889958;77.90836214;6.909540455;11.27547666
3;61;Waterloo;61027;PLAT-02;4.23; NA56-42 ;2.2; Franco Arcilloso ; Gravedad ;2021;0.19125;25;0;621.58;132.5390061;113.6141933;9.023874051;12.59040105
3;61;Waterloo;61028;PLAT-03;4; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;0.209791667;28;0;627.07;139.846325;157.341061;11.70248185;13.44510191
3;61;Waterloo;61029;PLAT-04;5.69; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;303.95;113.1961146;76.25263508;6.704061154;11.37409599
3;61;Waterloo;61032;PLAT-07;3.91; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;0.18426;28;0;713.21;129.5332079;140.3371219;10.41232987;13.47797502
3;61;Waterloo;61033;PLAT-08;3.68; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;591.8;138.08475;105.4692261;9.219465108;11.43984221
3;61;Waterloo;61001;PRESA-01;16.18; RB86-7515 ;2.2; Franco Arcilloso ; Gravedad ;2021;;0;0;0;92.69001632;93.06249101;8.683929376;10.71663379
3;61;Waterloo;61005;PRESA-05;19.88; RB86-7515 ;2.2; Franco Arcilloso ; Gravedad ;2021;0.3673625;29;0;1902.7;103.0853521;91.57187503;6.761204947;13.54372124
3;61;Waterloo;61012;PRESA-12;4.17; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;1102;102.9610791;82.55097258;8.048719827;10.25641026
3;61;Waterloo;61013;PRESA-13;6.57; CG02-163 ;2.2; Franco ; Gravedad ;2021;;0;0;1533.7;102.9424889;90.26202026;9.339355974;9.66469428
3;61;Waterloo;61015;PRESA-15;3.62; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;974;115.0138;107.9611269;9.303618928;11.60420776
3;61;Waterloo;61016;PRESA-16;3.91; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;875.3;102.901601;80.32318367;8.36791523;9.59894806
3;61;Waterloo;61017;PRESA-17;3.23; RB84-5210 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;1264;96.61253498;76.72727688;7.993300558;9.59894806
3;61;Waterloo;61019;PRESA-18;3.64; RB84-5210 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;685.4;119.4409747;117.5220598;10.51476782;11.17685733
3;61;Waterloo;61021;PRESA-19;12.41; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;1404;107.3214991;111.4345465;9.575816117;11.63708087
3;61;Waterloo;61023;PRESA-21;3.64; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;772.7;103.064011;111.1558086;8.828615396;12.59040105
3;61;Waterloo;61024;PRESA-22;3.24; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;709.7;103.0726543;115.2844179;9.376876983;12.29454306
3;61;Waterloo;61048;ZACAT-01;2.03; CP72-2086 ;1.8; Franco Arcillo Arenoso ; Gravedad ;2021;0.235416667;32;0;725.94;142.1576749;110.5039471;8.467330152;13.05062459
3;61;Waterloo;61049;ZACAT-02;17; RB86-7515 ;1.65; Franco Arcillo Arenoso ; Gravedad ;2021;;0;0;0;0;0;0;0
4;62;Betania;62001;BT-01;12.2; CP72-2086 ;1.5; Arcilloso ; Gravedad ;2021;0.49945;38;0;601;83.83707;47.78071338;4.06002598;11.76857331
4;62;Betania;62007;BT-01A;27; CP72-2086 ;1.5; Arcilloso ; Gravedad ;2021;;0;0;0;0;0;0;0
4;62;Betania;62005;BT-05;10.28; CP72-2086 ;1.65; Arcilloso ; Gravedad ;2021;;0;0;214.25;62.721;80.36843511;5.646207381;14.23405654
4;62;Betania;62006;BT-05A;10.14; CP72-2086 ;1.65; Arcilloso ; Gravedad ;2021;;0;0;0;172.6795511;0;0;0
4;90;El Cacao;90001;CC-01;24.96; RB86-7515 ;2.2; Franco ; Gravedad ;2021;;0;0;0;0;0;0;0
4;90;El Cacao;90003;CC-03;22; RB86-7515 ;2.2; Franco ; Gravedad ;2021;;0;0;0;0;0;0;0
4;47;El Escondido;47001;EC-01;34.45; CP72-2086 ;2.2; Arcilloso ; Gravedad ;2021;0.303708333;33;0;1507.5;112.3529292;85.0685464;11.25123992;7.560815253
4;47;El Escondido;47004;EC-04;18; CP72-2086 ;2.2; Arcilloso ; Gravedad ;2021;;0;0;0;132.13224;121.5242376;10.10045713;12.03155819
4;47;El Escondido;47006;Pivote-01;54.18; CP89-2143 ;2.2; Arcilloso ; Gravedad ;2021;0.288533333;30;0;2020.1;135.8955;104.0534265;7.29333003;14.26692965
4;93;El Trapiche;93001;TR-0101;33.8; CP72-2086 ;2.2; Franco Arcilloso ; Gravedad ;2021;0.275838889;25;0;1678.2;106.6257;73.17442676;5.48267503;13.34648258
4;93;El Trapiche;93002;TR-0102;24.51; CP72-2086 ;2.2; Franco Arcilloso ; Gravedad ;2021;0.322966667;29;0;1567;115.40664;69.2780723;5.053810454;13.70808679
4;93;El Trapiche;93007;TR-0107;24.4; CP72-2086 ;2.2; Franco Arcilloso ; Gravedad ;2021;0.258933333;33;0;1742;103.07151;80.10242574;5.829463615;13.74095989
4;93;El Trapiche;93013;TR-0113;38.2; CP72-2086 ;2.2; Franco Arcilloso ; Gravedad ;2021;0.292533333;35;0;1630.8;103.07151;75.66403508;5.441371034;13.90532544
4;17;Galo-L¢pez;17001;TP-01;11.09; CP89-2143 ;1.9; Franco Arenoso ; Gravedad ;2021;0.31275;39;0;771.1;172.48275;132.5937149;10.99046541;12.0644313
4;17;Galo-L¢pez;17003;TP-03;31.72; CP72-2086 ;1.9; Franco Arcilloso ; Gravedad ;2021;0.365211111;35;0;977.65;145.51272;97.58894148;8.133303013;11.99868508
4;17;Galo-L¢pez;17007;TP-07;42.09; NA56-42 ;1.6; Arcilloso ; Gravedad ;2021;0.378891667;32;0;871.7;83.628;61.001166;5.042542037;12.0973044
4;58;San Jose Nagarote;58001;SJ-01;35.81; CP72-2086 ;2.2; Arcilloso ; Gravedad ;2021;0.300458333;40;0;425.74;95.13996295;69.99969658;5.802154687;12.0644313
4;58;San Jose Nagarote;58005;SJ-05;18.01; CP89-2143 ;2.2; Franco ; Gravedad ;2021;0.32675;42;0;390.24;79.02846;78.02911246;6.467699186;12.0644313
4;58;San Jose Nagarote;58008;SJ-08;9.49; CP89-2143 ;2.2; Franco ; Gravedad ;2021;0.291916667;42;0;217.44;99.06260903;94.30875304;7.817090647;12.0644313
4;58;San Jose Nagarote;58010;SJ-10;4.42; CP89-2143 ;2.2; Franco ; Gravedad ;2021;0.243333333;42;0;161.44;113.6301127;104.9771005;8.725145897;12.03155819
4;73;San Pedro;73001;SP-0101;50.13; CP72-2086 ;1.6; Arcilloso ; Gravedad ;2021;0.444583333;28;0;1326.4;71.04939305;61.86903229;5.455234673;11.34122288
4;73;San Pedro;73008;SP-0201;10.5; CP72-2086 ;2.2; Arcilloso ; Gravedad ;2021;;0;0;0;113.4967238;0;0;0
4;73;San Pedro;73010;SP-0203;45.91; CP72-2086 ;1.6; Arcilloso ; Gravedad ;2021;0.425083333;39;0;1097.36;65.36;67.5450428;5.990437907;11.27547666
4;73;San Pedro;73016;SP-0301;39.9; CP72-2086 ;2.2; Arcilloso ; Gravedad ;2021;0.384416667;9;0;1679;94.29057;95.2966758;8.165985571;11.66995398
4;92;Sarria;92001;SA-0101;74.47; CG02-163 ;2.2; Franco Arcilloso ; Gravedad ;2021;;0;0;561;129.1767071;88.2962179;8.290033791;10.65088757
4;92;Sarria;92014;SA-0306;10.03; CG02-163 ;2.2; Franco Arcilloso ; Gravedad ;2021;;0;0;0;130.0735194;100.3621119;9.336438663;10.7495069
6;16;Sucuya;16010;1601-0;9.56; CP72-2086 ;1.5; Franco ; Gravedad ;2021;0.155833333;41;0;339.5;125.442;128.7073171;9.596266141;13.4122288
6;16;Sucuya;16020;1602-0;5.32; Otras ;1.5; Franco ; Gravedad ;2021;0.324;0;0;179.5;123.7914474;122.537594;9.136258846;13.4122288
6;16;Sucuya;16030;1603-0;5.21; CP73-1547 ;1.5; Franco Arcilloso ; Gravedad ;2021;0.412958333;39;0;141;125.442;91.8925144;6.735832019;13.64234057
6;16;Sucuya;16040;1604-0;10.04; CP73-1547 ;1.5; Franco ; Gravedad ;2021;0.876716667;39;0;288;124.9422311;90.65547809;6.325090925;14.33267587
6;16;Sucuya;16050;1605-0;5.95; CP72-2086 ;1.5; Franco ; Gravedad ;2021;0.328;30;0;219.3;126.4961345;100.4268908;7.469403464;13.44510191
6;16;Sucuya;16060;1606-0;5.35; NA56-42 ;1.5; Franco ; Gravedad ;2021;0.3115;26;0;253.25;123.0972897;127.3514019;9.518500356;13.37935569
6;16;Sucuya;16070;1607-0;4.07; CP72-2086 ;1.5; Franco ; Gravedad ;2021;0.240333333;24;0;152.35;123.2845209;112.990172;8.445113101;13.37935569
6;16;Sucuya;16080;1608-0;4.88; CP72-2086 ;1.5; Franco ; Gravedad ;2021;0.298166667;32;0;282;124.242418;104.7122951;7.390598646;14.16831032
6;16;Sucuya;16090;1609-0;3.97; RB86-7515 ;1.5; Franco Arcilloso ; Gravedad ;2021;0.322416667;39;0;130.35;126.3899244;78.44458438;5.736260233;13.67521368
6;16;Sucuya;16100;1610-0;3.36; CG02-163 ;1.5; Franco ; Gravedad ;2021;;0;0;159.8;97.44155357;86.84077381;7.701738599;11.27547666
6;16;Sucuya;16110;1611-0;2.9; CP72-2086 ;1.5; Franco Arenoso ; Gravedad ;2021;0.354166667;0;0;107;124.721069;107.3051724;8.020204778;13.37935569
6;16;Sucuya;16120;1612-0;9.72; NA56-42 ;1.5; Franco Arenoso ; Gravedad ;2021;0.472833333;50;0;358.9;125.8291667;117.9786008;8.861503795;13.31360947
6;16;Sucuya;16130;1613-0;7.77; CP72-2086 ;1.5; Franco Arcilloso ; Gravedad ;2021;0.279833333;45;0;207.6;125.119112;90.40540541;6.807258496;13.28073636
6;16;Sucuya;16141;1614-1;6.52; CP72-2086 ;1.5; Franco Arenoso ; Gravedad ;2021;0.246222222;43;0;226.3;125.0572086;112.6380368;8.785766871;12.82051282
6;16;Sucuya;16142;1614-2;3.26; CP73-1547 ;1.5; Franco Arcilloso ; Gravedad ;2021;0.314666667;41;0;140;128.2638037;86.07852761;6.714125153;12.82051282
6;16;Sucuya;16143;1614-3;0.2; CP72-2086 ;1.5; Franco Arenoso ; Gravedad ;2021;0.3665;46;0;72;156.8025;153.6;11.95015857;12.85338593
6;16;Sucuya;16150;1615-0;6.15; NA56-42 ;1.5; Franco ; Mini Aspersi¢n ;2021;0.346166667;42;0;341;122.382439;118.0211382;9.229313687;12.78763971
6;16;Sucuya;16160;1616-0;11.5; NA56-42 ;1.5; Franco ; Goteo ;2021;0.1965;32;0;281.7;123.624;103.7069565;8.047871473;12.88625904
6;16;Sucuya;16170;1617-0;6.39; CG02-163 ;1.65; Franco ; Goteo ;2021;;0;0;334.6;124.3295775;92.6485133;8.463566891;10.94674556
6;16;Sucuya;16180;1618-0;11.01; CP72-2086 ;1.5; Franco ; Goteo ;2021;0.274375;44;0;472.65;121.5302452;107.717802;8.29563427;12.98487837
6;16;Sucuya;16190;1619-0;5.78; CP73-1547 ;1.5; Franco ; Goteo ;2021;0.48605;35;0;215;126.599481;82.6083045;6.493396958;12.72189349
6;16;Sucuya;16201;1620-1;4.43; CP72-2086 ;1.5; Franco ; Mini Aspersi¢n ;2021;0.390277778;44;0;217;127.4241535;89.51693002;7.000269952;12.78763971
6;16;Sucuya;16202;1620-2;2.86; CP72-2086 ;1.5; Franco ; Secano ;2021;0.331388889;45;0;140;127.9274476;108.9055944;8.516473475;12.78763971
6;16;Sucuya;16210;1621-0;9.07; CP73-1547 ;1.5; Franco Arcilloso ; Goteo ;2021;0.220722222;43;0;350.8;156.7448732;87.2061742;6.802081588;12.82051282
6;16;Sucuya;16220;1622-0;4.76; CG02-163 ;1.65; Franco Arcilloso ; Goteo ;2021;;0;0;283;125.1784664;93.57563025;8.731811878;10.71663379
6;16;Sucuya;16231;1623-1;4.79; CP72-2086 ;1.5; Franco Arcilloso ; Goteo ;2021;0.385416667;46;0;276.3;126.5768267;80.05010438;6.25995932;12.78763971
6;16;Sucuya;16232;1623-2;3.02; CG02-163 ;1.5; Franco ; Goteo ;2021;;0;0;125;124.6112583;113.2715232;10.04583013;11.27547666
6;16;Sucuya;16233;1623-3;3.88; CG02-163 ;1.5; Franco ; Goteo ;2021;;0;0;159;140.0984536;117.5386598;10.67321203;11.01249178
6;16;Sucuya;16241;1624-1;2.14; CP72-2086 ;1.5; Franco Arcilloso ; Goteo ;2021;0.382916667;44;0;190;117.235514;91.39672897;7.147271196;12.78763971
6;16;Sucuya;16242;1624-2;3.74; Otras ;1.5; Franco Arcilloso ; Secano ;2021;0.293833333;19;0;225.56;133.0949602;116.9278075;9.050747847;12.91913215
6;16;Sucuya;16243;1624-3;2; CP72-2086 ;1.5; Franco ; Secano ;2021;0.246611111;45;0;120;125.442;70.992;5.537376;12.82051282
6;16;Sucuya;16244;1624-4;2; CP72-2086 ;1.5; Franco Arcilloso ; Secano ;2021;0.335111111;43;0;134.6;125.442;85.8405;6.695559;12.82051282
6;16;Sucuya;16250;1625-0;3.83; Otras ;1.65; Franco ; Secano ;2021;;0;0;86;82.65599889;0;0;0
6;16;Sucuya;16251;1625-1;3.36; Otras ;1.65; Franco ; Goteo ;2021;;0;0;0;0;0;0;0
6;16;Sucuya;16260;1626-0;7.67; CP73-1547 ;1.5; Franco Arcilloso ; Goteo ;2021;0.248555556;41;0;366;124.0245763;88.85136897;6.948222735;12.78763971
6;16;Sucuya;16270;1627-0;8.77; CP73-1547 ;1.65; Franco ; Secano ;2021;;0;0;104;94.82524552;97.94516129;9.549653226;10.25641026
6;16;Sucuya;16281;1628-1;7.16; RB84-5210 ;1.5; Franco Arenoso ; Goteo ;2021;;0;0;190.6;103.5422095;33.94553073;3.064163337;11.078238
6;16;Sucuya;16282;1628-2;0.51; RB86-7515 ;1.5; Franco Arenoso ; Goteo ;2021;;0;0;39.16;132.7036863;126.2156863;10.23861647;12.32741617
6;16;Sucuya;16290;1629-0;12.35; NA56-42 ;1.5; Franco Arenoso ; Secano ;2021;0.362666667;42;0;342.8;125.6112874;138.0270445;10.6029866;13.01775148
6;16;Sucuya;16301;1630-1;1.45; CP73-1547 ;1.5; Franco ; Secano ;2021;;0;0;0;213.8512717;0;0;0
6;16;Sucuya;16302;1630-2;11.15; CG02-163 ;1.65; Franco ; Secano ;2021;;0;0;513.35;97.15495979;113.2340807;10.50177053;10.78238001
6;16;Sucuya;16310;1631-0;7.36; NA56-42 ;1.5; Franco ; Secano ;2021;0.247166667;26;0;62.1;124.9875;104.4355978;7.902813149;13.21499014
6;16;Sucuya;16320;1632-0;8.83; NA56-42 ;1.5; Franco ; Goteo ;2021;0.307041667;30;0;77.8;124.3054926;102;8.0803125;12.62327416
6;16;Sucuya;16331;1633-1;3.02; RB84-5210 ;1.65; Franco Arenoso ; Goteo ;2021;;0;0;141;124.6112583;110.1119205;10.18116907;10.81525312
6;16;Sucuya;16332;1633-2;6.66; RB84-5210 ;1.65; Franco Arenoso ; Goteo ;2021;;0;0;327.6;125.5675676;113.0477477;10.32706452;10.94674556
6;16;Sucuya;16333;1633-3;4.82; CG04-10295 ;1.65; Franco Arenoso ; Goteo ;2021;;0;0;164;125.7890041;119.8848548;10.95164349;10.94674556
6;16;Sucuya;16341;1634-1;2.86; CP72-2086 ;1.5; Franco Arenoso ; Goteo ;2021;0.370388889;44;0;148;127.9274476;82.17132867;6.442401593;12.7547666
6;16;Sucuya;16342;1634-2;5.55; RB86-7515 ;1.5; Franco Arenoso ; Goteo ;2021;0.252833333;42;0;252.8;120.5448649;114.3378378;9.0107695;12.68902038
6;16;Sucuya;16350;1635-0;6.38; CP73-1547 ;1.5; Franco Arcilloso ; Goteo ;2021;0.503291667;41;0;402.4;126.162931;81.75172414;6.264200122;13.05062459
6;16;Sucuya;16361;1636-1;4.03; CP72-2086 ;1.5; Franco ; Goteo ;2021;0.269666667;18;0;325.6;124.5081886;94.2483871;7.044314338;13.37935569
6;16;Sucuya;16362;1636-2;2.98; CP72-2086 ;1.5; Franco ; Goteo ;2021;0.322611111;41;0;195.8;126.2838926;95.22147651;7.543326342;12.62327416
6;16;Sucuya;16371;1637-1;6.77; CP72-2086 ;1.5; Franco ; Goteo ;2021;0.280208333;38;0;570.1;125.071418;121.9295421;9.486180743;12.85338593
6;16;Sucuya;16372;1637-2;1.26; CP72-2086 ;1.5; Franco ; Goteo ;2021;0.106;47;0;166.16;141.0392857;96.85714286;6.151136296;15.74621959
6;16;Sucuya;16380;1638-0;1.77; CG02-163 ;1.65; Franco Arcilloso ; Goteo ;2021;;0;0;113.8;124.0245763;76.38135593;7.040972265;10.84812623
6;16;Sucuya;16390;1639-0;6.57; CP73-1547 ;1.5; Franco Arcilloso ; Goteo ;2021;0.339333333;50;0;365.6;124.1054795;90.12328767;6.940633952;12.98487837
6;16;Sucuya;16400;1640-0;3.69; CP72-2086 ;1.5; Franco Arcilloso ; Goteo ;2021;0.413583333;49;0;293.6;124.6487805;95.7100271;7.465382114;12.82051282
6;16;Sucuya;16411;1641-1;9.32; CP73-1547 ;1.5; Franco ; Goteo ;2021;0.433666667;44;0;537.2;124.4998391;110.1290773;8.312969057;13.24786325
6;16;Sucuya;16412;1641-2;1.55; RB86-7515 ;1.5; Franco Arcilloso ; Goteo ;2021;;0;0;31;78.89433962;97.13548387;8.564815708;11.34122288
6;16;Sucuya;16413;1641-3;0.57; RB86-7515 ;1.5; Franco Arcilloso ; Goteo ;2021;;0;0;0;241.3517347;0;0;0
6;16;Sucuya;16420;1642-0;3.04; CP72-2086 ;1.5; Franco Arcilloso ; Goteo ;2021;0.506;37;0;111;123.7914474;109.4802632;8.605657895;12.72189349
6;16;Sucuya;16430;1643-0;4.77; CP72-2086 ;1.5; Franco Arcilloso ; Goteo ;2021;0.367166667;39;0;217.8;124.9160377;79.16981132;6.223115401;12.72189349
6;16;Sucuya;16440;1644-0;4.23; CP73-1547 ;1.5; Franco Arcilloso ; Goteo ;2021;0.332166667;39;0;210.8;126.0351064;75.53073286;5.937066909;12.72189349
6;16;Sucuya;16450;1645-0;4.17; RB86-7515 ;1.5; Franco Arcilloso ; Goteo ;2021;;25;0;173;110.3007194;108.1270983;8.865839167;12.19592373
6;16;Sucuya;16460;1646-0;1.8; RB86-7515 ;1.5; Franco Arcilloso ; Goteo ;2021;;0;0;77;119.8668;84.48333333;7.470880814;11.30834977
6;16;Sucuya;16470;1647-0;1.67; CP72-2086 ;1.5; Franco Arcilloso ; Goteo ;2021;0.291;25;0;78;118.9320359;66.71856287;5.271632942;12.65614727
6;16;Sucuya;16480;1648-0;2.75; CP73-1547 ;1.5; Franco Arcilloso ; Goteo ;2021;0.336833333;45;0;125.8;125.442;87.28181818;6.807981818;12.82051282
6;16;Sucuya;16490;1649-0;3.58; CP73-1547 ;1.5; Franco ; Goteo ;2021;0.354666667;46;0;141;122.6388268;74.83798883;5.837363128;12.82051282
6;16;Sucuya;16500;1650-0;7.74; CG98-78 ;1.5; Franco ; Goteo ;2021;0.211333333;43;0;479.13;125.6040698;79.41149871;6.210020028;12.78763971
6;16;Sucuya;16510;1651-0;10.45; RB86-7515 ;1.65; Franco ; Goteo ;2021;;0;0;485.93;126.042201;117.5473684;10.96868389;10.71663379
6;16;Sucuya;16520;1652-0;9.52; CP72-2086 ;1.5; Franco ; Goteo ;2021;0.336;33;0;485.23;125.1784664;103.0793067;7.978810459;12.91913215
6;16;Sucuya;16530;1653-0;9.52; CP72-2086 ;1.5; Franco ; Goteo ;2021;0.375833333;43;0;386.8;120.7862395;93.73109244;7.273724061;12.88625904
6;16;Sucuya;16540;1654-0;5.76; CP72-2086 ;1.5; Franco Arcilloso ; Goteo ;2021;0.183333333;26;0;199.2;125.2242188;77.33385417;6.207113044;12.45890861
6;16;Sucuya;16550;1655-0;11.88; CP72-2086 ;1.5; Franco Arcilloso ; Goteo ;2021;0.231666667;27;0;114.4;125.8291667;62.90286195;5.048826017;12.45890861
6;16;Sucuya;16560;1656-0;9.27; RB86-7515 ;1.65; Franco Arcilloso ; Goteo ;2021;;0;0;389.2;125.1713592;104.262891;9.58210618;10.88099934
6;16;Sucuya;16570;1657-0;7.29; Otras ;1.5; Franco Arcilloso ; Goteo ;2021;0.360183333;22;0;286;124.7537037;75.40329218;5.896576216;12.78763971
6;16;Sucuya;16580;1658-0;9.46; CP72-2086 ;1.5; Franco Arcilloso ; Goteo ;2021;0.251666667;40;0;517.65;124.867389;112.1057082;8.721881445;12.85338593
6;16;Sucuya;16590;1659-0;3.43; CP72-2086 ;1.5; Franco Arcilloso ; Goteo ;2021;0.328333333;35;0;152;128.0020408;91.38833819;7.128290379;12.82051282
6;16;Sucuya;16601;1660-1;1.23; CP72-2086 ;1.5; Franco ; Goteo ;2021;0.37925;39;0;142.6;135.9804878;104.5934959;8.646016702;12.0973044
