idnax;fecha imagen;ID;CAMPO;FINCA;ZONA;MANDADOR;ZAFRA 20-21;variedad;soca;edad;zona eco;zonas;fs;tipo riego;area;activo;nubosidad;leyenda 08 NDVI 2 (con nubes);valor 08 NDVI 2 (con nubes);leyenda 09 Nivel de NDVI óptimo;valor 09 Nivel de NDVI óptimo;leyenda 10 Anomalías;valor 10 Anomalías;leyenda 11 Necesidades de Nitrógeno;valor 11 Necesidades de Nitrógeno;leyenda 12 Producción;valor 12 Producción;leyenda 13 Maduración;valor 13 Maduración;leyenda 14 Maduración 2 (con nubes);valor 14 Maduración 2 (con nubes);leyenda 15 Cosecha;valor 15 Cosecha;leyenda Biomasa (m2 caña/m2);valor Biomasa (m2 caña/m2);leyenda Biomasa 2 (con nubes);valor Biomasa 2 (con nubes);leyenda Clorofila (mg/cm2);valor Clorofila (mg/cm2);leyenda Contenido de agua (mg/cm2);valor Contenido de agua (mg/cm2);leyenda Contenido de agua 2 (con nubes);valor Contenido de agua 2 (con nubes);leyenda Evolución hídrica;valor Evolución hídrica;leyenda NDVI;valor NDVI;leyenda Nivel de agua óptimo;valor Nivel de agua óptimo;leyenda Nivel de biomasa óptimo;valor Nivel de biomasa óptimo;leyenda Nivel de clorofila óptimo;valor Nivel de clorofila óptimo;leyenda msavi2;valor msavi2;leyenda ndwi;valor ndwi
236202;2022-05-28;500575;CF-19;MONTELIMAR-02;ZONA_1;;;CG02163;0.0;2.0;;ZONA_1;2023-04-14;3.0;0.4461;True;1.0;0.3-0.4;0.3477;-30% del optimo;1.0;;;;;CRITICA;0.0598;;;;;Ya cosechado;0.0;;;0.6;0.582;;;;;0.0175;0.0167;15 dias perdiendo agua;-3.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236203;2022-05-28;500576;CF-19;MONTELIMAR-02;ZONA_1;;;CG02163;0.0;2.0;;ZONA_1;2023-04-14;3.0;1.4392;True;1.0;0.3-0.4;0.3597;-30% del optimo;1.0;;;;;CRITICA;0.0648;;;;;Ya cosechado;0.0;;;0.6;0.565;;;;;0.0175;0.0158;10 dias perdiendo agua;-2.9371;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236204;2022-05-28;500577;CF-19;MONTELIMAR-02;ZONA_1;;;CG02163;0.0;2.0;;ZONA_1;2023-04-14;3.0;0.2823;True;1.0;0.3-0.4;0.3812;-30% del optimo;1.0;;;;;CRITICA;0.0856;;;;;Ya cosechado;0.0;;;0.8;0.782;;;;;0.02;0.0199;15 dias perdiendo agua;-3.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236205;2022-05-28;500591;CF-21;MONTELIMAR-02;ZONA_1;;;CG02163;0.0;2.0;;ZONA_1;2023-04-20;2.0;1.7466;True;0.1503;0.5-0.6;0.5905;-10% del optimo;2.7578;Sin incidencia;0.0;Alto;0.5498;CRITICA;0.0207;;;;;Ya cosechado;0.0;1.8;1.4918;1.8;1.4864;50-75;66.3125;0.03;0.0291;0.03;0.0288;Ganando o manteniendo agua;0.0;0.5-0.6;0.5903;-20% del optimo;1.5714;-20% del optimo;1.9379;-20% del optimo;1.0068;0-0.2;-0.0962;0.525-0.55;0.5323
236206;2022-05-28;500592;CF-21;MONTELIMAR-02;ZONA_1;;;CG02163;0.0;2.0;;ZONA_1;2023-04-20;2.0;1.7588;True;0.4719;0.5-0.6;0.5835;-10% del optimo;2.5854;Sin incidencia;0.0;Alto;0.5776;CRITICA;0.031;;;;;Ya cosechado;0.0;1.8;1.6131;1.8;1.5776;50-75;69.6596;0.035;0.0342;0.035;0.032;Ganando o manteniendo agua;0.0;0.5-0.6;0.5997;-10% del optimo;2.4268;-10% del optimo;2.3293;-20% del optimo;1.0319;0-0.2;-0.1324;0.5-0.525;0.5172
236207;2022-05-28;500601;CH-01;MONTELIMAR-02;ZONA_1;;;CP722086;6.0;6.0;;ZONA_1;2022-12-21;2.0;1.1552;True;0.9915;0.5-0.6;0.5122;-20% del optimo;2.0;Sin incidencia;0.0;Critico;0.1832;CRITICA;0.1893;;;;;Ya cosechado;0.0;1.2;1.18;1.2;1.1404;35-40;36.68;0.03;0.027;0.025;0.024;Ganando o manteniendo agua;0.0;0.5-0.6;0.54;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.2;0.45-0.5;0.4762
236208;2022-05-28;500602;CH-01;MONTELIMAR-02;ZONA_1;;;CP722086;6.0;6.0;;ZONA_1;2022-12-21;2.0;0.5405;True;1.0;0.5-0.6;0.5721;-10% del optimo;3.0;;;;;BAJA;0.2055;;;;;Ya cosechado;0.0;;;1.4;1.37;;;;;0.03;0.027;Ganando o manteniendo agua;0.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236209;2022-05-28;500603;CH-01;MONTELIMAR-02;ZONA_1;;;CP722086;6.0;6.0;;ZONA_1;2022-12-21;2.0;0.3954;True;1.0;0.5-0.6;0.5233;-20% del optimo;2.0;;;;;CRITICA;0.1739;;;;;Ya cosechado;0.0;;;1.2;1.08;;;;;0.025;0.023;15 dias perdiendo agua;-3.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236210;2022-05-28;500604;CH-01;MONTELIMAR-02;ZONA_1;;;CP722086;6.0;6.0;;ZONA_1;2022-12-21;2.0;0.0818;True;1.0;0.5-0.6;0.5574;-20% del optimo;2.0;;;;;BAJA;0.21;;;;;Ya cosechado;0.0;;;1.4;1.35;;;;;0.03;0.028;Ganando o manteniendo agua;0.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236211;2022-05-28;500605;CH-01;MONTELIMAR-02;ZONA_1;;;CP722086;6.0;6.0;;ZONA_1;2022-12-21;2.0;0.0768;True;1.0;0.5-0.6;0.5557;-10% del optimo;2.1667;;;;;CRITICA;0.16;;;;;Ya cosechado;0.0;;;1.2;1.12;;;;;0.03;0.0262;Ganando o manteniendo agua;0.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236212;2022-05-28;500606;CH-01;MONTELIMAR-02;ZONA_1;;;CP722086;6.0;6.0;;ZONA_1;2022-12-21;2.0;0.1564;True;1.0;0.5-0.6;0.5888;-10% del optimo;3.0;;;;;BAJA;0.286;;;;;Ya cosechado;0.0;;;1.8;1.51;;;;;0.03;0.028;Ganando o manteniendo agua;0.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236213;2022-05-28;500607;CH-01;MONTELIMAR-02;ZONA_1;;;CP722086;6.0;6.0;;ZONA_1;2022-12-21;2.0;0.2635;True;1.0;0.5-0.6;0.5436;-20% del optimo;2.0;;;;;CRITICA;0.1982;;;;;Ya cosechado;0.0;;;1.4;1.2136;;;;;0.03;0.0268;Ganando o manteniendo agua;-0.1364;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236214;2022-05-28;500608;CH-01;MONTELIMAR-02;ZONA_1;;;CP722086;6.0;6.0;;ZONA_1;2022-12-21;2.0;0.0845;True;1.0;0.5-0.6;0.5804;-10% del optimo;3.0;;;;;BAJA;0.2067;;;;;Ya cosechado;0.0;;;1.4;1.36;;;;;0.03;0.029;Ganando o manteniendo agua;0.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236215;2022-05-28;500611;CH-02;MONTELIMAR-02;ZONA_1;;;RB867515;3.0;4.0;;ZONA_1;2023-02-24;2.0;1.4274;True;0.042;0.6-0.7;0.6409;-30% del optimo;1.0;Sin incidencia;0.0;Muy Alto;0.3072;CRITICA;0.105;;;;;Ya cosechado;0.0;2.2;2.0372;2.2;2.0369;75-100;91.7676;0.05;0.0449;0.05;0.0448;Ganando o manteniendo agua;-0.0432;0.6-0.7;0.636;-10% del optimo;2.5;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.0727;0.55-0.575;0.5624
236216;2022-05-28;500612;CH-02;MONTELIMAR-02;ZONA_1;;;RB867515;3.0;4.0;;ZONA_1;2023-02-24;2.0;1.557;True;0.057;0.7-0.8;0.7192;;;Sin incidencia;0.0;;;CRITICA;0.1936;;;;;Ya cosechado;0.0;3.4;3.1211;3.4;3.1211;150-200;176.5839;0.07;0.0675;0.07;0.0675;Ganando o manteniendo agua;0.0;0.7-0.8;0.7148;;;;;;;0-0.2;0.0277;0.6-0.625;0.6198
236217;2022-05-28;500613;CH-02;MONTELIMAR-02;ZONA_1;;;RB867515;3.0;4.0;;ZONA_1;2023-02-24;2.0;1.5061;True;0.0537;0.7-0.8;0.7148;;;Sin incidencia;0.0;;;CRITICA;0.1728;;;;;Ya cosechado;0.0;3.4;2.9855;3.4;2.9855;150-200;169.8134;0.08;0.0771;0.08;0.0771;Ganando o manteniendo agua;0.0;0.7-0.8;0.7094;;;;;;;0-0.2;-0.0094;0.6-0.625;0.6126
236218;2022-05-28;500614;CH-02;MONTELIMAR-02;ZONA_1;;;RB867515;3.0;4.0;;ZONA_1;2023-02-24;2.0;1.5474;True;0.0658;0.6-0.7;0.6672;;;Sin incidencia;0.0;;;CRITICA;0.1523;;;;;Ya cosechado;0.0;2.8;2.2042;2.8;2.2042;100-150;106.5078;0.07;0.066;0.07;0.066;Ganando o manteniendo agua;0.0;0.6-0.7;0.662;;;;;;;0-0.2;-0.1033;0.55-0.575;0.5651
235418;2022-05-28;500631;CH-04;MONTELIMAR-02;ZONA_1;;;CG02163;0.0;2.0;;ZONA_1;2023-04-18;2.0;1.4086;True;0.8521;0.4-0.5;0.4034;-10% del optimo;2.7185;Sin incidencia;0.0;Alto;0.6603;CRITICA;0.1947;;;;;Ya cosechado;0.0;1;0.8333;0.8;0.7113;25-30;26.5948;0.025;0.0222;0.02;0.0186;Ganando o manteniendo agua;-0.0222;0.3-0.4;0.3186;-20% del optimo;1.1852;-10% del optimo;2.2222;-20% del optimo;1.5238;0-0.2;-0.3424;0-0.4;0.3195
236219;2022-05-28;500641;CH-05;MONTELIMAR-02;ZONA_1;;;CG02163;0.0;2.0;;ZONA_1;2023-04-17;2.0;1.7738;True;0.8239;0.3-0.4;0.322;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.1176;CRITICA;0.0584;;;;;Ya cosechado;0.0;0.8;0.7248;0.6;0.5326;20-25;22.97;0.0175;0.0173;0.015;0.0138;15 dias perdiendo agua;-3.0;0.3-0.4;0.3287;-20% del optimo;1.0292;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.3668;0-0.4;0.3329
236220;2022-05-28;500642;CH-05;MONTELIMAR-02;ZONA_1;;;CG02163;0.0;2.0;;ZONA_1;2023-04-17;2.0;0.9027;True;1.0;0.3-0.4;0.3809;-30% del optimo;1.0;;;;;CRITICA;0.0517;;;;;Ya cosechado;0.0;;;0.6;0.58;;;;;0.015;0.015;15 dias perdiendo agua;-3.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236221;2022-05-28;500651;CH-06;MONTELIMAR-02;ZONA_1;;;CP722086;1.0;2.0;;ZONA_1;2023-04-01;2.0;1.5857;True;0.9625;0.3-0.4;0.3001;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0732;CRITICA;0.0979;;;;;Ya cosechado;0.0;0.4;0.3767;0.6;0.5431;5-10;9.99;0.01;0.0098;0.0125;0.011;15 dias perdiendo agua;-3.0;0.1-0.2;0.1667;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.43;0-0.4;0.2437
236222;2022-05-28;500652;CH-06;MONTELIMAR-02;ZONA_1;;;CP722086;1.0;2.0;;ZONA_1;2023-04-01;2.0;2.032;True;0.0594;0.1-0.2;0.1883;-20% del optimo;1.0207;Sin incidencia;0.0;Critico;0.0974;CRITICA;0.119;;;;;Ya cosechado;0.0;0.6;0.4565;0.6;0.4565;10-15;13.2887;0.0125;0.0105;0.0125;0.0105;15 dias perdiendo agua;-3.0;0.1-0.2;0.1822;-20% del optimo;1.1762;-20% del optimo;1.0207;-30% del optimo;1.0;0-0.2;-0.4291;0-0.4;0.2631
236223;2022-05-28;500653;CH-06;MONTELIMAR-02;ZONA_1;;;CP722086;1.0;2.0;;ZONA_1;2023-04-01;2.0;2.1147;True;0.0708;0.1-0.2;0.1815;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0875;CRITICA;0.1158;;;;;Ya cosechado;0.0;0.6;0.4005;0.6;0.4004;10-15;11.9432;0.01;0.01;0.01;0.01;5 dias perdiendo agua;-1.0;0.1-0.2;0.176;-20% del optimo;1.115;-20% del optimo;1.005;-30% del optimo;1.0;0-0.2;-0.4265;0-0.4;0.2677
236224;2022-05-28;500654;CH-06;MONTELIMAR-02;ZONA_1;;;CP722086;1.0;2.0;;ZONA_1;2023-04-01;2.0;2.2893;True;0.4913;0.2-0.3;0.2126;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.131;CRITICA;0.1019;;;;;Ya cosechado;0.0;0.6;0.5656;0.6;0.5631;15-20;17.872;0.0175;0.0161;0.0175;0.016;Ganando o manteniendo agua;0.0;0.1-0.2;0.1949;-20% del optimo;1.215;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4319;0-0.4;0.2492
236225;2022-05-28;500655;CH-06;MONTELIMAR-02;ZONA_1;;;CP722086;1.0;2.0;;ZONA_1;2023-04-01;2.0;2.1226;True;0.1148;0.1-0.2;0.178;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.1129;CRITICA;0.1281;;;;;Ya cosechado;0.0;0.6;0.5068;0.6;0.507;15-20;15.4023;0.015;0.0141;0.015;0.014;Ganando o manteniendo agua;0.0;0.1-0.2;0.1708;-20% del optimo;1.1472;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4418;0-0.4;0.2422
236226;2022-05-28;501311;M-01;MONTELIMAR-02;ZONA_1;;;RB867515;1.0;4.0;;ZONA_1;2023-02-27;2.0;1.183;True;0.9569;0.3-0.4;0.3127;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.1662;CRITICA;0.1139;;;;;Ya cosechado;0.0;1;0.886;0.6;0.5373;30-35;33.682;0.035;0.0346;0.0125;0.0121;Ganando o manteniendo agua;0.0;0.2-0.3;0.28;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.434;0-0.4;0.2783
236235;2022-05-28;5013110;M-01;MONTELIMAR-02;ZONA_1;;;RB867515;1.0;4.0;;ZONA_1;2023-02-27;2.0;3.2459;True;1.0;0.4-0.5;0.4138;-20% del optimo;1.0065;;;;;CRITICA;0.1955;;;;;Ya cosechado;0.0;;;0.8;0.6819;;;;;0.0175;0.017;Ganando o manteniendo agua;0.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236236;2022-05-28;5013111;M-01;MONTELIMAR-02;ZONA_1;;;RB867515;1.0;4.0;;ZONA_1;2023-02-27;2.0;0.2659;True;1.0;0.4-0.5;0.4942;-20% del optimo;2.0;;;;;BAJA;0.3441;;;;;Ya cosechado;0.0;;;1.2;1.19;;;;;0.025;0.024;Ganando o manteniendo agua;0.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236237;2022-05-28;5013112;M-01;MONTELIMAR-02;ZONA_1;;;RB867515;1.0;4.0;;ZONA_1;2023-02-27;2.0;1.6596;True;0.8675;0.4-0.5;0.4432;-20% del optimo;1.0875;Sin incidencia;0.0;Critico;0.1941;BAJA;0.2744;;;;;Ya cosechado;0.0;1.2;1.1968;1;0.9378;50-75;50.4968;0.05;0.0486;0.025;0.024;Ganando o manteniendo agua;0.0;0.4-0.5;0.4873;-20% del optimo;1.1812;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.3827;0.4-0.45;0.4185
236238;2022-05-28;5013113;M-01;MONTELIMAR-02;ZONA_1;;;RB867515;1.0;4.0;;ZONA_1;2023-02-27;2.0;1.6871;True;0.7239;0.3-0.4;0.3913;-20% del optimo;1.0123;Sin incidencia;0.0;Critico;0.1582;BAJA;0.2248;;;;;Ya cosechado;0.0;1.2;1.0436;1;0.9818;40-50;41.1751;0.05;0.0408;0.035;0.0349;Ganando o manteniendo agua;0.0;0.3-0.4;0.3909;-20% del optimo;1.0675;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4053;0-0.4;0.3509
236239;2022-05-28;5013114;M-01;MONTELIMAR-02;ZONA_1;;;RB867515;1.0;4.0;;ZONA_1;2023-02-27;2.0;0.8866;True;0.1609;0.4-0.5;0.4959;-10% del optimo;2.5132;Sin incidencia;0.0;Muy Alto;0.4842;BAJA;0.3959;;;;;Ya cosechado;0.0;1.4;1.2378;1.4;1.2367;40-50;43.5216;0.035;0.0345;0.035;0.0344;Ganando o manteniendo agua;0.0;0.4-0.5;0.491;Optimo;3.0263;Optimo;3.2632;-20% del optimo;1.274;0-0.2;-0.281;0.4-0.45;0.4372
236240;2022-05-28;5013115;M-01;MONTELIMAR-02;ZONA_1;;;RB867515;1.0;4.0;;ZONA_1;2023-02-27;2.0;2.5566;True;0.9258;0.4-0.5;0.431;-20% del optimo;1.9918;Sin incidencia;0.0;Muy Alto;0.4179;BAJA;0.2355;;;;;Ya cosechado;0.0;1.2;1.1274;0.8;0.7978;35-40;37.3626;0.04;0.0364;0.025;0.0204;Ganando o manteniendo agua;0.0;0.4-0.5;0.4368;-20% del optimo;1.2459;-20% del optimo;1.1393;-30% del optimo;1.0;0-0.2;-0.3511;0-0.4;0.3814
