COD_LOTE,FINCA,CAMPO,TIPOCORTE,VARIEDAD,MADURANTE,TIPO_MAD,TCH_REAL,cc_MAD,DIASMAD,EDAD,DIASSUP,MES_CORTE,CORE
16350,Sucuya,1635-0,MECANIZADA,CP73-1547,Si,TRINEXAPAC ,82.25219436,14.58927642,59,11.86719264,53,Ene,126.89
93002,El Trapiche,TR-0102,MECANIZADA,CP72-2086,Si,TRINEXAPAC ,111.353366,12.84200067,65,11.37409599,13,Ene,128.2
57031,El Apante,B-08,MECANIZADA,CP88-1165,Si,TRINEXAPAC ,57.15032051,13.47324027,76,11.11111111,0,Ene,125.2
16350,Sucuya,1635-0,MECANIZADA,CP73-1547,Si,TRINEXAPAC ,82.25219436,14.58927642,59,11.86719264,53,Ene,110.42
16350,Sucuya,1635-0,MECANIZADA,CP73-1547,Si,TRINEXAPAC ,82.25219436,14.58927642,59,11.86719264,53,Ene,105.23
57042,El Apante,B-20,MECANIZADA,RB86-7515,Si,TRINEXAPAC ,65.70412698,11.71920297,76,11.11111111,0,Ene,130.46
57031,El Apante,B-08,MECANIZADA,CP88-1165,Si,TRINEXAPAC ,57.15032051,13.47324027,76,11.11111111,0,Ene,138.56
57031,El Apante,B-08,MECANIZADA,CP88-1165,Si,TRINEXAPAC ,57.15032051,13.47324027,76,11.11111111,0,Ene,131.68
93002,El Trapiche,TR-0102,MECANIZADA,CP72-2086,Si,TRINEXAPAC ,111.353366,12.84200067,65,11.37409599,13,Ene,136.09
57042,El Apante,B-20,MECANIZADA,RB86-7515,Si,TRINEXAPAC ,65.70412698,11.71920297,76,11.11111111,0,Ene,129.44
57042,El Apante,B-20,MECANIZADA,RB86-7515,Si,TRINEXAPAC ,65.70412698,11.71920297,76,11.11111111,0,Ene,127.67
57042,El Apante,B-20,MECANIZADA,RB86-7515,Si,TRINEXAPAC ,65.70412698,11.71920297,76,11.11111111,0,Ene,121.73
93002,El Trapiche,TR-0102,MECANIZADA,CP72-2086,Si,TRINEXAPAC ,111.353366,12.84200067,65,11.37409599,13,Ene,137.63
93002,El Trapiche,TR-0102,MECANIZADA,CP72-2086,Si,TRINEXAPAC ,111.353366,12.84200067,65,11.37409599,13,Ene,136.12
93002,El Trapiche,TR-0102,MECANIZADA,CP72-2086,Si,TRINEXAPAC ,111.353366,12.84200067,65,11.37409599,13,Ene,134.71
57031,El Apante,B-08,MECANIZADA,CP88-1165,Si,TRINEXAPAC ,57.15032051,13.47324027,76,11.11111111,0,Ene,135.03
93002,El Trapiche,TR-0102,MECANIZADA,CP72-2086,Si,TRINEXAPAC ,111.353366,12.84200067,65,11.37409599,13,Ene,132.01
93002,El Trapiche,TR-0102,MECANIZADA,CP72-2086,Si,TRINEXAPAC ,111.353366,12.84200067,65,11.37409599,13,Ene,135.94
93002,El Trapiche,TR-0102,MECANIZADA,CP72-2086,Si,TRINEXAPAC ,111.353366,12.84200067,65,11.37409599,13,Ene,139.72
57042,El Apante,B-20,MECANIZADA,RB86-7515,Si,TRINEXAPAC ,65.70412698,11.71920297,76,11.11111111,0,Ene,139.01
57040,El Apante,B-18,MECANIZADA,CG98-78,Si,GLIFOSATO ALEMAN,57.11983003,12.25493843,58,11.11111111,2,Ene,133.02
57041,El Apante,B-19,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,81.05176471,12.58455018,58,11.11111111,7,Ene,129.53
57031,El Apante,B-08,MECANIZADA,CP88-1165,Si,TRINEXAPAC ,57.15032051,13.47324027,76,11.11111111,0,Ene,137.37
16040,Sucuya,1604-0,MECANIZADA,CP73-1547,Si,TRINEXAPAC ,73.15687251,15.17287388,59,11.63708087,52,Ene,120.14
93002,El Trapiche,TR-0102,MECANIZADA,CP72-2086,Si,TRINEXAPAC ,111.353366,12.84200067,65,11.37409599,13,Ene,134.45
16040,Sucuya,1604-0,MECANIZADA,CP73-1547,Si,TRINEXAPAC ,73.15687251,15.17287388,59,11.63708087,52,Ene,114.62
57040,El Apante,B-18,MECANIZADA,CG98-78,Si,GLIFOSATO ALEMAN,57.11983003,12.25493843,58,11.11111111,2,Ene,132.15
