CODLOTE,FINCA,CAMPO,TIPOCORTE,VARIEDAD,MADURANTE,TIPOMAD,TCHREAL,ccMAD,DIASMAD,EDAD,DIASSUP,MES ,NUMES,RIEGO,CORE
53087,Montelimar,E-03,QUEMADO,CG04-10295,No,NO APLICADO, 115.34 , -   , -   , 327.00 , 2.00 ,Nov,1,Con Riego, 93.16 
53087,Montelimar,E-03,QUEMADO,CG04-10295,No,NO APLICADO, 115.34 , -   , -   , 327.00 , 2.00 ,Nov,1,Con Riego, 101.17 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 286.00 , 2.00 ,Nov,1,Con Riego, 100.55 
53087,Montelimar,E-03,QUEMADO,CG04-10295,No,NO APLICADO, 115.34 , -   , -   , 328.00 , 3.00 ,Nov,1,Con Riego, 96.26 
53094,Montelimar,E-10,QUEMADO,CP72-2086,No,NO APLICADO, 84.62 , -   , -   , 294.00 , 3.00 ,Nov,1,Con Riego, 81.68 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 52.00 , 338.00 , 16.00 ,Dic,2,Con Riego, 127.99 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 53.00 , 339.00 , 17.00 ,Dic,2,Con Riego, 129.01 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 53.00 , 339.00 , 17.00 ,Dic,2,Con Riego, 137.76 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 53.00 , 339.00 , 17.00 ,Dic,2,Con Riego, 123.30 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 53.00 , 339.00 , 17.00 ,Dic,2,Con Riego, 134.62 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 53.00 , 339.00 , 17.00 ,Dic,2,Con Riego, 125.60 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 53.00 , 339.00 , 17.00 ,Dic,2,Con Riego, 126.88 
54018,Los Jicaros,GTE.-08,QUEMADO,CP72-2086,No,NO APLICADO, 127.04 , -   , -   , 238.00 , -   ,Dic,2,Con Riego, 97.13 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 53.00 , 339.00 , 17.00 ,Dic,2,Con Riego, 128.40 
54018,Los Jicaros,GTE.-08,QUEMADO,CP72-2086,No,NO APLICADO, 127.04 , -   , -   , 238.00 , -   ,Dic,2,Con Riego, 98.93 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 295.00 , 11.00 ,Dic,2,Con Riego, 98.61 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 53.00 , 339.00 , 17.00 ,Dic,2,Con Riego, 130.43 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 295.00 , 11.00 ,Dic,2,Con Riego, 98.62 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 53.00 , 339.00 , 17.00 ,Dic,2,Con Riego, 124.87 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 53.00 , 339.00 , 17.00 ,Dic,2,Con Riego, 130.21 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 295.00 , 11.00 ,Dic,2,Con Riego, 105.22 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 53.00 , 339.00 , 17.00 ,Dic,2,Con Riego, 130.30 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 53.00 , 339.00 , 17.00 ,Dic,2,Con Riego, 126.27 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 54.00 , 340.00 , 18.00 ,Dic,2,Con Riego, 135.60 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 54.00 , 340.00 , 18.00 ,Dic,2,Con Riego, 120.86 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 54.00 , 340.00 , 18.00 ,Dic,2,Con Riego, 137.08 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 53.00 , 340.00 , 18.00 ,Dic,2,Con Riego, 127.64 
51058,Loma Alegre,M-01,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 89.89 , 14.13 , 54.00 , 340.00 , 18.00 ,Dic,2,Con Riego, 130.49 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 53.00 , 340.00 , 18.00 ,Dic,2,Con Riego, 132.40 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 53.00 , 340.00 , 18.00 ,Dic,2,Con Riego, 127.54 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 53.00 , 340.00 , 18.00 ,Dic,2,Con Riego, 136.77 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 53.00 , 340.00 , 18.00 ,Dic,2,Con Riego, 133.81 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 53.00 , 340.00 , 18.00 ,Dic,2,Con Riego, 133.48 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 53.00 , 340.00 , 18.00 ,Dic,2,Con Riego, 136.26 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 53.00 , 340.00 , 18.00 ,Dic,2,Con Riego, 135.67 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 54.00 , 341.00 , 19.00 ,Dic,2,Con Riego, 132.69 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 54.00 , 341.00 , 19.00 ,Dic,2,Con Riego, 122.65 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 54.00 , 341.00 , 19.00 ,Dic,2,Con Riego, 133.94 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 54.00 , 341.00 , 19.00 ,Dic,2,Con Riego, 124.51 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 54.00 , 341.00 , 19.00 ,Dic,2,Con Riego, 124.66 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 54.00 , 341.00 , 19.00 ,Dic,2,Con Riego, 139.33 
51061,Loma Alegre,M-04,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 103.86 , 11.36 , 54.00 , 341.00 , 19.00 ,Dic,2,Con Riego, 141.12 
51096,Loma Alegre,M-09A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 110.78 , 11.64 , 54.00 , 339.00 , 19.00 ,Dic,2,Con Riego, 125.53 
51096,Loma Alegre,M-09A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 110.78 , 11.64 , 54.00 , 339.00 , 19.00 ,Dic,2,Con Riego, 136.23 
51096,Loma Alegre,M-09A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 110.78 , 11.64 , 54.00 , 339.00 , 19.00 ,Dic,2,Con Riego, 133.79 
51096,Loma Alegre,M-09A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 110.78 , 11.64 , 54.00 , 339.00 , 19.00 ,Dic,2,Con Riego, 135.10 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 54.00 , 340.00 , 19.00 ,Dic,2,Con Riego, 144.44 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 55.00 , 341.00 , 20.00 ,Dic,2,Con Riego, 132.32 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 55.00 , 341.00 , 20.00 ,Dic,2,Con Riego, 138.91 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 55.00 , 341.00 , 20.00 ,Dic,2,Con Riego, 125.06 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 55.00 , 341.00 , 20.00 ,Dic,2,Con Riego, 128.19 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 55.00 , 341.00 , 20.00 ,Dic,2,Con Riego, 129.87 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 55.00 , 341.00 , 20.00 ,Dic,2,Con Riego, 130.45 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 55.00 , 341.00 , 20.00 ,Dic,2,Con Riego, 135.64 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 55.00 , 341.00 , 20.00 ,Dic,2,Con Riego, 127.50 
55037,El Zapote,MM-01,QUEMADO,CP72-2086,No,NO APLICADO, 90.52 , -   , -   , 309.00 , 14.00 ,Dic,2,Sin Riego, 90.74 
55037,El Zapote,MM-01,QUEMADO,CP72-2086,No,NO APLICADO, 90.52 , -   , -   , 309.00 , 14.00 ,Dic,2,Sin Riego, 88.06 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 55.00 , 341.00 , 20.00 ,Dic,2,Con Riego, 120.54 
55037,El Zapote,MM-01,QUEMADO,CP72-2086,No,NO APLICADO, 90.52 , -   , -   , 309.00 , 14.00 ,Dic,2,Sin Riego, 87.81 
55037,El Zapote,MM-01,VERDE,CP72-2086,No,NO APLICADO, 90.52 , -   , -   , 309.00 , 14.00 ,Dic,2,Sin Riego, 92.87 
55037,El Zapote,MM-01,VERDE,CP72-2086,No,NO APLICADO, 90.52 , -   , -   , 309.00 , 14.00 ,Dic,2,Sin Riego, 82.06 
55037,El Zapote,MM-01,QUEMADO,CP72-2086,No,NO APLICADO, 90.52 , -   , -   , 309.00 , 14.00 ,Dic,2,Sin Riego, 89.58 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 55.00 , 341.00 , 20.00 ,Dic,2,Con Riego, 135.28 
55037,El Zapote,MM-01,QUEMADO,CP72-2086,No,NO APLICADO, 90.52 , -   , -   , 309.00 , 14.00 ,Dic,2,Sin Riego, 95.60 
55037,El Zapote,MM-01,QUEMADO,CP72-2086,No,NO APLICADO, 90.52 , -   , -   , 309.00 , 14.00 ,Dic,2,Sin Riego, 94.37 
53098,Montelimar,E-14,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.36 , 12.72 , 57.00 , 348.00 , 15.00 ,Dic,2,Con Riego, 137.11 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 56.00 , 342.00 , 21.00 ,Dic,2,Con Riego, 131.16 
53098,Montelimar,E-14,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.36 , 12.72 , 57.00 , 348.00 , 15.00 ,Dic,2,Con Riego, 131.73 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 56.00 , 342.00 , 21.00 ,Dic,2,Con Riego, 125.98 
53098,Montelimar,E-14,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.36 , 12.72 , 57.00 , 348.00 , 15.00 ,Dic,2,Con Riego, 126.36 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 56.00 , 342.00 , 21.00 ,Dic,2,Con Riego, 132.51 
53098,Montelimar,E-14,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.36 , 12.72 , 57.00 , 348.00 , 15.00 ,Dic,2,Con Riego, 125.23 
53098,Montelimar,E-14,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.36 , 12.72 , 57.00 , 348.00 , 15.00 ,Dic,2,Con Riego, 140.38 
53098,Montelimar,E-14,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.36 , 12.72 , 57.00 , 348.00 , 15.00 ,Dic,2,Con Riego, 129.89 
53098,Montelimar,E-14,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.36 , 12.72 , 57.00 , 348.00 , 15.00 ,Dic,2,Con Riego, 122.57 
53028,Montelimar,B-09,VERDE,CG04-10295,Si,TOUCHDOWN 36SL, 121.20 , 11.06 , 57.00 , 356.00 , 15.00 ,Dic,2,Con Riego, 125.50 
53029,Montelimar,B-10,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 113.27 , 11.83 , 57.00 , 356.00 , 15.00 ,Dic,2,Con Riego, 131.19 
53029,Montelimar,B-10,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 113.27 , 11.83 , 57.00 , 356.00 , 15.00 ,Dic,2,Con Riego, 134.36 
53029,Montelimar,B-10,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 113.27 , 11.83 , 57.00 , 356.00 , 15.00 ,Dic,2,Con Riego, 141.54 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 56.00 , 342.00 , 21.00 ,Dic,2,Con Riego, 134.35 
53029,Montelimar,B-10,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 113.27 , 11.83 , 57.00 , 356.00 , 15.00 ,Dic,2,Con Riego, 145.88 
53028,Montelimar,B-09,VERDE,CG04-10295,Si,TOUCHDOWN 36SL, 121.20 , 11.06 , 57.00 , 356.00 , 15.00 ,Dic,2,Con Riego, 138.13 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 56.00 , 342.00 , 21.00 ,Dic,2,Con Riego, 132.14 
53029,Montelimar,B-10,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 113.27 , 11.83 , 57.00 , 356.00 , 15.00 ,Dic,2,Con Riego, 142.61 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 56.00 , 342.00 , 21.00 ,Dic,2,Con Riego, 134.10 
53028,Montelimar,B-09,VERDE,CG04-10295,Si,TOUCHDOWN 36SL, 121.20 , 11.06 , 57.00 , 356.00 , 15.00 ,Dic,2,Con Riego, 134.63 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 56.00 , 342.00 , 21.00 ,Dic,2,Con Riego, 136.13 
53027,Montelimar,B-08,VERDE,CG04-10295,Si,TOUCHDOWN 36SL, 102.87 , 13.32 , 57.00 , 356.00 , 15.00 ,Dic,2,Con Riego, 142.11 
53027,Montelimar,B-08,VERDE,CG04-10295,Si,TOUCHDOWN 36SL, 102.87 , 13.32 , 58.00 , 357.00 , 16.00 ,Dic,2,Con Riego, 133.27 
53027,Montelimar,B-08,VERDE,CG04-10295,Si,TOUCHDOWN 36SL, 102.87 , 13.32 , 58.00 , 357.00 , 16.00 ,Dic,2,Con Riego, 140.78 
53027,Montelimar,B-08,VERDE,CG04-10295,Si,TOUCHDOWN 36SL, 102.87 , 13.32 , 58.00 , 357.00 , 16.00 ,Dic,2,Con Riego, 139.48 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 57.00 , 343.00 , 22.00 ,Dic,2,Con Riego, 133.73 
53027,Montelimar,B-08,VERDE,CG04-10295,Si,TOUCHDOWN 36SL, 102.87 , 13.32 , 58.00 , 357.00 , 16.00 ,Dic,2,Con Riego, 140.14 
53027,Montelimar,B-08,VERDE,CG04-10295,Si,TOUCHDOWN 36SL, 102.87 , 13.32 , 58.00 , 357.00 , 16.00 ,Dic,2,Con Riego, 136.12 
53027,Montelimar,B-08,VERDE,CG04-10295,Si,TOUCHDOWN 36SL, 102.87 , 13.32 , 58.00 , 357.00 , 16.00 ,Dic,2,Con Riego, 151.16 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 57.00 , 343.00 , 22.00 ,Dic,2,Con Riego, 129.62 
53027,Montelimar,B-08,VERDE,CG04-10295,Si,TOUCHDOWN 36SL, 102.87 , 13.32 , 58.00 , 357.00 , 16.00 ,Dic,2,Con Riego, 130.05 
53027,Montelimar,B-08,VERDE,CG04-10295,Si,TOUCHDOWN 36SL, 102.87 , 13.32 , 58.00 , 357.00 , 16.00 ,Dic,2,Con Riego, 143.48 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 40.00 , 340.00 , 22.00 ,Dic,2,Con Riego, 127.82 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 57.00 , 343.00 , 22.00 ,Dic,2,Con Riego, 126.94 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 40.00 , 340.00 , 22.00 ,Dic,2,Con Riego, 131.58 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 40.00 , 340.00 , 22.00 ,Dic,2,Con Riego, 129.69 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 40.00 , 340.00 , 22.00 ,Dic,2,Con Riego, 128.40 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 57.00 , 343.00 , 22.00 ,Dic,2,Con Riego, 134.09 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 40.00 , 340.00 , 22.00 ,Dic,2,Con Riego, 137.89 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 40.00 , 340.00 , 22.00 ,Dic,2,Con Riego, 127.06 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 128.89 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 132.87 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 130.56 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 131.82 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 138.87 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 120.52 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 123.41 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 127.58 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 126.09 
51065,Loma Alegre,M-08,VERDE,NA56-42,Si,TOUCHDOWN 36SL, 104.66 , 11.27 , 58.00 , 344.00 , 23.00 ,Dic,2,Con Riego, 138.21 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 132.75 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 125.32 
51038,Loma Alegre,F-04,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 127.20 , 11.16 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 127.72 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 139.08 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 143.60 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 132.41 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 131.30 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 136.42 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 148.29 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 130.59 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 136.27 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 129.62 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 41.00 , 341.00 , 23.00 ,Dic,2,Con Riego, 129.98 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 42.00 , 342.00 , 24.00 ,Dic,2,Con Riego, 133.30 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 42.00 , 342.00 , 24.00 ,Dic,2,Con Riego, 135.99 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 42.00 , 342.00 , 24.00 ,Dic,2,Con Riego, 133.43 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 42.00 , 342.00 , 24.00 ,Dic,2,Con Riego, 136.38 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 42.00 , 342.00 , 24.00 ,Dic,2,Con Riego, 134.83 
51088,Loma Alegre,F-04A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 115.84 , 12.26 , 42.00 , 342.00 , 24.00 ,Dic,2,Con Riego, 128.53 
51034,Loma Alegre,B-24,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 96.80 , 13.43 , 42.00 , 342.00 , 26.00 ,Dic,2,Con Riego, 131.28 
51034,Loma Alegre,B-24,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 96.80 , 13.43 , 42.00 , 342.00 , 26.00 ,Dic,2,Con Riego, 134.04 
51034,Loma Alegre,B-24,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 96.80 , 13.43 , 42.00 , 342.00 , 26.00 ,Dic,2,Con Riego, 131.49 
51034,Loma Alegre,B-24,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 96.80 , 13.43 , 42.00 , 342.00 , 26.00 ,Dic,2,Con Riego, 136.87 
51034,Loma Alegre,B-24,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 96.80 , 13.43 , 42.00 , 342.00 , 26.00 ,Dic,2,Con Riego, 131.17 
51034,Loma Alegre,B-24,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 96.80 , 13.43 , 42.00 , 342.00 , 26.00 ,Dic,2,Con Riego, 139.31 
51034,Loma Alegre,B-24,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 96.80 , 13.43 , 42.00 , 342.00 , 26.00 ,Dic,2,Con Riego, 137.42 
51034,Loma Alegre,B-24,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 96.80 , 13.43 , 42.00 , 342.00 , 26.00 ,Dic,2,Con Riego, 139.39 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 42.00 , 341.00 , 26.00 ,Dic,2,Con Riego, 140.51 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 42.00 , 341.00 , 26.00 ,Dic,2,Con Riego, 133.62 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 42.00 , 341.00 , 26.00 ,Dic,2,Con Riego, 133.66 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 42.00 , 341.00 , 26.00 ,Dic,2,Con Riego, 139.56 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 42.00 , 341.00 , 26.00 ,Dic,2,Con Riego, 137.06 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 42.00 , 341.00 , 26.00 ,Dic,2,Con Riego, 134.36 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 42.00 , 341.00 , 26.00 ,Dic,2,Con Riego, 135.73 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 42.00 , 341.00 , 26.00 ,Dic,2,Con Riego, 134.84 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 42.00 , 341.00 , 26.00 ,Dic,2,Con Riego, 142.48 
