CODLOTE,FINCA,CAMPO,TIPOCORTE,VARIEDAD,MADURANTE,TIPOMAD,TCHREAL,ccMAD,DIASMAD,EDAD,DIASSUP,MES ,NUMES,RIEGO,CORE
22017,Buen Suceso N�03,BS-0209,VERDE,CG02-163,Si,CLETHODIM 24SL , 112.18 , 0.60 , 33.00 , 344.00 , 28.00 ,Ene,3,Con Riego, 130.00 
22017,Buen Suceso N�03,BS-0209,VERDE,CG02-163,Si,CLETHODIM 24SL , 112.18 , 0.60 , 33.00 , 344.00 , 28.00 ,Ene,3,Con Riego, 132.99 
22017,Buen Suceso N�03,BS-0209,VERDE,CG02-163,Si,CLETHODIM 24SL , 112.18 , 0.60 , 33.00 , 344.00 , 28.00 ,Ene,3,Con Riego, 133.25 
22017,Buen Suceso N�03,BS-0209,VERDE,CG02-163,Si,CLETHODIM 24SL , 112.18 , 0.60 , 33.00 , 344.00 , 28.00 ,Ene,3,Con Riego, 132.44 
22017,Buen Suceso N�03,BS-0209,VERDE,CG02-163,Si,CLETHODIM 24SL , 112.18 , 0.60 , 33.00 , 344.00 , 28.00 ,Ene,3,Con Riego, 128.37 
22017,Buen Suceso N�03,BS-0209,VERDE,CG02-163,Si,CLETHODIM 24SL , 112.18 , 0.60 , 33.00 , 344.00 , 28.00 ,Ene,3,Con Riego, 130.58 
22017,Buen Suceso N�03,BS-0209,VERDE,CG02-163,Si,CLETHODIM 24SL , 112.18 , 0.60 , 33.00 , 344.00 , 28.00 ,Ene,3,Con Riego, 127.85 
57079,El Apante,E-01,QUEMADO,Otras,No,NO APLICADO, 68.67 , -   , -   , 326.00 , 36.00 ,Ene,3,Con Riego, 113.90 
57095,El Apante,SOL-01,QUEMADO,CG02-163,No,NO APLICADO, 58.59 , -   , -   , 286.00 , 36.00 ,Ene,3,Sin Riego, 116.37 
22024,Buen Suceso N�03,BS-0109,VERDE,CG02-163,Si,CLETHODIM 24SL , 78.57 , 0.60 , 34.00 , 341.00 , 29.00 ,Ene,3,Con Riego, 123.44 
22001,Buen Suceso N�03,BS-0101,VERDE,RB86-7515,Si,CLETHODIM 24SL , 99.04 , 0.60 , 34.00 , 340.00 , 29.00 ,Ene,3,Con Riego, 122.52 
22001,Buen Suceso N�03,BS-0101,VERDE,RB86-7515,Si,CLETHODIM 24SL , 99.04 , 0.60 , 34.00 , 340.00 , 29.00 ,Ene,3,Con Riego, 135.76 
22024,Buen Suceso N�03,BS-0109,VERDE,CG02-163,Si,CLETHODIM 24SL , 78.57 , 0.60 , 34.00 , 341.00 , 29.00 ,Ene,3,Con Riego, 132.07 
22024,Buen Suceso N�03,BS-0109,VERDE,CG02-163,Si,CLETHODIM 24SL , 78.57 , 0.60 , 34.00 , 341.00 , 29.00 ,Ene,3,Con Riego, 150.39 
61021,Waterloo,PRESA-19,QUEMADO,RB86-7515,No,NO APLICADO, 74.09 , -   , -   , 304.00 , 1.00 ,Ene,3,Con Riego, 88.44 
61021,Waterloo,PRESA-19,QUEMADO,RB86-7515,No,NO APLICADO, 74.09 , -   , -   , 304.00 , 1.00 ,Ene,3,Con Riego, 94.53 
61021,Waterloo,PRESA-19,QUEMADO,RB86-7515,No,NO APLICADO, 74.09 , -   , -   , 304.00 , 1.00 ,Ene,3,Con Riego, 101.72 
65012,El Modelo,MOD M-01,QUEMADO,CP72-2086,No,NO APLICADO, 92.58 , -   , -   , 206.00 , -   ,Ene,3,Con Riego, 136.72 
65012,El Modelo,MOD M-01,QUEMADO,CP72-2086,No,NO APLICADO, 92.58 , -   , -   , 206.00 , -   ,Ene,3,Con Riego, 108.19 
65012,El Modelo,MOD M-01,QUEMADO,CP72-2086,No,NO APLICADO, 92.58 , -   , -   , 207.00 , -   ,Ene,3,Con Riego, 124.21 
61021,Waterloo,PRESA-19,QUEMADO,RB86-7515,No,NO APLICADO, 74.09 , -   , -   , 314.00 , 11.00 ,Ene,3,Con Riego, 108.22 
61021,Waterloo,PRESA-19,QUEMADO,RB86-7515,No,NO APLICADO, 74.09 , -   , -   , 314.00 , 11.00 ,Ene,3,Con Riego, 126.76 
61021,Waterloo,PRESA-19,QUEMADO,RB86-7515,No,NO APLICADO, 74.09 , -   , -   , 315.00 , 12.00 ,Ene,3,Con Riego, 124.28 
61021,Waterloo,PRESA-19,QUEMADO,RB86-7515,No,NO APLICADO, 74.09 , -   , -   , 315.00 , 12.00 ,Ene,3,Con Riego, 113.88 
57079,El Apante,E-01,QUEMADO,Otras,No,NO APLICADO, 68.67 , -   , -   , 340.00 , 50.00 ,Ene,3,Con Riego, 131.88 
57107,El Apante,B-18A,VERDE,CP72-2086,No,NO APLICADO, 65.81 , -   , -   , 365.00 , 53.00 ,Ene,3,Sin Riego, 115.67 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 368.00 , 54.00 ,Ene,3,Con Riego, 109.26 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 368.00 , 54.00 ,Ene,3,Con Riego, 115.52 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 368.00 , 54.00 ,Ene,3,Con Riego, 117.29 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 368.00 , 54.00 ,Ene,3,Con Riego, 119.77 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 368.00 , 54.00 ,Ene,3,Con Riego, 118.46 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 368.00 , 54.00 ,Ene,3,Con Riego, 139.89 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 368.00 , 54.00 ,Ene,3,Con Riego, 134.82 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 368.00 , 54.00 ,Ene,3,Con Riego, 126.20 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 368.00 , 54.00 ,Ene,3,Con Riego, 123.75 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 368.00 , 54.00 ,Ene,3,Con Riego, 133.84 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 368.00 , 54.00 ,Ene,3,Con Riego, 120.38 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 368.00 , 54.00 ,Ene,3,Con Riego, 124.46 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 369.00 , 55.00 ,Ene,3,Con Riego, 124.72 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 369.00 , 55.00 ,Ene,3,Con Riego, 127.06 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 369.00 , 55.00 ,Ene,3,Con Riego, 128.97 
57062,El Apante,BORB-08,VERDE,RB84-5210,No,NO APLICADO, 100.41 , -   , -   , 369.00 , 55.00 ,Ene,3,Con Riego, 116.19 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 345.00 , 55.00 ,Ene,3,Con Riego, 138.26 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 345.00 , 55.00 ,Ene,3,Con Riego, 133.76 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 345.00 , 55.00 ,Ene,3,Con Riego, 138.94 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 345.00 , 55.00 ,Ene,3,Con Riego, 128.67 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 346.00 , 56.00 ,Ene,3,Con Riego, 131.16 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 346.00 , 56.00 ,Ene,3,Con Riego, 120.78 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 346.00 , 56.00 ,Ene,3,Con Riego, 127.43 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 346.00 , 56.00 ,Ene,3,Con Riego, 127.68 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 346.00 , 56.00 ,Ene,3,Con Riego, 130.14 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 346.00 , 56.00 ,Ene,3,Con Riego, 126.57 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 346.00 , 56.00 ,Ene,3,Con Riego, 124.86 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 346.00 , 56.00 ,Ene,3,Con Riego, 126.26 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 346.00 , 56.00 ,Ene,3,Con Riego, 130.08 
57079,El Apante,E-01,VERDE,Otras,No,NO APLICADO, 68.67 , -   , -   , 346.00 , 56.00 ,Ene,3,Con Riego, 125.00 
65001,El Modelo,MOD-01,QUEMADO,CP72-2086,No,NO APLICADO, 129.16 , -   , -   , 321.00 , -   ,Ene,3,Con Riego, 118.43 
65001,El Modelo,MOD-01,QUEMADO,CP72-2086,No,NO APLICADO, 129.16 , -   , -   , 321.00 , -   ,Ene,3,Con Riego, 116.59 
65001,El Modelo,MOD-01,QUEMADO,CP72-2086,No,NO APLICADO, 129.16 , -   , -   , 321.00 , -   ,Ene,3,Con Riego, 112.26 
65001,El Modelo,MOD-01,QUEMADO,CP72-2086,No,NO APLICADO, 129.16 , -   , -   , 321.00 , -   ,Ene,3,Con Riego, 120.88 
65001,El Modelo,MOD-01,QUEMADO,CP72-2086,No,NO APLICADO, 129.16 , -   , -   , 321.00 , -   ,Ene,3,Con Riego, 113.47 
65001,El Modelo,MOD-01,QUEMADO,CP72-2086,No,NO APLICADO, 129.16 , -   , -   , 321.00 , -   ,Ene,3,Con Riego, 113.00 
65001,El Modelo,MOD-01,QUEMADO,CP72-2086,No,NO APLICADO, 129.16 , -   , -   , 321.00 , -   ,Ene,3,Con Riego, 118.11 
65001,El Modelo,MOD-01,QUEMADO,CP72-2086,No,NO APLICADO, 129.16 , -   , -   , 321.00 , -   ,Ene,3,Con Riego, 113.72 
65001,El Modelo,MOD-01,QUEMADO,CP72-2086,No,NO APLICADO, 129.16 , -   , -   , 321.00 , -   ,Ene,3,Con Riego, 106.67 
65001,El Modelo,MOD-01,QUEMADO,CP72-2086,No,NO APLICADO, 129.16 , -   , -   , 321.00 , -   ,Ene,3,Con Riego, 114.15 
65001,El Modelo,MOD-01,QUEMADO,CP72-2086,No,NO APLICADO, 129.16 , -   , -   , 321.00 , -   ,Ene,3,Con Riego, 118.51 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 343.00 , 60.00 ,Ene,3,Con Riego, 123.22 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 343.00 , 60.00 ,Ene,3,Con Riego, 132.11 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 343.00 , 60.00 ,Ene,3,Con Riego, 122.92 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 343.00 , 60.00 ,Ene,3,Con Riego, 128.74 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 343.00 , 60.00 ,Ene,3,Con Riego, 132.08 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 343.00 , 60.00 ,Ene,3,Con Riego, 125.92 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 343.00 , 60.00 ,Ene,3,Con Riego, 124.40 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 343.00 , 60.00 ,Ene,3,Con Riego, 123.00 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 343.00 , 60.00 ,Ene,3,Con Riego, 122.13 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 140.22 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 126.27 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 126.94 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 120.49 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 127.78 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 122.01 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 119.12 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 124.80 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 125.28 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 125.69 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 127.56 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 131.33 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 133.00 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 127.63 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 125.75 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 129.32 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 120.18 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 119.47 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 131.32 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 116.40 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 114.86 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 119.72 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 142.36 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 344.00 , 61.00 ,Ene,3,Con Riego, 132.97 
65007,El Modelo,MOD-07,QUEMADO,CP72-2086,No,NO APLICADO, 91.02 , -   , -   , 323.00 , 4.00 ,Ene,3,Con Riego, 112.70 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 345.00 , 62.00 ,Ene,3,Con Riego, 121.79 
65007,El Modelo,MOD-07,QUEMADO,CP72-2086,No,NO APLICADO, 91.02 , -   , -   , 323.00 , 4.00 ,Ene,3,Con Riego, 114.25 
65007,El Modelo,MOD-07,QUEMADO,CP72-2086,No,NO APLICADO, 91.02 , -   , -   , 323.00 , 4.00 ,Ene,3,Con Riego, 117.70 
65007,El Modelo,MOD-07,QUEMADO,CP72-2086,No,NO APLICADO, 91.02 , -   , -   , 323.00 , 4.00 ,Ene,3,Con Riego, 117.61 
65007,El Modelo,MOD-07,QUEMADO,CP72-2086,No,NO APLICADO, 91.02 , -   , -   , 323.00 , 4.00 ,Ene,3,Con Riego, 110.88 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 345.00 , 62.00 ,Ene,3,Con Riego, 115.21 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 345.00 , 62.00 ,Ene,3,Con Riego, 128.82 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 345.00 , 62.00 ,Ene,3,Con Riego, 132.16 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 345.00 , 62.00 ,Ene,3,Con Riego, 126.60 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 345.00 , 62.00 ,Ene,3,Con Riego, 131.49 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 345.00 , 62.00 ,Ene,3,Con Riego, 125.85 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 345.00 , 62.00 ,Ene,3,Con Riego, 121.87 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 345.00 , 62.00 ,Ene,3,Con Riego, 138.95 
65004,El Modelo,MOD-04,QUEMADO,CP89-2143,No,NO APLICADO, 128.44 , -   , -   , 345.00 , 62.00 ,Ene,3,Con Riego, 125.94 
85001,Santa Isabel,STA I-01,QUEMADO,CP88-1165,No,NO APLICADO, 99.36 , -   , -   , 336.00 , 32.00 ,Ene,3,Con Riego, 117.83 
85001,Santa Isabel,STA I-01,QUEMADO,CP88-1165,No,NO APLICADO, 99.36 , -   , -   , 336.00 , 32.00 ,Ene,3,Con Riego, 115.00 
85001,Santa Isabel,STA I-01,QUEMADO,CP88-1165,No,NO APLICADO, 99.36 , -   , -   , 336.00 , 32.00 ,Ene,3,Con Riego, 120.59 
85001,Santa Isabel,STA I-01,QUEMADO,CP88-1165,No,NO APLICADO, 99.36 , -   , -   , 336.00 , 32.00 ,Ene,3,Con Riego, 120.50 
85001,Santa Isabel,STA I-01,QUEMADO,CP88-1165,No,NO APLICADO, 99.36 , -   , -   , 336.00 , 32.00 ,Ene,3,Con Riego, 122.50 
85001,Santa Isabel,STA I-01,QUEMADO,CP88-1165,No,NO APLICADO, 99.36 , -   , -   , 337.00 , 33.00 ,Ene,3,Con Riego, 115.16 
85001,Santa Isabel,STA I-01,QUEMADO,CP88-1165,No,NO APLICADO, 99.36 , -   , -   , 337.00 , 33.00 ,Ene,3,Con Riego, 116.66 
85001,Santa Isabel,STA I-01,QUEMADO,CP88-1165,No,NO APLICADO, 99.36 , -   , -   , 337.00 , 33.00 ,Ene,3,Con Riego, 112.42 
85001,Santa Isabel,STA I-01,QUEMADO,CP88-1165,No,NO APLICADO, 99.36 , -   , -   , 337.00 , 33.00 ,Ene,3,Con Riego, 119.15 
57095,El Apante,SOL-01,VERDE,CG02-163,No,NO APLICADO, 58.59 , -   , -   , 313.00 , 63.00 ,Ene,3,Sin Riego, 144.60 
57095,El Apante,SOL-01,VERDE,CG02-163,No,NO APLICADO, 58.59 , -   , -   , 314.00 , 64.00 ,Ene,3,Sin Riego, 144.87 
72022,La Chinampa,CH-22,VERDE,CP72-2086,No,NO APLICADO, 32.87 , -   , -   , 336.00 , 65.00 ,Ene,3,Sin Riego, 123.20 
72022,La Chinampa,CH-22,VERDE,CP72-2086,No,NO APLICADO, 32.87 , -   , -   , 336.00 , 65.00 ,Ene,3,Sin Riego, 134.06 
57095,El Apante,SOL-01,VERDE,CG02-163,No,NO APLICADO, 58.59 , -   , -   , 316.00 , 66.00 ,Ene,3,Sin Riego, 160.72 
57095,El Apante,SOL-01,VERDE,CG02-163,No,NO APLICADO, 58.59 , -   , -   , 316.00 , 66.00 ,Ene,3,Sin Riego, 157.87 
57095,El Apante,SOL-01,VERDE,CG02-163,No,NO APLICADO, 58.59 , -   , -   , 316.00 , 66.00 ,Ene,3,Sin Riego, 143.66 
57095,El Apante,SOL-01,VERDE,CG02-163,No,NO APLICADO, 58.59 , -   , -   , 317.00 , 67.00 ,Feb,4,Sin Riego, 147.65 
57095,El Apante,SOL-01,VERDE,CG02-163,No,NO APLICADO, 58.59 , -   , -   , 317.00 , 67.00 ,Feb,4,Sin Riego, 143.16 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 22.00 , 327.00 , 25.00 ,Feb,4,Con Riego, 128.48 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 22.00 , 327.00 , 25.00 ,Feb,4,Con Riego, 132.17 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 22.00 , 327.00 , 25.00 ,Feb,4,Con Riego, 124.09 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 22.00 , 327.00 , 25.00 ,Feb,4,Con Riego, 129.09 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 22.00 , 327.00 , 25.00 ,Feb,4,Con Riego, 129.64 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 22.00 , 327.00 , 25.00 ,Feb,4,Con Riego, 129.23 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 22.00 , 327.00 , 25.00 ,Feb,4,Con Riego, 121.90 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 22.00 , 327.00 , 25.00 ,Feb,4,Con Riego, 126.51 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 22.00 , 327.00 , 25.00 ,Feb,4,Con Riego, 133.23 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 22.00 , 327.00 , 25.00 ,Feb,4,Con Riego, 129.24 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 22.00 , 327.00 , 25.00 ,Feb,4,Con Riego, 122.67 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 23.00 , 328.00 , 26.00 ,Feb,4,Con Riego, 120.28 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 23.00 , 328.00 , 26.00 ,Feb,4,Con Riego, 129.28 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 23.00 , 328.00 , 26.00 ,Feb,4,Con Riego, 122.55 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 23.00 , 328.00 , 26.00 ,Feb,4,Con Riego, 122.60 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 23.00 , 328.00 , 26.00 ,Feb,4,Con Riego, 122.18 
60037,Vasconia,SARZAL-02,VERDE,RB86-7515,Si,CLETHODIM 24SL , 102.53 , 0.60 , 23.00 , 328.00 , 26.00 ,Feb,4,Con Riego, 113.52 
60036,Vasconia,SARZAL-01,VERDE,CP72-2086,Si,CLETHODIM 24SL , 96.84 , 0.60 , 23.00 , 325.00 , 25.00 ,Feb,4,Con Riego, 124.39 
60036,Vasconia,SARZAL-01,VERDE,CP72-2086,Si,CLETHODIM 24SL , 96.84 , 0.60 , 23.00 , 325.00 , 25.00 ,Feb,4,Con Riego, 129.88 
60036,Vasconia,SARZAL-01,VERDE,CP72-2086,Si,CLETHODIM 24SL , 96.84 , 0.60 , 23.00 , 325.00 , 25.00 ,Feb,4,Con Riego, 134.40 
60036,Vasconia,SARZAL-01,VERDE,CP72-2086,Si,CLETHODIM 24SL , 96.84 , 0.60 , 23.00 , 325.00 , 25.00 ,Feb,4,Con Riego, 118.37 
60036,Vasconia,SARZAL-01,VERDE,CP72-2086,Si,CLETHODIM 24SL , 96.84 , 0.60 , 23.00 , 325.00 , 25.00 ,Feb,4,Con Riego, 134.28 
60036,Vasconia,SARZAL-01,VERDE,CP72-2086,Si,CLETHODIM 24SL , 96.84 , 0.60 , 23.00 , 325.00 , 25.00 ,Feb,4,Con Riego, 125.69 
57095,El Apante,SOL-01,VERDE,CG02-163,No,NO APLICADO, 58.59 , -   , -   , 318.00 , 68.00 ,Feb,4,Sin Riego, 151.42 
60036,Vasconia,SARZAL-01,VERDE,CP72-2086,Si,CLETHODIM 24SL , 96.84 , 0.60 , 23.00 , 325.00 , 25.00 ,Feb,4,Con Riego, 116.71 
60036,Vasconia,SARZAL-01,VERDE,CP72-2086,Si,CLETHODIM 24SL , 96.84 , 0.60 , 23.00 , 325.00 , 25.00 ,Feb,4,Con Riego, 121.85 
57095,El Apante,SOL-01,VERDE,CG02-163,No,NO APLICADO, 58.59 , -   , -   , 318.00 , 68.00 ,Feb,4,Sin Riego, 138.28 
60041,Vasconia,SARZAL-04A,VERDE,CP72-2086,No,NO APLICADO, 30.39 , -   , -   , 253.00 , 68.00 ,Feb,4,Sin Riego, 129.19 
60036,Vasconia,SARZAL-01,VERDE,CP72-2086,Si,CLETHODIM 24SL , 96.84 , 0.60 , 23.00 , 325.00 , 25.00 ,Feb,4,Con Riego, 132.01 
60041,Vasconia,SARZAL-04A,VERDE,CP72-2086,No,NO APLICADO, 30.39 , -   , -   , 253.00 , 68.00 ,Feb,4,Sin Riego, 122.73 
60036,Vasconia,SARZAL-01,VERDE,CP72-2086,Si,CLETHODIM 24SL , 96.84 , 0.60 , 23.00 , 325.00 , 25.00 ,Feb,4,Con Riego, 141.27 
60036,Vasconia,SARZAL-01,VERDE,CP72-2086,Si,CLETHODIM 24SL , 96.84 , 0.60 , 24.00 , 326.00 , 26.00 ,Feb,4,Con Riego, 134.18 
60036,Vasconia,SARZAL-01,VERDE,CP72-2086,Si,CLETHODIM 24SL , 96.84 , 0.60 , 24.00 , 326.00 , 26.00 ,Feb,4,Con Riego, 134.65 
