ZAFRA;ZONA;FINCAS;COD CAMPO;CAMPO;VARIEDAD;RIEGO 2;N° CORTE;RIEGO;SUELO;TM/HA REAL;EDAD;CORE;DIAS MAD;DIAS SUSP;MES CORTE;MADURANTE;TIPO DE CORTE
20212022;3;Waterloo;61001;PRESA-01;RB86-7515;Con Riego;2;Goteo;Franco Arcillo Arenoso;78.61;10.95;133.32;43.00;15.00;MAR;APLICADO;Mecanizado
20212022;3;Waterloo;61001;PRESA-01;RB86-7515;Con Riego;1;Goteo;Franco Arcillo Arenoso;76.56;8.55;148.99;46.00;15.00;MAR;APLICADO;Mecanizado
20212022;3;Waterloo;61001;PRESA-01;RB86-7515;Con Riego;2;Goteo;Franco Arcillo Arenoso;60.56;11.37;140.91;46.00;22.00;MAR;APLICADO;Mecanizado
20212022;3;Waterloo;61021;PRESA-19;RB86-7515;Con Riego;1;Goteo;Franco Arcillo Arenoso;72.54;7.50;135.59;47.00;16.00;MAR;APLICADO;Mecanizado
20212022;3;Waterloo;61021;PRESA-19;RB86-7515;Con Riego;2;Goteo;Franco Arcillo Arenoso;61.37;11.41;135.89;47.00;21.00;MAR;APLICADO;Mecanizado
20212022;3;Waterloo;61021;PRESA-19;RB86-7515;Con Riego;2;Goteo;Franco Arcillo Arenoso;57.68;11.41;137.25;47.00;21.00;MAR;APLICADO;Mecanizado
20212022;3;Waterloo;61049;ZACAT-02;RB86-7515;Sin Riego;0;Secano;Franco Arcillo Arenoso;38.93;8.60;130.36;0.00;116.00;MAR;NO APLICADO;Mecanizado
20212022;4;El Cacao;90001;CC-01;RB86-7515;Con Riego;0;Goteo;Franco;0.00;0.00;0.00;0.00;0.00;ENE;NO APLICADO;
20212022;4;El Cacao;90003;CC-03;RB86-7515;Con Riego;0;Goteo;Franco;0.00;0.00;0.00;0.00;0.00;ENE;NO APLICADO;
20212022;PBA;Sucuya;16282;1628-2;RB86-7515;Con Riego;2;Gravedad;Franco Arenoso;76.41;11.77;144.58;53.00;71.00;ABR;APLICADO;Manual
20212022;PBA;Sucuya;16412;1641-2;RB86-7515;Con Riego;2;Gravedad;Franco Arcilloso;0.00;0.00;0.00;0.00;0.00;ENE;NO APLICADO;
20212022;PBA;Sucuya;16413;1641-3;RB86-7515;Con Riego;1;Gravedad;Franco Arcilloso;0.00;0.00;0.00;0.00;0.00;ENE;NO APLICADO;
20212022;PBA;Sucuya;16450;1645-0;RB86-7515;Con Riego;4;Gravedad;Franco Arcilloso;95.25;11.14;135.71;40.00;29.00;DIC;APLICADO;Mecanizado
20212022;PBA;Sucuya;16460;1646-0;RB86-7515;Con Riego;2;Gravedad;Franco Arcilloso;56.43;11.14;132.98;40.00;29.00;DIC;APLICADO;Mecanizado
20212022;PBA;Sucuya;16510;1651-0;RB86-7515;Con Riego;1;Gravedad;Franco;100.71;11.37;117.87;43.00;21.00;DIC;APLICADO;Mecanizado
20212022;PBA;Sucuya;16560;1656-0;RB86-7515;Con Riego;1;Gravedad;Franco Arcilloso;94.85;11.24;123.38;40.00;18.00;DIC;APLICADO;Mecanizado
20212022;PI;Jose M. Gutierrez;11001;JMG-01;RB86-7515;Sin Riego;0;Secano;Franco;12.74;8.51;141.62;0.00;100.00;MAR;NO APLICADO;Mecanizado
20212022;PI;Roger Sanchez;13002;Lote-02;RB86-7515;Sin Riego;0;Secano;Franco;34.82;8.81;128.07;0.00;16.00;MAR;NO APLICADO;Manual
