idnax,FECHA,ID,LOTE,FINCA,ZONA ,unidad_04,unidad_05,VARIEDAD,fs,TIPO RIEGO,area,activo,soca,Contenido de agua (mg/cm2),Contenido de agua 2 (con nubes),Nivel de agua 贸ptimo,10 Anomal铆as,balance hidrico,Clorofila (mg/cm2),Nivel de clorofila 贸ptimo,15 Cosecha,33 Evapotranspiraci贸n,Inundaci贸n,Biomasa (m2 ca帽a/m2),Biomasa 2 (con nubes),Nivel de biomasa 贸ptimo,13 Maduraci贸n,14 Maduraci贸n 2 (con nubes),msavi2,NDVI,08 NDVI 2 (con nubes),09 Nivel de NDVI 贸ptimo,ndwi,11 Necesidades de Nitr贸geno,12 Producci贸n,21 Imagen real,Evoluci贸n h铆drica,COD2,COD FIN,RIEGO,EDAD2122,EDAD2223
237171,13/4/2022,5402021,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.4027,true,3,0.0159,0.0159,3.97,0,,25.84,1.69,0,,,0.53,0.53,1.09,,,-0.31,0.35,0.35,3.89,0.43,0.72,0.24,,0,54020,54020,Goteo, 0.59 , 2.07 
237172,13/4/2022,5402022,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.3688,true,3,0.0159,0.0159,3.94,0,,26.07,1.87,0,,,0.53,0.53,1.06,,,-0.31,0.35,0.35,3.9,0.43,0.72,0.22,,0,54020,54020,Goteo, 0.59 , 2.07 
237173,13/4/2022,5402023,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.0706,true,3,0.0142,0.0142,3.6,0,,23.83,1.2,0,,,0.48,0.48,1,,,-0.33,0.32,0.32,3.4,0.41,0.66,0.22,,0,54020,54020,Goteo, 0.59 , 2.07 
237174,13/4/2022,5402024,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.4288,true,3,0.014,0.014,3.15,0,,25.66,1.63,0,,,0.54,0.54,1.32,,,-0.32,0.36,0.36,3.83,0.43,0.71,0.23,,0,54020,54020,Goteo, 0.59 , 2.07 
237175,13/4/2022,5402025,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.6185,true,3,0.0146,0.0146,3.53,0,,25.91,1.71,0,,,0.51,0.51,1.12,,,-0.32,0.35,0.35,3.74,0.43,0.72,0.24,,0,54020,54020,Goteo, 0.59 , 2.07 
237176,13/4/2022,5402026,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.423,true,3,0.0135,0.0135,2.92,0,,23.04,1.19,0,,,0.38,0.38,1,,,-0.34,0.29,0.29,2.69,0.4,0.64,0.19,,0,54020,54020,Goteo, 0.59 , 2.07 
237177,13/4/2022,5402027,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,1.1065,true,3,0.0125,0.0125,2.39,0,,23.67,1.18,0,,,0.5,0.5,1.13,,,-0.33,0.35,0.35,3.8,0.43,0.66,0.26,,0,54020,54020,Goteo, 0.59 , 2.07 
237178,13/4/2022,5402028,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.7542,true,3,0.0114,0.0114,1.66,0,,21.27,1.03,0,,,0.36,0.36,1,,,-0.35,0.29,0.29,2.71,0.4,0.59,0.19,,0,54020,54020,Goteo, 0.59 , 2.07 
237179,13/4/2022,5402029,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,1.0221,true,3,0.0113,0.0113,1.83,0,,19.14,1.01,0,,,0.31,0.31,1,,,-0.37,0.25,0.25,1.63,0.39,0.53,0.17,,0,54020,54020,Goteo, 0.59 , 2.07 
237153,13/4/2022,540203,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.4289,true,3,0.0125,0.0125,2.4,0,,19.46,1.2,0,,,0.47,0.47,1.25,,,-0.36,0.29,0.3,2.68,0.39,0.54,0.29,,0,54020,54020,Goteo, 0.59 , 2.07 
237180,13/4/2022,5402030,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.1195,true,3,0.0145,0.0145,3.25,0,,23.35,1.13,0,,,0.48,0.48,1,,,-0.32,0.33,0.33,3.63,0.42,0.65,0.24,,0,54020,54020,Goteo, 0.59 , 2.07 
237181,13/4/2022,5402031,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,1.0758,true,3,0.0136,0.0136,2.94,0,,22.76,1.14,0,,,0.37,0.37,1,,,-0.35,0.29,0.29,2.64,0.41,0.63,0.19,,0,54020,54020,Goteo, 0.59 , 2.07 
237182,13/4/2022,5402032,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,1.0368,true,3,0.0117,0.0117,1.99,0,,18.11,1.02,0,,,0.33,0.33,1,,,-0.37,0.25,0.25,1.82,0.39,0.5,0.18,,0,54020,54020,Goteo, 0.59 , 2.07 
237183,13/4/2022,5402033,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.6311,true,3,0.011,0.011,1.45,0,,16.89,1,0,,,0.34,0.34,1,,,-0.38,0.24,0.24,1.41,0.39,0.47,0.2,,0,54020,54020,Goteo, 0.59 , 2.07 
237184,13/4/2022,5402034,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.2072,true,3,0.0118,0.0118,1.89,0,,18.78,1,0,,,0.36,0.36,1,,,-0.36,0.27,0.27,2.22,0.38,0.52,0.2,,0,54020,54020,Goteo, 0.59 , 2.07 
237185,13/4/2022,5402035,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.2196,true,3,0.0171,0.0171,3.39,0,,29.33,2.5,0,,,0.69,0.69,2.67,,,-0.32,0.35,0.35,3.72,0.43,0.76,0.31,,0,54020,54020,Goteo, 0.59 , 2.07 
237186,13/4/2022,5402036,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.171,true,3,0.0125,0.0125,2.21,0,,17.81,1.07,0,,,0.37,0.37,1,,,-0.37,0.25,0.26,1.71,0.38,0.5,0.21,,0,54020,54020,Goteo, 0.59 , 2.07 
237187,13/4/2022,5402037,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.3179,true,3,0.0176,0.0176,3.96,0,,22.37,1,0,,,0.21,0.21,1,,,-0.34,0.23,0.24,1.24,0.39,0.62,0.13,,-3,54020,54020,Goteo, 0.59 , 2.07 
237188,13/4/2022,5402038,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.6116,true,3,0.0151,0.0151,3.57,0,,22.88,1,0,,,0.24,0.24,1,,,-0.35,0.24,0.25,1.49,0.39,0.64,0.14,,0,54020,54020,Goteo, 0.59 , 2.07 
237189,13/4/2022,5402039,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.4352,true,3,0.0163,0.0163,3.89,0,,22.16,1,0,,,0.21,0.21,1,,,-0.35,0.22,0.23,1.22,0.38,0.62,0.13,,-3,54020,54020,Goteo, 0.59 , 2.07 
237154,13/4/2022,540204,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.3533,true,3,0.0135,0.0135,2.91,0,,23.51,1.31,0,,,0.45,0.45,1,,,-0.33,0.32,0.33,3.5,0.42,0.65,0.26,,0,54020,54020,Goteo, 0.59 , 2.07 
237190,13/4/2022,5402040,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.3497,true,3,0.0116,0.0116,1.91,0,,19.84,1.03,0,,,0.33,0.33,1,,,-0.36,0.26,0.27,1.94,0.38,0.55,0.19,,0,54020,54020,Goteo, 0.59 , 2.07 
237191,13/4/2022,5402041,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.1286,true,3,0.0177,0.0177,4.1,0,,20.86,1,0,,,0.17,0.17,1,,,-0.37,0.19,0.2,1,0.36,0.58,0.11,,-3,54020,54020,Goteo, 0.59 , 2.07 
237192,13/4/2022,5402042,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.4165,true,3,0.016,0.016,3.8,0,,21.44,1,0,,,0.2,0.2,1,,,-0.36,0.22,0.22,1.14,0.37,0.6,0.12,,-3,54020,54020,Goteo, 0.59 , 2.07 
237193,13/4/2022,5402043,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.1401,true,3,0.0172,0.0172,4,0,,22.11,1,0,,,0.19,0.19,1,,,-0.35,0.22,0.23,1.09,0.38,0.61,0.14,,-3,54020,54020,Goteo, 0.59 , 2.07 
237194,13/4/2022,5402044,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.9366,true,3,0.0152,0.0152,3.51,0,,22,1.05,0,,,0.22,0.22,1,,,-0.36,0.23,0.23,1.32,0.38,0.61,0.15,,0,54020,54020,Goteo, 0.59 , 2.07 
237195,13/4/2022,5402045,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.4491,true,3,0.0162,0.0162,4,0,,21.68,1,0,,,0.19,0.19,1,,,-0.36,0.21,0.21,1.1,0.38,0.6,0.13,,-3,54020,54020,Goteo, 0.59 , 2.07 
237196,13/4/2022,5402046,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.1895,true,3,0.014,0.014,2.93,0,,19.77,1,0,,,0.18,0.18,1,,,-0.37,0.2,0.2,1,0.35,0.55,0.12,,-3,54020,54020,Goteo, 0.59 , 2.07 
237197,13/4/2022,5402047,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.2833,true,3,0.0177,0.0177,4.1,0,,21.75,1.1,0,,,0.2,0.2,1,,,-0.35,0.22,0.22,1.1,0.36,0.6,0.12,,0,54020,54020,Goteo, 0.59 , 2.07 
237198,13/4/2022,5402048,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.664,true,3,0.0152,0.0152,3.63,0,,21.03,1.03,0,,,0.2,0.2,1,,,-0.36,0.21,0.22,1.05,0.38,0.58,0.15,,-3,54020,54020,Goteo, 0.59 , 2.07 
237199,13/4/2022,5402049,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.3883,true,3,0.007,0.007,1.18,0,,14.56,1.15,0,,,0.39,0.39,1.15,,,-0.4,0.24,0.25,1.61,0.37,0.4,0.23,,0,54020,54020,Goteo, 0.59 , 2.07 
237155,13/4/2022,540205,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.4495,true,3,0.0104,0.0104,1.84,0,,19.76,1.23,0,,,0.42,0.42,1.05,,,-0.35,0.3,0.31,2.93,0.41,0.55,0.21,,0,54020,54020,Goteo, 0.59 , 2.07 
237200,13/4/2022,5402050,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.1342,true,3,0.0072,0.0072,1,0,,15.91,1,0,,,0.32,0.32,1,,,-0.38,0.26,0.26,1.88,0.39,0.44,0.19,,0,54020,54020,Goteo, 0.59 , 2.07 
237201,13/4/2022,5402051,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.0303,true,3,,,,,,,,,,,,,,,,,,,,,,,,,54020,54020,Goteo, 0.59 , 2.07 
237202,13/4/2022,5402052,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.4201,true,3,0.0095,0.0095,1.43,0,,14.75,1.08,0,,,0.4,0.4,1.14,,,-0.4,0.24,0.24,1.38,0.37,0.41,0.23,,0,54020,54020,Goteo, 0.59 , 2.07 
237203,13/4/2022,5402053,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.6072,true,3,0.0118,0.0118,1.96,0,,18.3,1.15,0,,,0.34,0.34,1.1,,,-0.37,0.25,0.25,1.69,0.39,0.51,0.19,,0,54020,54020,Goteo, 0.59 , 2.07 
237204,13/4/2022,5402054,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.3107,true,3,0.0148,0.0148,3.52,0,,20.07,1,0,,,0.17,0.17,1,,,-0.38,0.18,0.19,1,0.36,0.56,0.13,,-3,54020,54020,Goteo, 0.59 , 2.07 
237205,13/4/2022,5402055,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.2909,true,3,0.0166,0.0166,3.96,0,,22.18,1,0,,,0.19,0.19,1,,,-0.35,0.22,0.22,1.16,0.38,0.62,0.12,,0,54020,54020,Goteo, 0.59 , 2.07 
237206,13/4/2022,5402056,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.7423,true,3,0.0149,0.0149,3.5,0,,21.03,1,0,,,0.19,0.19,1,,,-0.36,0.21,0.21,1.04,0.36,0.58,0.12,,-0.04,54020,54020,Goteo, 0.59 , 2.07 
237207,13/4/2022,5402057,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.314,true,3,0.0153,0.0153,3.58,0,,21.92,1,0,,,0.19,0.19,1,,,-0.36,0.22,0.23,1.12,0.38,0.61,0.13,,0,54020,54020,Goteo, 0.59 , 2.07 
237208,13/4/2022,5402058,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.5085,true,3,0.0145,0.0145,3.41,0,,19.59,1,0,,,0.17,0.17,1,,,-0.38,0.19,0.19,1,0.36,0.54,0.13,,-3,54020,54020,Goteo, 0.59 , 2.07 
237209,13/4/2022,5402059,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.6287,true,3,0.0146,0.0146,3.33,0,,19.66,1,0,,,0.17,0.17,1,,,-0.37,0.2,0.2,1.07,0.37,0.55,0.15,,0,54020,54020,Goteo, 0.59 , 2.07 
237156,13/4/2022,540206,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,1.2349,true,3,0.014,0.014,3.03,0,,23.05,1.37,0,,,0.49,0.49,1.16,,,-0.34,0.32,0.33,3.41,0.42,0.64,0.23,,0,54020,54020,Goteo, 0.59 , 2.07 
237210,13/4/2022,5402060,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.4964,true,3,0.0145,0.0145,3.29,0,,18.95,1,0,,,0.17,0.17,1,,,-0.37,0.2,0.21,1,0.37,0.53,0.14,,0,54020,54020,Goteo, 0.59 , 2.07 
237211,13/4/2022,5402061,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.3499,true,3,0.0146,0.0146,3.67,0,,19.92,1,0,,,0.19,0.19,1,,,-0.36,0.21,0.21,1,0.37,0.55,0.14,,0,54020,54020,Goteo, 0.59 , 2.07 
237212,13/4/2022,5402062,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.2988,true,3,0.0152,0.0152,3.78,0,,20.8,1,0,,,0.2,0.2,1,,,-0.36,0.22,0.22,1,0.38,0.58,0.15,,0,54020,54020,Goteo, 0.59 , 2.07 
237213,13/4/2022,5402063,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.1827,true,3,0.0159,0.0159,3.87,0,,21.41,1,0,,,0.19,0.19,1,,,-0.35,0.23,0.23,1.13,0.39,0.6,0.16,,0,54020,54020,Goteo, 0.59 , 2.07 
237157,13/4/2022,540207,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.6201,true,3,0.0135,0.0135,2.91,0,,22.56,1.15,0,,,0.46,0.46,1.06,,,-0.34,0.32,0.32,3.45,0.42,0.62,0.25,,0,54020,54020,Goteo, 0.59 , 2.07 
237158,13/4/2022,540208,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.117,true,3,0.0117,0.0117,1.67,0,,17.91,1.11,0,,,0.38,0.38,1,,,-0.37,0.26,0.27,1.89,0.37,0.5,0.27,,0,54020,54020,Goteo, 0.59 , 2.07 
237159,13/4/2022,540209,POTRI-01,LOS_JICAROS,ZONA_2,,,CP89-2143,9/2/2022,2,0.3591,true,3,0.0124,0.0124,2.38,0,,19.23,1,0,,,0.4,0.4,1,,,-0.36,0.28,0.29,2.48,0.39,0.53,0.24,,0,54020,54020,Goteo, 0.59 , 2.07 
237214,13/4/2022,540221,POTRI-03,LOS_JICAROS,ZONA_2,,,RB86-7515,9/2/2022,2,0.9439,true,,0.0104,0.0104,1.54,0,,16.5,1.29,0,,,0.32,0.32,1,,,-0.38,0.24,0.24,2.31,0.37,0.61,0.01,,0,54022,54022,Goteo, 0.56 , 2.07 
237215,13/4/2022,540222,POTRI-03,LOS_JICAROS,ZONA_2,,,RB86-7515,9/2/2022,2,1.5244,true,,0.0127,0.0127,2.6,0,,20.15,2.22,0,,,0.35,0.35,1.04,,,-0.36,0.27,0.27,2.91,0.4,0.75,0.01,,0,54022,54022,Goteo, 0.56 , 2.07 
237216,13/4/2022,540223,POTRI-03,LOS_JICAROS,ZONA_2,,,RB86-7515,9/2/2022,2,0.16,true,,0.0171,0.0171,4.07,0,,32.81,4.21,0,,,0.64,0.64,3.07,,,-0.27,0.41,0.41,4.64,0.48,1,0.02,,0,54022,54022,Goteo, 0.56 , 2.07 
237217,13/4/2022,540224,POTRI-03,LOS_JICAROS,ZONA_2,,,RB86-7515,9/2/2022,2,0.2335,true,,0.0148,0.0148,3.63,0,,27.41,3.74,0,,,0.46,0.46,1.16,,,-0.32,0.33,0.34,4,0.43,0.96,0.01,,0,54022,54022,Goteo, 0.56 , 2.07 
237218,13/4/2022,540225,POTRI-03,LOS_JICAROS,ZONA_2,,,RB86-7515,9/2/2022,2,0.8822,true,,0.0107,0.0107,1.54,0,,17.72,1.22,0,,,0.28,0.28,1,,,-0.38,0.23,0.24,2.24,0.39,0.66,0.01,,0,54022,54022,Goteo, 0.56 , 2.07 
237219,13/4/2022,540226,POTRI-03,LOS_JICAROS,ZONA_2,,,RB86-7515,9/2/2022,2,0.4071,true,,0.015,0.015,3.5,0,,28.27,3.73,0,,,0.47,0.47,1.73,,,-0.31,0.35,0.35,4.13,0.44,0.95,0.01,,0,54022,54022,Goteo, 0.56 , 2.07 
237220,13/4/2022,540227,POTRI-03,LOS_JICAROS,ZONA_2,,,RB86-7515,9/2/2022,2,0.6658,true,,0.0103,0.0103,1.42,0,,17.85,1.44,0,,,0.29,0.29,1,,,-0.38,0.23,0.23,2.11,0.39,0.66,0.01,,0,54022,54022,Goteo, 0.56 , 2.07 
237221,13/4/2022,540228,POTRI-03,LOS_JICAROS,ZONA_2,,,RB86-7515,9/2/2022,2,0.3148,true,,0.0133,0.0133,2.68,0,,25.8,3.32,0,,,0.46,0.46,1.52,,,-0.33,0.33,0.33,4,0.43,0.89,0.01,,0,54022,54022,Goteo, 0.56 , 2.07 
237222,13/4/2022,540229,POTRI-03,LOS_JICAROS,ZONA_2,,,RB86-7515,9/2/2022,2,0.5259,true,,0.0152,0.0152,3.66,0,,29.43,3.75,0,,,0.52,0.52,2.02,,,-0.3,0.36,0.37,4.2,0.46,0.95,0.01,,0,54022,54022,Goteo, 0.56 , 2.07 
237223,13/4/2022,540231,POTRI-04,LOS_JICAROS,ZONA_2,,,CP72-2086,7/3/2022,2,2.1451,true,2,0.0168,0.0168,2.34,0.08,,13.03,1,0,,,0.13,0.13,1,,,-0.39,0.15,0.16,1,0.34,0.45,0.05,,0,54023,54023,Goteo, 0.59 , 1.22 
237224,13/4/2022,540232,POTRI-04,LOS_JICAROS,ZONA_2,,,CP72-2086,7/3/2022,2,1.7495,true,2,0.017,0.017,2.42,0,,16.73,1,0,,,0.14,0.14,1,,,-0.38,0.17,0.17,1,0.36,,0.04,,-0.02,54023,54023,Goteo, 0.59 , 1.22 
237225,13/4/2022,540233,POTRI-04,LOS_JICAROS,ZONA_2,,,CP72-2086,7/3/2022,2,0.4056,true,2,0.0183,0.0183,3.06,0,,17.89,1,0,,,0.15,0.15,1,,,-0.37,0.18,0.19,1,0.37,,0.04,,0,54023,54023,Goteo, 0.59 , 1.22 
237226,13/4/2022,540234,POTRI-04,LOS_JICAROS,ZONA_2,,,CP72-2086,7/3/2022,2,0.8345,true,2,0.0172,0.0172,2.61,0,,14.82,1,0,,,0.13,0.13,1,,,-0.39,0.15,0.16,1,0.35,,0.04,,-0.01,54023,54023,Goteo, 0.59 , 1.22 
237227,13/4/2022,540235,POTRI-04,LOS_JICAROS,ZONA_2,,,CP72-2086,7/3/2022,2,1.4143,true,2,0.0147,0.0147,1.46,0,,11.01,1,0,,,0.11,0.11,1,,,-0.4,0.13,0.14,1,0.31,,0.04,,0,54023,54023,Goteo, 0.59 , 1.22 
237228,13/4/2022,540241,POTRI-04A,LOS_JICAROS,ZONA_2,,,RB86-7515,19/2/2022,2,0.3098,true,,0.009,0.009,1.97,0,,18.71,4,0,,,0.31,0.31,1,,,-0.37,0.25,0.26,4,0.38,0.99,0.01,,0,54024,54024,Goteo, 0.56 , 1.74 
237229,13/4/2022,540242,POTRI-04A,LOS_JICAROS,ZONA_2,,,RB86-7515,19/2/2022,2,0.8742,true,,0.0119,0.0119,3.79,0,,19.92,4.05,0,,,0.32,0.32,1,,,-0.36,0.27,0.27,4.05,0.41,1,0.01,,0,54024,54024,Goteo, 0.56 , 1.74 
237230,13/4/2022,540243,POTRI-04A,LOS_JICAROS,ZONA_2,,,RB86-7515,19/2/2022,2,0.0363,true,,,,,,,,,,,,,,,,,,,,,,,,,,54024,54024,Goteo, 0.56 , 1.74 
237231,13/4/2022,540244,POTRI-04A,LOS_JICAROS,ZONA_2,,,RB86-7515,19/2/2022,2,1.9424,true,,0.0114,0.0114,3.43,0,,19.28,4.07,0,,,0.28,0.28,1,,,-0.37,0.23,0.24,3.62,0.39,0.98,0.01,,0,54024,54024,Goteo, 0.56 , 1.74 
237232,13/4/2022,540245,POTRI-04A,LOS_JICAROS,ZONA_2,,,RB86-7515,19/2/2022,2,0.8312,true,,0.014,0.014,4.01,0,,23.67,4.75,0,,,0.32,0.32,1.03,,,-0.34,0.28,0.29,4.04,0.41,1,0.01,,0,54024,54024,Goteo, 0.56 , 1.74 
237233,13/4/2022,540251,POTRI-05,LOS_JICAROS,ZONA_2,,,RB86-7515,7/3/2022,2,1.437,true,,0.0167,0.0167,,0,,15.45,,0,,,0.13,0.13,,,,-0.39,0.16,0.16,,0.34,,0,,0,54025,54025,Goteo, 0.59 , 1.22 
237234,13/4/2022,540252,POTRI-05,LOS_JICAROS,ZONA_2,,,RB86-7515,7/3/2022,2,1.4919,true,,0.0167,0.0167,,0,,11.32,,0,,,0.1,0.1,,,,-0.4,0.13,0.14,,0.31,,0,,0,54025,54025,Goteo, 0.59 , 1.22 
237235,13/4/2022,540253,POTRI-05,LOS_JICAROS,ZONA_2,,,RB86-7515,7/3/2022,2,0.3838,true,,0.0166,0.0166,,0,,12.05,,0,,,0.09,0.09,,,,-0.4,0.14,0.14,,0.31,,0,,0,54025,54025,Goteo, 0.59 , 1.22 
237236,13/4/2022,540254,POTRI-05,LOS_JICAROS,ZONA_2,,,RB86-7515,7/3/2022,2,0.3089,true,,0.0156,0.0175,,0,,13.2,,0,,,0.12,0.14,,,,-0.39,0.15,0.18,,0.32,,0,,-1,54025,54025,Goteo, 0.59 , 1.22 
237237,13/4/2022,540261,TELP-01,LOS_JICAROS,ZONA_2,,,CP00-1101,7/12/2021,2,0.6107,true,2,0.0365,0.0365,1.07,0,,68.42,1,4,,,1.71,1.71,1,,,-0.06,0.63,0.64,2.13,0.59,0.33,0.67,,-1,54026,54026,Goteo, 4.47 , 4.17 
237246,13/4/2022,5402610,TELP-01,LOS_JICAROS,ZONA_2,,,CP00-1101,7/12/2021,2,0.625,true,2,0.0352,0.0352,1,0,,71.7,1,4,,,1.69,1.69,1,,,-0.05,0.63,0.64,2.15,0.59,0.34,0.69,,0,54026,54026,Goteo, 4.47 , 4.17 
237238,13/4/2022,540262,TELP-01,LOS_JICAROS,ZONA_2,,,CP00-1101,7/12/2021,2,1.0811,true,2,0.0428,0.0428,1.77,0,,88.15,1,4,,,2.01,2.01,1.36,,,-0.02,0.66,0.67,2.54,0.61,0.42,0.83,,-1,54026,54026,Goteo, 4.47 , 4.17 
237239,13/4/2022,540263,TELP-01,LOS_JICAROS,ZONA_2,,,CP00-1101,7/12/2021,2,0.5011,true,2,0.033,0.033,1,0,,61.27,1,4,,,1.57,1.57,1,,,-0.06,0.62,0.63,1.88,0.58,0.29,0.62,,0,54026,54026,Goteo, 4.47 , 4.17 
237240,13/4/2022,540264,TELP-01,LOS_JICAROS,ZONA_2,,,CP00-1101,7/12/2021,2,0.8768,true,2,0.0398,0.0398,1.35,0,,85.55,1,4,,,1.92,1.92,1.15,,,-0.03,0.67,0.67,2.54,0.62,0.41,0.75,,0,54026,54026,Goteo, 4.47 , 4.17 
237241,13/4/2022,540265,TELP-01,LOS_JICAROS,ZONA_2,,,CP00-1101,7/12/2021,2,1.9508,true,2,0.0407,0.0407,1.48,0,,98.42,1.12,4,,,2.05,2.05,1.52,,,0,0.69,0.69,2.82,0.63,0.47,0.66,,0,54026,54026,Goteo, 4.47 , 4.17 
237242,13/4/2022,540266,TELP-01,LOS_JICAROS,ZONA_2,,,CP00-1101,7/12/2021,2,1.638,true,2,0.0393,0.0393,1.38,0,,86.08,1,4,,,1.92,1.92,1.29,,,-0.01,0.67,0.67,2.58,0.61,0.41,0.66,,-1,54026,54026,Goteo, 4.47 , 4.17 
237243,13/4/2022,540267,TELP-01,LOS_JICAROS,ZONA_2,,,CP00-1101,7/12/2021,2,2.7138,true,2,0.0395,0.0395,1.28,0,,94.65,1.02,4,,,2,2,1.32,,,0.01,0.68,0.69,2.67,0.62,0.45,0.64,,-1,54026,54026,Goteo, 4.47 , 4.17 
237244,13/4/2022,540268,TELP-01,LOS_JICAROS,ZONA_2,,,CP00-1101,7/12/2021,2,1.4478,true,2,0.0431,0.0431,1.8,0,,104.43,1.06,4,,,2.15,2.15,1.6,,,0.02,0.7,0.7,2.92,0.64,0.5,0.82,,0,54026,54026,Goteo, 4.47 , 4.17 
237245,13/4/2022,540269,TELP-01,LOS_JICAROS,ZONA_2,,,CP00-1101,7/12/2021,2,5.0986,true,2,0.0412,0.0412,1.52,0.03,,95.33,1.02,4,,,2.04,2.04,1.44,,,0,0.68,0.69,2.69,0.62,0.46,0.68,,0,54026,54026,Goteo, 4.47 , 4.17 
237247,13/4/2022,540271,TELP-02,LOS_JICAROS,ZONA_2,,,CP72-2086,25/12/2021,2,4.7976,true,2,0.0354,0.0354,3.57,0,,83.92,2.68,0,,,1.79,1.79,3.91,,,-0.01,0.65,0.65,3.85,0.61,0.82,0.56,,0,54027,54027,Goteo, 3.35 , 3.58 
237256,13/4/2022,5402710,TELP-02,LOS_JICAROS,ZONA_2,,,CP72-2086,25/12/2021,2,0.5042,true,2,0.0333,0.0333,3.28,0,,59.1,1.02,0,,,1.55,1.55,3.81,,,-0.09,0.58,0.58,3.55,0.57,0.6,0.68,,0,54027,54027,Goteo, 3.35 , 3.58 
237248,13/4/2022,540272,TELP-02,LOS_JICAROS,ZONA_2,,,CP72-2086,25/12/2021,2,5.2836,true,2,0.0371,0.0371,3.74,0,,93.14,3.13,0,,,1.92,1.92,4.23,,,0,0.67,0.67,3.94,0.62,0.87,0.59,,0,54027,54027,Goteo, 3.35 , 3.58 
