idnax,FECHA,ID,LOTE,FINCA,ZONA ,unidad_04,unidad_05,VARIEDAD,fs,TIPO RIEGO,area,activo,soca,Contenido de agua (mg/cm2),Contenido de agua 2 (con nubes),Nivel de agua 贸ptimo,10 Anomal铆as,balance hidrico,Clorofila (mg/cm2),Nivel de clorofila 贸ptimo,15 Cosecha,33 Evapotranspiraci贸n,Inundaci贸n,Biomasa (m2 ca帽a/m2),Biomasa 2 (con nubes),Nivel de biomasa 贸ptimo,13 Maduraci贸n,14 Maduraci贸n 2 (con nubes),msavi2,NDVI,08 NDVI 2 (con nubes),09 Nivel de NDVI 贸ptimo,ndwi,11 Necesidades de Nitr贸geno,12 Producci贸n,21 Imagen real,Evoluci贸n h铆drica,COD2,COD FIN,RIEGO,EDAD2122,EDAD2223
235846,23/4/2021,280011,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,0.5029,true,6,0.0256,0.0256,5,0,,30.51,3.08,0,,,0.63,0.63,2.77,,,-0.28,0.38,0.39,3.9,0.46,,0.48,,0,28001,28001,Goteo, 1.81 , 1.28 
235855,23/4/2021,2800110,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,1.8617,true,6,0.023,0.023,4.88,0,,32.18,3.27,0,,,0.68,0.68,3.13,,,-0.27,0.42,0.42,4.01,0.48,,0.41,,0,28001,28001,Goteo, 1.81 , 1.28 
235856,23/4/2021,2800111,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,1.6022,true,6,0.0248,0.0248,4.99,0,,31.13,3.17,0,,,0.69,0.69,3.3,,,-0.28,0.41,0.42,3.97,0.47,,0.39,,0,28001,28001,Goteo, 1.81 , 1.28 
235857,23/4/2021,2800112,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,1.2641,true,6,0.0221,0.0221,4.97,0,,30.24,3.06,0,,,0.62,0.62,2.79,,,-0.28,0.4,0.4,3.97,0.47,,0.38,,0,28001,28001,Goteo, 1.81 , 1.28 
235858,23/4/2021,2800113,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,0.3686,true,6,0.0253,0.0253,5,0,,36.82,3.84,0,,,0.81,0.81,3.91,,,-0.24,0.46,0.46,4.22,0.51,,0.47,,-1,28001,28001,Goteo, 1.81 , 1.28 
235859,23/4/2021,2800114,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,0.563,true,6,0.0269,0.0269,4.96,0,,36.62,3.88,0,,,0.82,0.82,3.98,,,-0.25,0.46,0.46,4.21,0.5,,0.45,,0,28001,28001,Goteo, 1.81 , 1.28 
235847,23/4/2021,280012,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,0.9808,true,6,0.0268,0.0268,5,0,,32.57,3.22,0,,,0.68,0.68,3.08,,,-0.27,0.4,0.4,3.96,0.47,,0.45,,0,28001,28001,Goteo, 1.81 , 1.28 
235848,23/4/2021,280013,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,0.3225,true,6,0.0261,0.0261,4.92,0,,35.63,3.67,0,,,0.8,0.8,3.79,,,-0.25,0.45,0.46,4.21,0.5,,0.47,,0,28001,28001,Goteo, 1.81 , 1.28 
235849,23/4/2021,280014,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,1.317,true,6,0.0299,0.0299,5,0,,35.33,3.61,0,,,0.8,0.8,3.71,,,-0.26,0.42,0.43,3.97,0.48,,0.5,,0,28001,28001,Goteo, 1.81 , 1.28 
235850,23/4/2021,280015,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,0.1946,true,6,0.0299,0.0299,5,0,,40.07,4.13,0,,,0.94,0.94,4.31,,,-0.23,0.47,0.48,4.25,0.51,,0.51,,0,28001,28001,Goteo, 1.81 , 1.28 
235851,23/4/2021,280016,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,0.3046,true,6,0.0241,0.0241,5,0,,30.5,2.92,0,,,0.6,0.6,2.56,,,-0.29,0.38,0.38,3.68,0.46,,0.4,,0,28001,28001,Goteo, 1.81 , 1.28 
235852,23/4/2021,280017,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,0.4052,true,6,0.0304,0.0304,5,0,,36.02,3.9,0,,,0.87,0.87,4.1,,,-0.25,0.45,0.46,4.15,0.49,,0.49,,0,28001,28001,Goteo, 1.81 , 1.28 
235853,23/4/2021,280018,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,1.5423,true,6,0.021,0.021,4.59,0,,27.41,2.23,0,,,0.55,0.55,1.92,,,-0.31,0.37,0.37,3.66,0.45,,0.33,,0,28001,28001,Goteo, 1.81 , 1.28 
235854,23/4/2021,280019,RG-0101,RONALD_GUIDO,ZONA_2,,,OTRAS,5/3/2022,2,0.9003,true,6,0.0244,0.0244,5,0,,29.28,2.71,0,,,0.61,0.61,2.51,,,-0.29,0.38,0.38,3.8,0.46,,0.39,,0,28001,28001,Goteo, 1.81 , 1.28 
235860,23/4/2021,280111,RG-0105A,RONALD_GUIDO,ZONA_2,,,CP72-2086,5/3/2022,2,0.4054,true,7,0.0271,0.0271,4.3,0,,39.62,1.35,0,,,0.88,0.88,2.08,,,-0.24,0.47,0.48,3.84,0.5,,0.3,,0,28011,28011,Goteo, 1.91 , 1.28 
235861,23/4/2021,280112,RG-0105A,RONALD_GUIDO,ZONA_2,,,CP72-2086,5/3/2022,2,0.4181,true,7,0.027,0.027,4.29,0,,35.84,1.11,0,,,0.8,0.8,1.66,,,-0.25,0.45,0.45,3.45,0.5,,0.26,,0,28011,28011,Goteo, 1.91 , 1.28 
235862,23/4/2021,280113,RG-0105A,RONALD_GUIDO,ZONA_2,,,CP72-2086,5/3/2022,2,1.205,true,7,0.0268,0.0268,4.28,0,,34.63,1.08,0,,,0.8,0.8,1.49,,,-0.26,0.45,0.45,3.71,0.49,,0.25,,0,28011,28011,Goteo, 1.91 , 1.28 
235863,23/4/2021,280114,RG-0105A,RONALD_GUIDO,ZONA_2,,,CP72-2086,5/3/2022,2,0.4524,true,7,0.0295,0.0295,4.15,0,,38.73,1.33,0,,,0.95,0.95,2.48,,,-0.25,0.5,0.5,3.93,0.51,,0.27,,0,28011,28011,Goteo, 1.91 , 1.28 
235864,23/4/2021,280115,RG-0105A,RONALD_GUIDO,ZONA_2,,,CP72-2086,5/3/2022,2,1.3951,true,7,0.0271,0.0271,4.41,0,,39.19,1.09,0,,,0.89,0.89,2.21,,,-0.23,0.48,0.48,3.88,0.51,,0.26,,0,28011,28011,Goteo, 1.91 , 1.28 
235865,23/4/2021,280116,RG-0105A,RONALD_GUIDO,ZONA_2,,,CP72-2086,5/3/2022,2,1.7562,true,7,0.0265,0.0265,4.33,0,,34.68,1.02,0,,,0.79,0.79,1.46,,,-0.26,0.44,0.44,3.54,0.49,,0.24,,0,28011,28011,Goteo, 1.91 , 1.28 
235431,23/4/2021,30011,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.0612,true,3,0.0085,0.0085,3,0,,19.86,2.5,0,,,0.39,0.39,5,0.11,0.1,-0.38,0.27,0.27,4.5,0.39,,0.69,,-3,3001,3001,Goteo, 0.79 , 1.78 
235440,23/4/2021,300110,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.4434,true,3,0.0001,0.0001,1,0,,12.32,1,0,,,0.19,0.19,5,0,0.02,-0.42,0.2,0.2,4.11,0.34,,0.72,,-3,3001,3001,Goteo, 0.79 , 1.78 
235441,23/4/2021,300111,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.316,true,3,0.0001,0.0001,1,0,,10.83,1,0,,,0.19,0.19,5,0,0.02,-0.42,0.19,0.2,4,0.33,,0.7,,-3,3001,3001,Goteo, 0.79 , 1.78 
235442,23/4/2021,300112,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1897,true,3,0.0006,0.0006,1,0,,13.77,1,0,,,0.2,0.2,5,0.01,0.07,-0.41,0.2,0.21,4.23,0.37,,0.66,,-1,3001,3001,Goteo, 0.79 , 1.78 
235443,23/4/2021,300113,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.38,true,3,0,0,1,0,,12.4,1,0,,,0.17,0.17,5,0,0.04,-0.43,0.16,0.17,3.87,0.31,,0.61,,-3,3001,3001,Goteo, 0.79 , 1.78 
235444,23/4/2021,300114,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.6566,true,3,0.0013,0.0013,1.02,0,,9.99,1,0,,,0.21,0.21,5,0.02,0.01,-0.42,0.18,0.19,4,0.33,,0.74,,-3,3001,3001,Goteo, 0.79 , 1.78 
235445,23/4/2021,300115,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.9279,true,3,0,0,1,0,,12.6,1,0,,,0.17,0.17,5,0,0.02,-0.42,0.17,0.17,4.01,0.3,,0.67,,-3,3001,3001,Goteo, 0.79 , 1.78 
235446,23/4/2021,300116,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.761,true,3,0.007,0.007,3.15,0,,11.46,1.06,0,,,0.25,0.25,5,0.09,0.04,-0.41,0.19,0.19,4.06,0.35,,0.76,,-3,3001,3001,Goteo, 0.79 , 1.78 
235447,23/4/2021,300117,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1162,true,3,0.0041,0.0041,1.38,0,,11.9,1,0,,,0.2,0.2,5,0.06,0.02,-0.41,0.19,0.19,4.13,0.33,,0.63,,-3,3001,3001,Goteo, 0.79 , 1.78 
235448,23/4/2021,300118,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.7752,true,3,0.0001,0.0001,1,0,,10.64,1,0,,,0.18,0.18,5,0,0.01,-0.43,0.18,0.18,4.01,0.31,,0.67,,-3,3001,3001,Goteo, 0.79 , 1.78 
235449,23/4/2021,300119,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.2691,true,3,0.0016,0.0016,1.33,0,,12.71,1,0,,,0.21,0.21,5,0.03,0.09,-0.41,0.21,0.21,4.22,0.35,,0.62,,-2,3001,3001,Goteo, 0.79 , 1.78 
235432,23/4/2021,30012,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.0624,true,3,0.0027,0.0027,1,0,,11.46,1,0,,,0.21,0.21,5,0.04,0.03,-0.41,0.21,0.21,4,0.35,,0.69,,-3,3001,3001,Goteo, 0.79 , 1.78 
235450,23/4/2021,300120,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.7404,true,3,0.0101,0.0101,3.45,0,,23.47,1.89,0,,,0.33,0.33,5,0.12,0.08,-0.35,0.27,0.28,4.46,0.4,,0.76,,-3,3001,3001,Goteo, 0.79 , 1.78 
235451,23/4/2021,300121,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.4168,true,3,0.0003,0.0003,1,0,,9.83,1,0,,,0.19,0.19,5,0.01,0.01,-0.42,0.18,0.18,4,0.32,,0.62,,-3,3001,3001,Goteo, 0.79 , 1.78 
235452,23/4/2021,300122,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.2473,true,3,0.0019,0.0019,1.42,0,,11.66,1.05,0,,,0.2,0.2,5,0.03,0.06,-0.41,0.19,0.19,4.11,0.32,,0.59,,-1,3001,3001,Goteo, 0.79 , 1.78 
235453,23/4/2021,300123,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.4266,true,3,0.0044,0.0044,1.44,0,,16.13,1,0,,,0.18,0.18,5,0.06,0.04,-0.4,0.2,0.21,4.06,0.36,,0.66,,-3,3001,3001,Goteo, 0.79 , 1.78 
235454,23/4/2021,300124,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5721,true,3,0.001,0.001,1,0,,9.71,1,0,,,0.21,0.21,5,0.02,0.02,-0.42,0.18,0.19,4,0.33,,0.68,,-3,3001,3001,Goteo, 0.79 , 1.78 
235455,23/4/2021,300125,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1975,true,3,0.0045,0.0045,2.07,0,,18.69,1.53,0,,,0.22,0.22,5,0.07,0.05,-0.38,0.25,0.26,4.47,0.39,,0.66,,-3,3001,3001,Goteo, 0.79 , 1.78 
235456,23/4/2021,300126,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.0205,true,3,,,,,,,,,,,,,,,,,,,,,,,,,3001,3001,Goteo, 0.79 , 1.78 
235457,23/4/2021,300127,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.2823,true,3,0.0015,0.0015,1,0,,16.02,1,0,,,0.18,0.18,5,0.03,0.02,-0.4,0.21,0.22,4.39,0.37,,0.66,,-3,3001,3001,Goteo, 0.79 , 1.78 
235458,23/4/2021,300128,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.8847,true,3,0.0008,0.0008,1.02,0,,11.16,1,0,,,0.18,0.18,5,0.01,0.01,-0.43,0.17,0.17,4,0.31,,0.65,,-1,3001,3001,Goteo, 0.79 , 1.78 
235459,23/4/2021,300129,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1972,true,3,0.0026,0.0026,1,0,,9.95,1,0,,,0.21,0.21,5,0.04,0.02,-0.42,0.18,0.19,4,0.33,,0.66,,-3,3001,3001,Goteo, 0.79 , 1.78 
235433,23/4/2021,30013,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3469,true,3,0.0001,0.0001,1,0,,12.66,1,0,,,0.18,0.18,5,0,0.05,-0.42,0.18,0.19,4.03,0.32,,0.66,,-3,3001,3001,Goteo, 0.79 , 1.78 
235460,23/4/2021,300130,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1502,true,3,0.0025,0.0025,1.21,0,,16.71,1.07,0,,,0.17,0.17,5,0.04,0.04,-0.39,0.21,0.21,4.29,0.37,,0.69,,-3,3001,3001,Goteo, 0.79 , 1.78 
235461,23/4/2021,300131,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.2959,true,3,0.0043,0.0043,1.52,0,,15.96,1,0,,,0.18,0.18,5,0.06,0.03,-0.41,0.18,0.19,4,0.35,,0.73,,-3,3001,3001,Goteo, 0.79 , 1.78 
235462,23/4/2021,300132,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.8472,true,3,0.0036,0.0036,2.04,0,,13.43,1,0,,,0.18,0.18,5,0.05,0.03,-0.41,0.17,0.18,3.99,0.32,,0.76,,-3,3001,3001,Goteo, 0.79 , 1.78 
235463,23/4/2021,300133,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5895,true,3,0.0025,0.0025,1.11,0,,11.38,1,0,,,0.2,0.2,5,0.04,0.02,-0.42,0.18,0.18,4,0.34,,0.71,,-3,3001,3001,Goteo, 0.79 , 1.78 
235464,23/4/2021,300134,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1415,true,3,0.0228,0.0228,5,0,,40.73,4.08,1,,,0.63,0.63,5,0.33,0.35,-0.22,0.43,0.43,5,0.5,,0.76,,0,3001,3001,Goteo, 0.79 , 1.78 
235465,23/4/2021,300135,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.2218,true,3,0.0073,0.0073,3.56,0,,18.68,1.5,0,,,0.25,0.25,5,0.15,0.2,-0.35,0.27,0.27,4.56,0.38,,0.62,,-3,3001,3001,Goteo, 0.79 , 1.78 
235466,23/4/2021,300136,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1147,true,3,0.0013,0.0013,1,0,,17.5,1,0,,,0.17,0.17,5,0.02,0.02,-0.39,0.22,0.23,4.56,0.38,,0.63,,-3,3001,3001,Goteo, 0.79 , 1.78 
235467,23/4/2021,300137,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.4928,true,3,0.0038,0.0038,1.93,0,,12.2,1,0,,,0.2,0.2,5,0.05,0.02,-0.41,0.18,0.19,4.05,0.33,,0.72,,-3,3001,3001,Goteo, 0.79 , 1.78 
235468,23/4/2021,300138,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.2761,true,3,0.003,0.003,1,0,,14.79,1,0,,,0.18,0.18,5,0.04,0.01,-0.41,0.18,0.19,4,0.35,,0.73,,-3,3001,3001,Goteo, 0.79 , 1.78 
235469,23/4/2021,300139,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.501,true,3,0.0003,0.0003,1,0,,16.99,1,0,,,0.15,0.15,5,0,0.01,-0.41,0.17,0.17,4,0.32,,0.9,,-3,3001,3001,Goteo, 0.79 , 1.78 
235434,23/4/2021,30014,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3762,true,3,0.0001,0.0001,1,0,,12.17,1,0,,,0.18,0.18,5,0,0.01,-0.43,0.18,0.18,4,0.32,,0.69,,-3,3001,3001,Goteo, 0.79 , 1.78 
235470,23/4/2021,300140,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.7486,true,3,0.0028,0.0028,1.59,0,,13.42,1.05,0,,,0.2,0.2,5,0.04,0.04,-0.41,0.19,0.19,4.12,0.33,,0.68,,-3,3001,3001,Goteo, 0.79 , 1.78 
235471,23/4/2021,300141,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.6229,true,3,0.0056,0.0056,2.31,0,,13.72,1.15,0,,,0.21,0.21,5,0.08,0.03,-0.4,0.19,0.2,4.09,0.34,,0.8,,-3,3001,3001,Goteo, 0.79 , 1.78 
235472,23/4/2021,300142,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.2247,true,3,0.0005,0.0005,1,0,,18,1,0,,,0.14,0.14,5,0.01,0.03,-0.41,0.17,0.18,4,0.32,,0.87,,-3,3001,3001,Goteo, 0.79 , 1.78 
235473,23/4/2021,300143,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3168,true,3,0.0019,0.0019,1,0,,15.61,1,0,,,0.17,0.17,5,0.03,0.02,-0.41,0.18,0.19,4,0.35,,0.77,,0,3001,3001,Goteo, 0.79 , 1.78 
235474,23/4/2021,300144,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1562,true,3,0,0,1,0,,18.12,1,0,,,0.14,0.14,5,0,0.01,-0.41,0.16,0.16,4,0.31,,0.8,,-3,3001,3001,Goteo, 0.79 , 1.78 
235475,23/4/2021,300145,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.8597,true,3,0.0055,0.0055,2.42,0,,14.95,1.12,0,,,0.21,0.21,5,0.07,0.04,-0.4,0.18,0.19,4.05,0.33,,0.82,,-3,3001,3001,Goteo, 0.79 , 1.78 
235476,23/4/2021,300146,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3022,true,3,0.0012,0.0012,1,0,,16.96,1,0,,,0.16,0.16,5,0.02,0.02,-0.41,0.19,0.19,4.05,0.35,,0.74,,-3,3001,3001,Goteo, 0.79 , 1.78 
235477,23/4/2021,300147,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.8827,true,3,0.0068,0.0068,3.21,0,,14.02,1,0,,,0.18,0.18,5,0.09,0.05,-0.41,0.17,0.17,3.88,0.33,,0.85,,-3,3001,3001,Goteo, 0.79 , 1.78 
235478,23/4/2021,300148,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.4661,true,3,0.0059,0.0059,2.68,0,,14.17,1.05,0,,,0.21,0.21,5,0.08,0.04,-0.4,0.18,0.19,4.05,0.34,,0.76,,-3,3001,3001,Goteo, 0.79 , 1.78 
235479,23/4/2021,300149,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1481,true,3,0.0003,0.0003,1,0,,17.86,1,0,,,0.13,0.13,5,0.01,0.01,-0.41,0.16,0.17,4,0.31,,0.74,,-3,3001,3001,Goteo, 0.79 , 1.78 
235435,23/4/2021,30015,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.2002,true,3,0.0041,0.0041,1.83,0,,12.26,1,0,,,0.23,0.23,5,0.07,0.04,-0.41,0.2,0.21,4.11,0.35,,0.73,,-3,3001,3001,Goteo, 0.79 , 1.78 
235480,23/4/2021,300150,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1429,true,3,0.0025,0.0025,1,0,,19.86,1,0,,,0.14,0.14,5,0.03,0.03,-0.4,0.18,0.19,4,0.36,,0.69,,-3,3001,3001,Goteo, 0.79 , 1.78 
235481,23/4/2021,300151,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5064,true,3,0.001,0.001,1,0,,18.08,1,0,,,0.16,0.16,5,0.02,0.02,-0.41,0.18,0.19,4.04,0.35,,0.72,,-3,3001,3001,Goteo, 0.79 , 1.78 
235482,23/4/2021,300152,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5675,true,3,0.0069,0.0069,3.1,0,,15.88,1.23,0,,,0.23,0.23,5,0.09,0.05,-0.39,0.2,0.21,4.06,0.35,,0.85,,-3,3001,3001,Goteo, 0.79 , 1.78 
235483,23/4/2021,300153,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,1.4736,true,3,0.0046,0.0046,2.09,0,,14.93,1,0,,,0.18,0.18,5,0.06,0.03,-0.41,0.18,0.18,4.02,0.35,,0.87,,-3,3001,3001,Goteo, 0.79 , 1.78 
235484,23/4/2021,300154,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5202,true,3,0.0073,0.0073,3.51,0,,16.52,1.07,0,,,0.21,0.21,5,0.1,0.05,-0.39,0.2,0.2,4.09,0.36,,0.86,,0,3001,3001,Goteo, 0.79 , 1.78 
235485,23/4/2021,300155,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5603,true,3,0.0023,0.0023,1.02,0,,13.72,1,0,,,0.18,0.18,5,0.03,0.03,-0.41,0.17,0.18,4,0.34,,0.87,,0,3001,3001,Goteo, 0.79 , 1.78 
235486,23/4/2021,300156,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.6585,true,3,0.0089,0.0089,4.2,0,,18.32,1.24,0,,,0.25,0.25,5,0.11,0.06,-0.38,0.22,0.23,4.19,0.38,,0.95,,0,3001,3001,Goteo, 0.79 , 1.78 
235487,23/4/2021,300157,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.4221,true,3,0.0001,0.0001,1,0,,13.15,1,0,,,0.17,0.17,5,0,0.01,-0.42,0.18,0.18,4,0.33,,0.82,,-3,3001,3001,Goteo, 0.79 , 1.78 
235488,23/4/2021,300158,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3671,true,3,0.009,0.009,3.97,0,,17.44,1.37,1,,,0.29,0.29,5,0.12,0.08,-0.37,0.23,0.24,4.47,0.38,,0.9,,0,3001,3001,Goteo, 0.79 , 1.78 
235489,23/4/2021,300159,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3454,true,3,0,0,1,0,,15.33,1,0,,,0.15,0.15,4.96,0,0.01,-0.42,0.18,0.18,3.96,0.33,,0.77,,-3,3001,3001,Goteo, 0.79 , 1.78 
235436,23/4/2021,30016,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1307,true,3,0.0101,0.0101,4.7,0,,12.33,1,1,,,0.34,0.34,5,0.15,0.09,-0.39,0.24,0.25,5,0.38,,0.81,,-3,3001,3001,Goteo, 0.79 , 1.78 
235490,23/4/2021,300160,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5269,true,3,0,0,1,0,,15.99,1,0,,,0.15,0.15,4.98,0,0.02,-0.41,0.19,0.19,4.04,0.33,,0.75,,-3,3001,3001,Goteo, 0.79 , 1.78 
235491,23/4/2021,300161,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1627,true,3,0.0124,0.0124,4.06,0,,26.98,2.25,1,,,0.55,0.55,5,0.18,0.18,-0.29,0.37,0.37,4.94,0.45,,0.87,,-3,3001,3001,Goteo, 0.79 , 1.78 
235492,23/4/2021,300162,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5911,true,3,0.0002,0.0002,1,0,,16.2,1,0,,,0.15,0.15,5,0,0.01,-0.41,0.19,0.2,4.08,0.34,,0.74,,-3,3001,3001,Goteo, 0.79 , 1.78 
235493,23/4/2021,300163,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.082,true,3,0,0,1,0,,17.3,1,0,,,0.15,0.15,5,0,0.01,-0.41,0.18,0.19,4,0.33,,0.69,,-3,3001,3001,Goteo, 0.79 , 1.78 
235494,23/4/2021,300164,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5542,true,3,0.0095,0.0095,3.74,0,,19.64,1.43,1,,,0.33,0.33,5,0.13,0.09,-0.36,0.24,0.25,4.26,0.38,,0.92,,-3,3001,3001,Goteo, 0.79 , 1.78 
235495,23/4/2021,300165,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.4802,true,3,0.0005,0.0005,1,0,,17.27,1.02,0,,,0.15,0.15,5,0.01,0.03,-0.4,0.2,0.21,4.16,0.35,,0.73,,-3,3001,3001,Goteo, 0.79 , 1.78 
235496,23/4/2021,300166,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.0395,true,3,0.0003,0.0003,1,0,,19.42,1,0,,,0.14,0.14,5,0.01,0.05,-0.39,0.19,0.19,4,0.34,,0.77,,-3,3001,3001,Goteo, 0.79 , 1.78 
235497,23/4/2021,300167,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,1.3272,true,3,0.0078,0.0078,3.16,0,,16.72,1.33,0,,,0.29,0.29,5,0.11,0.08,-0.38,0.22,0.23,4.16,0.37,,0.93,,-3,3001,3001,Goteo, 0.79 , 1.78 
235498,23/4/2021,300168,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.2886,true,3,0.0011,0.0011,1.12,0,,15.73,1,0,,,0.17,0.17,5,0.02,0.04,-0.4,0.19,0.2,4,0.35,,0.79,,-3,3001,3001,Goteo, 0.79 , 1.78 
235499,23/4/2021,300169,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3586,true,3,0.0003,0.0003,1.09,0,,13.74,1,0,,,0.18,0.18,5,0.01,0.01,-0.41,0.2,0.21,4,0.35,,0.73,,-3,3001,3001,Goteo, 0.79 , 1.78 
