FECHAIMAGEN,AÑO,COD LOTE02,CAMPO,FINCA,ZONA,VARIEDAD,SOCA REAL,FECHAC CS REAL,RIEGO,HANAX,NDVINUBES,BIOMASANUBES,CLOROFILA,EDADIMAGEN
23/5/2023,2023,51095,B-19A,LOMA_ALEGRE,ZONA_1,RB86-7515,1,16/3/2023,Goteo,0.7129,0.5305,1.4204,55.5629,2.24
23/5/2023,2023,51095,B-19A,LOMA_ALEGRE,ZONA_1,RB86-7515,1,16/3/2023,Goteo,2.4391,0.5971,1.8157,70.1696,2.24
23/5/2023,2023,51095,B-19A,LOMA_ALEGRE,ZONA_1,RB86-7515,1,16/3/2023,Goteo,3.2169,0.5789,1.7379,65.6471,2.24
23/5/2023,2023,51095,B-19A,LOMA_ALEGRE,ZONA_1,RB86-7515,1,16/3/2023,Goteo,3.9343,0.5288,1.5151,51.3332,2.24
23/5/2023,2023,51096,M-09A,LOMA_ALEGRE,ZONA_1,CP72-2086,1,4/1/2023,Goteo,2.2109,0.7842,3.32,,4.57
23/5/2023,2023,51096,M-09A,LOMA_ALEGRE,ZONA_1,CP72-2086,1,4/1/2023,Goteo,1.5186,0.4255,3.41,,4.57
23/5/2023,2023,51096,M-09A,LOMA_ALEGRE,ZONA_1,CP72-2086,1,4/1/2023,Goteo,1.1109,0.353,3.38,,4.57
23/5/2023,2023,51098,A-12A,LOMA_ALEGRE,ZONA_1,CP73-1547,5,11/1/2023,Goteo,4.8851,0.5159,2.12,,4.34
23/5/2023,2023,53020,B-01,MONTELIMAR,ZONA_1,CP72-2086,2,18/3/2023,Goteo,1.3562,0.5132,1.2053,52.9209,2.17
23/5/2023,2023,53020,B-01,MONTELIMAR,ZONA_1,CP72-2086,2,18/3/2023,Goteo,1.4936,0.5072,1.2132,48.9987,2.17
23/5/2023,2023,53020,B-01,MONTELIMAR,ZONA_1,CP72-2086,2,18/3/2023,Goteo,0.4201,0.4987,1.1779,50.4258,2.17
23/5/2023,2023,53020,B-01,MONTELIMAR,ZONA_1,CP72-2086,2,18/3/2023,Goteo,1.7114,0.4612,0.82,44.6726,2.17
23/5/2023,2023,53020,B-01,MONTELIMAR,ZONA_1,CP72-2086,2,18/3/2023,Goteo,1.818,0.4817,0.9029,47.4031,2.17
23/5/2023,2023,53020,B-01,MONTELIMAR,ZONA_1,CP72-2086,2,18/3/2023,Goteo,1.0667,0.4406,0.749,41.9847,2.17
23/5/2023,2023,53020,B-01,MONTELIMAR,ZONA_1,CP72-2086,2,18/3/2023,Goteo,1.6326,0.5135,1.158,53.026,2.17
23/5/2023,2023,53020,B-01,MONTELIMAR,ZONA_1,CP72-2086,2,18/3/2023,Goteo,1.0453,0.4707,0.9958,47.3899,2.17
23/5/2023,2023,53020,B-01,MONTELIMAR,ZONA_1,CP72-2086,2,18/3/2023,Goteo,1.8314,0.4459,0.745,42.6508,2.17
23/5/2023,2023,53020,B-01,MONTELIMAR,ZONA_1,CP72-2086,2,18/3/2023,Goteo,2.2462,0.5283,1.2467,52.1146,2.17
23/5/2023,2023,53023,B-04,MONTELIMAR,ZONA_1,CP72-2086,1,20/12/2022,Goteo,1.2037,0.7276,3.9583,237.4349,5.06
23/5/2023,2023,53023,B-04,MONTELIMAR,ZONA_1,CP72-2086,1,20/12/2022,Goteo,0.1249,0.698,2.7183,141.7833,5.06
23/5/2023,2023,53024,B-05,MONTELIMAR,ZONA_1,CP72-2086,5,18/3/2023,Goteo,1.6076,0.4537,0.8834,44.5371,2.17
23/5/2023,2023,53024,B-05,MONTELIMAR,ZONA_1,CP72-2086,5,18/3/2023,Goteo,0.9969,0.4221,0.7315,41.0869,2.17
23/5/2023,2023,53024,B-05,MONTELIMAR,ZONA_1,CP72-2086,5,18/3/2023,Goteo,1.7958,0.354,0.3077,30.2955,2.17
23/5/2023,2023,53024,B-05,MONTELIMAR,ZONA_1,CP72-2086,5,18/3/2023,Goteo,1.5598,0.4027,0.6115,37.5879,2.17
23/5/2023,2023,53024,B-05,MONTELIMAR,ZONA_1,CP72-2086,5,18/3/2023,Goteo,1.8378,0.4411,0.7581,42.9875,2.17
23/5/2023,2023,53024,B-05,MONTELIMAR,ZONA_1,CP72-2086,5,18/3/2023,Goteo,1.6931,0.332,0.2502,28.034,2.17
23/5/2023,2023,53024,B-05,MONTELIMAR,ZONA_1,CP72-2086,5,18/3/2023,Goteo,1.7834,0.4841,1.1337,49.3684,2.17
23/5/2023,2023,53024,B-05,MONTELIMAR,ZONA_1,CP72-2086,5,18/3/2023,Goteo,1.4495,0.4094,0.7307,39.6205,2.17
23/5/2023,2023,53024,B-05,MONTELIMAR,ZONA_1,CP72-2086,5,18/3/2023,Goteo,1.6831,0.4274,0.6249,39.9046,2.17
23/5/2023,2023,53024,B-05,MONTELIMAR,ZONA_1,CP72-2086,5,18/3/2023,Goteo,1.4284,0.4533,0.859,45.1133,2.17
23/5/2023,2023,53027,B-08,MONTELIMAR,ZONA_1,CG04-10295,3,20/12/2022,Goteo,1.0561,0.7219,3.7043,192.3669,5.06
23/5/2023,2023,53027,B-08,MONTELIMAR,ZONA_1,CG04-10295,3,20/12/2022,Goteo,1.4704,0.7035,3.2683,162.4703,5.06
23/5/2023,2023,53027,B-08,MONTELIMAR,ZONA_1,CG04-10295,3,20/12/2022,Goteo,1.6246,0.7278,4.1151,226.7065,5.06
23/5/2023,2023,53027,B-08,MONTELIMAR,ZONA_1,CG04-10295,3,20/12/2022,Goteo,1.3354,0.6631,2.6839,114.4939,5.06
23/5/2023,2023,53027,B-08,MONTELIMAR,ZONA_1,CG04-10295,3,20/12/2022,Goteo,1.8954,0.6616,2.679,117.6584,5.06
23/5/2023,2023,53027,B-08,MONTELIMAR,ZONA_1,CG04-10295,3,20/12/2022,Goteo,1.8587,0.7265,4.1194,235.8109,5.06
23/5/2023,2023,53027,B-08,MONTELIMAR,ZONA_1,CG04-10295,3,20/12/2022,Goteo,1.1612,0.7249,3.7966,218.5887,5.06
23/5/2023,2023,53027,B-08,MONTELIMAR,ZONA_1,CG04-10295,3,20/12/2022,Goteo,1.2417,0.7005,3.4422,192.976,5.06
23/5/2023,2023,53028,B-09,MONTELIMAR,ZONA_1,CG04-10295,4,20/12/2022,Goteo,0.3815,0.7346,4.0347,227.4719,5.06
23/5/2023,2023,53028,B-09,MONTELIMAR,ZONA_1,CG04-10295,4,20/12/2022,Goteo,0.6182,0.7228,3.7037,201.6026,5.06
23/5/2023,2023,53028,B-09,MONTELIMAR,ZONA_1,CG04-10295,4,20/12/2022,Goteo,0.669,0.6936,3.44,185.7227,5.06
23/5/2023,2023,53028,B-09,MONTELIMAR,ZONA_1,CG04-10295,4,20/12/2022,Goteo,0.6062,0.6659,2.9259,147.269,5.06
23/5/2023,2023,53029,B-10,MONTELIMAR,ZONA_1,CP72-2086,5,20/12/2022,Goteo,1.3862,0.6498,2.7561,124.0017,5.06
23/5/2023,2023,53029,B-10,MONTELIMAR,ZONA_1,CP72-2086,5,20/12/2022,Goteo,1.2925,0.6485,2.6799,121.4314,5.06
23/5/2023,2023,53029,B-10,MONTELIMAR,ZONA_1,CP72-2086,5,20/12/2022,Goteo,1.8164,0.6645,2.8506,135.5365,5.06
23/5/2023,2023,53029,B-10,MONTELIMAR,ZONA_1,CP72-2086,5,20/12/2022,Goteo,1.6638,0.6723,3.0778,154.802,5.06
23/5/2023,2023,53034,B-15,MONTELIMAR,ZONA_1,RB86-7515,2,2/2/2023,Goteo,2.0658,0.7105,3.2736,186.4377,3.62
23/5/2023,2023,53034,B-15,MONTELIMAR,ZONA_1,RB86-7515,2,2/2/2023,Goteo,1.594,0.6135,2.1861,93.6179,3.62
23/5/2023,2023,53034,B-15,MONTELIMAR,ZONA_1,RB86-7515,2,2/2/2023,Goteo,1.9391,0.6555,2.5885,128.1543,3.62
23/5/2023,2023,53034,B-15,MONTELIMAR,ZONA_1,RB86-7515,2,2/2/2023,Goteo,1.7352,0.647,2.5099,118.2248,3.62
23/5/2023,2023,53034,B-15,MONTELIMAR,ZONA_1,RB86-7515,2,2/2/2023,Goteo,1.6918,0.642,2.511,123.0925,3.62
23/5/2023,2023,53035,B-16,MONTELIMAR,ZONA_1,RB86-7515,1,18/3/2023,Goteo,1.4038,0.5331,1.4834,57.0755,2.17
23/5/2023,2023,53035,B-16,MONTELIMAR,ZONA_1,RB86-7515,1,18/3/2023,Goteo,1.2367,0.685,2.596,134.7995,2.17
23/5/2023,2023,53036,B-17,MONTELIMAR,ZONA_1,CP72-2086,1,18/3/2023,Goteo,1.5034,0.4698,1.1015,45.5041,2.17
23/5/2023,2023,53036,B-17,MONTELIMAR,ZONA_1,CP72-2086,1,18/3/2023,Goteo,0.8461,0.4514,1.0448,41.4464,2.17
23/5/2023,2023,53036,B-17,MONTELIMAR,ZONA_1,CP72-2086,1,18/3/2023,Goteo,0.9486,0.4325,0.8474,37.7,2.17
23/5/2023,2023,53036,B-17,MONTELIMAR,ZONA_1,CP72-2086,1,18/3/2023,Goteo,0.4348,0.4013,0.7313,33.2578,2.17
23/5/2023,2023,53036,B-17,MONTELIMAR,ZONA_1,CP72-2086,1,18/3/2023,Goteo,0.9493,0.5201,1.3617,55.5307,2.17
23/5/2023,2023,53068,D-01,MONTELIMAR,ZONA_1,CG04-10295,3,26/12/2022,Gravedad,1.1351,0.8144,2.94,,4.87
23/5/2023,2023,53068,D-01,MONTELIMAR,ZONA_1,CG04-10295,3,26/12/2022,Gravedad,2.0114,0.7933,2.82,,4.87
23/5/2023,2023,53068,D-01,MONTELIMAR,ZONA_1,CG04-10295,3,26/12/2022,Gravedad,2.1551,0.794,2.84,,4.87
23/5/2023,2023,53068,D-01,MONTELIMAR,ZONA_1,CG04-10295,3,26/12/2022,Gravedad,2.2244,0.8433,2.53,,4.87
23/5/2023,2023,53068,D-01,MONTELIMAR,ZONA_1,CG04-10295,3,26/12/2022,Gravedad,2.0415,0.6049,2.57,,4.87
23/5/2023,2023,53068,D-01,MONTELIMAR,ZONA_1,CG04-10295,3,26/12/2022,Gravedad,2.6224,0.7867,2.71,,4.87
23/5/2023,2023,53068,D-01,MONTELIMAR,ZONA_1,CG04-10295,3,26/12/2022,Gravedad,2.5489,0.8026,3.02,,4.87
23/5/2023,2023,53068,D-01,MONTELIMAR,ZONA_1,CG04-10295,3,26/12/2022,Gravedad,2.4735,0.7667,2.83,,4.87
23/5/2023,2023,53068,D-01,MONTELIMAR,ZONA_1,CG04-10295,3,26/12/2022,Gravedad,2.5042,0.5397,3.05,,4.87
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,2.1173,0.7803,3.48,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,2.217,0.8328,3.45,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,2.5515,0.7881,3.32,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.6791,0.8434,3.15,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.5599,0.8129,3.15,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.597,0.4476,3.04,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.5525,0.8422,2.67,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.5237,0.8419,3.24,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.5017,0.8164,2.21,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.4502,0.4936,2.49,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,1.1889,0.8104,3.62,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,1.0641,0.8416,2.96,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,1.5166,0.8061,3.28,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.137,0.4502,1.09,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.302,0.543,2.31,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.5287,0.629,2.43,,5.10
23/5/2023,2023,53070,D-03,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.3245,0.8092,2.44,,5.10
23/5/2023,2023,53075,D-08,MONTELIMAR,ZONA_1,CP72-2086,0,8/2/2023,Gravedad,0.5924,0.5036,0.98,,3.42
23/5/2023,2023,53075,D-08,MONTELIMAR,ZONA_1,CP72-2086,0,8/2/2023,Gravedad,0.6841,0.5583,1.5,,3.42
23/5/2023,2023,53075,D-08,MONTELIMAR,ZONA_1,CP72-2086,0,8/2/2023,Gravedad,0.8888,0.5932,1.85,,3.42
23/5/2023,2023,53075,D-08,MONTELIMAR,ZONA_1,CP72-2086,0,8/2/2023,Gravedad,1.0882,0.5504,1.6,,3.42
23/5/2023,2023,53075,D-08,MONTELIMAR,ZONA_1,CP72-2086,0,8/2/2023,Gravedad,1.8462,0.5847,1.62,,3.42
23/5/2023,2023,53077,D-10,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.4423,0.6759,2.44,,4.90
23/5/2023,2023,53077,D-10,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.7513,0.56,2.21,,4.90
23/5/2023,2023,53077,D-10,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.5377,0.5599,2.63,,4.90
23/5/2023,2023,53077,D-10,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.3472,0.7689,2.35,,4.90
23/5/2023,2023,53077,D-10,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.2062,0.7152,1.95,,4.90
23/5/2023,2023,53079,D-12,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,1.5604,0.4269,2.49,,5.10
23/5/2023,2023,53079,D-12,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.5527,0.7505,2.28,,5.10
23/5/2023,2023,53079,D-12,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,1.445,0.3683,3.3,,5.10
23/5/2023,2023,53079,D-12,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,1.4836,0.8423,3.07,,5.10
23/5/2023,2023,53079,D-12,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.5984,0.8127,2.77,,5.10
23/5/2023,2023,53079,D-12,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.4731,0.7902,3.05,,5.10
23/5/2023,2023,53079,D-12,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.6321,0.7528,3.23,,5.10
23/5/2023,2023,53079,D-12,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.7919,0.3522,3.22,,5.10
23/5/2023,2023,53079,D-12,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,0.9383,0.7717,2.65,,5.10
23/5/2023,2023,53079,D-12,MONTELIMAR,ZONA_1,CP72-2086,2,19/12/2022,Gravedad,1.0195,0.472,2.29,,5.10
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.2082,0.5966,1.38,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,1.0869,0.4707,1,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,1.1455,0.4613,1.1,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,1.0685,0.5409,1.32,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.7631,0.4943,1.19,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.6092,0.4636,0.98,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.4598,0.4756,0.96,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.1353,0.5184,1.34,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.0288,0.2998,1.19,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.1825,0.5165,1.36,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.3348,0.4925,1.26,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.1976,0.5807,1.52,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.3647,0.6208,1.2,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.3073,0.4868,1.15,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.1669,0.5209,1.2,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.026,0.3902,1.06,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.2036,0.4682,0.71,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.2086,0.5416,0.78,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.2105,0.5862,1.36,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.2402,0.6604,1.65,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,0.1245,0.5171,1.72,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,1.051,0.4718,0.99,,2.47
23/5/2023,2023,53082,D-15,MONTELIMAR,ZONA_1,CP72-2086,0,9/3/2023,Gravedad,1.0831,0.5368,1.17,,2.47
23/5/2023,2023,53084,D-17,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.1715,0.7937,3.24,,4.90
23/5/2023,2023,53084,D-17,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.3908,0.3662,2.93,,4.90
23/5/2023,2023,53084,D-17,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.4236,0.3504,2.63,,4.90
23/5/2023,2023,53084,D-17,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.2519,0.7483,2.28,,4.90
23/5/2023,2023,53084,D-17,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.1448,0.4002,0.9,,4.90
23/5/2023,2023,53084,D-17,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.3174,0.7962,2.96,,4.90
23/5/2023,2023,53084,D-17,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.3774,0.8432,3.21,,4.90
23/5/2023,2023,53084,D-17,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.4002,0.8132,2.96,,4.90
23/5/2023,2023,53084,D-17,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.3247,0.8143,2.89,,4.90
23/5/2023,2023,53084,D-17,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.3399,0.842,3.3,,4.90
23/5/2023,2023,53084,D-17,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.3733,0.7764,2.96,,4.90
23/5/2023,2023,53084,D-17,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.3943,0.7354,2.8779,109.602,4.90
23/5/2023,2023,53084,D-17,MONTELIMAR,ZONA_1,CG04-10295,3,25/12/2022,Gravedad,0.3606,0.6716,3.0681,155.7405,4.90
23/5/2023,2023,53085,E-01,MONTELIMAR,ZONA_1,CP72-2086,4,4/2/2023,Goteo,2.1833,0.5509,1.78,,3.55
23/5/2023,2023,53085,E-01,MONTELIMAR,ZONA_1,CP72-2086,4,4/2/2023,Goteo,3.7404,0.5024,2.01,,3.55
23/5/2023,2023,53085,E-01,MONTELIMAR,ZONA_1,CP72-2086,4,4/2/2023,Goteo,0.2406,0.7496,1.85,,3.55
23/5/2023,2023,53085,E-01,MONTELIMAR,ZONA_1,CP72-2086,4,4/2/2023,Goteo,1.7476,0.5347,1.94,,3.55
23/5/2023,2023,53087,E-03,MONTELIMAR,ZONA_1,CG04-10295,0,5/1/2023,Goteo,1.0114,0.5777,3.5891,210.3814,4.54
23/5/2023,2023,53087,E-03,MONTELIMAR,ZONA_1,CG04-10295,0,5/1/2023,Goteo,3.6029,0.7895,4.027,303.0771,4.54
23/5/2023,2023,53087,E-03,MONTELIMAR,ZONA_1,CG04-10295,0,5/1/2023,Goteo,3.5471,0.8044,4.2441,327.0766,4.54
23/5/2023,2023,53087,E-03,MONTELIMAR,ZONA_1,CG04-10295,0,5/1/2023,Goteo,3.6703,0.5194,3.3459,184.8685,4.54
23/5/2023,2023,53087,E-03,MONTELIMAR,ZONA_1,CG04-10295,0,5/1/2023,Goteo,3.0328,0.7311,3.7854,207.3278,4.54
23/5/2023,2023,53087,E-03,MONTELIMAR,ZONA_1,CG04-10295,0,5/1/2023,Goteo,1.3587,0.7707,3.7669,187.7411,4.54
23/5/2023,2023,53087,E-03,MONTELIMAR,ZONA_1,CG04-10295,0,5/1/2023,Goteo,0.9323,0.8152,3.77,,4.54
23/5/2023,2023,53087,E-03,MONTELIMAR,ZONA_1,CG04-10295,0,5/1/2023,Goteo,3.5929,0.7545,2.73,,4.54
23/5/2023,2023,53087,E-03,MONTELIMAR,ZONA_1,CG04-10295,0,5/1/2023,Goteo,0.3108,0.7527,2.71,,4.54
23/5/2023,2023,53089,E-05,MONTELIMAR,ZONA_1,CG04-10295,3,4/2/2023,Goteo,0.5597,0.7063,3.2049,171.3824,3.55
23/5/2023,2023,53089,E-05,MONTELIMAR,ZONA_1,CG04-10295,3,4/2/2023,Goteo,1.7852,0.6748,2.6634,130.0237,3.55
23/5/2023,2023,53093,E-09,MONTELIMAR,ZONA_1,RB86-7515,3,8/2/2023,Goteo,1.8646,0.5389,1.7255,63.9046,3.42
23/5/2023,2023,53093,E-09,MONTELIMAR,ZONA_1,RB86-7515,3,8/2/2023,Goteo,1.6321,0.5361,1.6656,62.0575,3.42
23/5/2023,2023,53094,E-10,MONTELIMAR,ZONA_1,CP72-2086,4,8/2/2023,Goteo,3.9621,0.5718,1.9702,80.7572,3.42
23/5/2023,2023,53094,E-10,MONTELIMAR,ZONA_1,CP72-2086,4,8/2/2023,Goteo,3.9921,0.5973,2.0732,85.5412,3.42
23/5/2023,2023,53094,E-10,MONTELIMAR,ZONA_1,CP72-2086,4,8/2/2023,Goteo,3.635,0.6175,2.1905,94.2115,3.42
23/5/2023,2023,53098,E-14,MONTELIMAR,ZONA_1,RB86-7515,1,28/12/2022,Goteo,2.8318,0.7141,3.893,220.413,4.80
23/5/2023,2023,53098,E-14,MONTELIMAR,ZONA_1,RB86-7515,1,28/12/2022,Goteo,4.3176,0.7195,3.9912,227.1134,4.80
23/5/2023,2023,53098,E-14,MONTELIMAR,ZONA_1,RB86-7515,1,28/12/2022,Goteo,1.6989,0.717,3.9119,215.3237,4.80
23/5/2023,2023,53098,E-14,MONTELIMAR,ZONA_1,RB86-7515,1,28/12/2022,Goteo,1.2301,0.7332,4.2282,250.9023,4.80
23/5/2023,2023,53098,E-14,MONTELIMAR,ZONA_1,RB86-7515,1,28/12/2022,Goteo,1.0636,0.6974,3.6294,198.4148,4.80
23/5/2023,2023,53098,E-14,MONTELIMAR,ZONA_1,RB86-7515,1,28/12/2022,Goteo,2.1411,0.7043,4.0916,226.854,4.80
23/5/2023,2023,53098,E-14,MONTELIMAR,ZONA_1,RB86-7515,1,28/12/2022,Goteo,1.7137,0.6876,3.2984,169.1368,4.80
23/5/2023,2023,53098,E-14,MONTELIMAR,ZONA_1,RB86-7515,1,28/12/2022,Goteo,0.7844,0.7006,3.4938,189.5216,4.80
23/5/2023,2023,53100,E-16,MONTELIMAR,ZONA_1,RB86-7515,3,9/2/2023,Goteo,0.2414,0.5805,1.8621,73.1158,3.39
23/5/2023,2023,53100,E-16,MONTELIMAR,ZONA_1,RB86-7515,3,9/2/2023,Goteo,3.0063,0.5543,1.6747,57.7443,3.39
23/5/2023,2023,53100,E-16,MONTELIMAR,ZONA_1,RB86-7515,3,9/2/2023,Goteo,3.6036,0.5323,1.6034,58.7549,3.39
23/5/2023,2023,53100,E-16,MONTELIMAR,ZONA_1,RB86-7515,3,9/2/2023,Goteo,3.7751,0.5163,1.5244,50.9034,3.39
23/5/2023,2023,53100,E-16,MONTELIMAR,ZONA_1,RB86-7515,3,9/2/2023,Goteo,1.4575,0.435,1.0003,42.9022,3.39
23/5/2023,2023,53100,E-16,MONTELIMAR,ZONA_1,RB86-7515,3,9/2/2023,Goteo,2.727,0.5436,1.7438,65.2021,3.39
23/5/2023,2023,53100,E-16,MONTELIMAR,ZONA_1,RB86-7515,3,9/2/2023,Goteo,1.2433,0.5398,1.5876,58.344,3.39
23/5/2023,2023,53100,E-16,MONTELIMAR,ZONA_1,RB86-7515,3,9/2/2023,Goteo,0.4238,0.5516,1.6382,65.2018,3.39
23/5/2023,2023,53100,E-16,MONTELIMAR,ZONA_1,RB86-7515,3,9/2/2023,Goteo,1.5067,0.5544,1.7723,67.7339,3.39
23/5/2023,2023,53100,E-16,MONTELIMAR,ZONA_1,RB86-7515,3,9/2/2023,Goteo,2.1753,0.5691,1.7548,68.2928,3.39
23/5/2023,2023,53105,E-21,MONTELIMAR,ZONA_1,RB86-7515,3,27/12/2022,Goteo,3.6925,0.6259,2.2288,90.5362,4.83
23/5/2023,2023,53105,E-21,MONTELIMAR,ZONA_1,RB86-7515,3,27/12/2022,Goteo,4.324,0.54,1.6231,57.9486,4.83
23/5/2023,2023,53106,E-22,MONTELIMAR,ZONA_1,RB86-7515,1,19/3/2023,Goteo,0.376,0.4036,0.8462,39.5218,2.14
23/5/2023,2023,53106,E-22,MONTELIMAR,ZONA_1,RB86-7515,1,19/3/2023,Goteo,3.2458,0.3304,0.439,29.7334,2.14
23/5/2023,2023,53106,E-22,MONTELIMAR,ZONA_1,RB86-7515,1,19/3/2023,Goteo,0.1893,0.367,0.6683,32.2761,2.14
