COD_LOTE,FINCA,CAMPO,TIPOCORTE,VARIEDAD,MADURANTE,TIPO_MAD,TCH_REAL,cc_MAD,DIASMAD,EDAD,DIASSUP,MES_CORTE,CORE
54014,Los Jicaros,GTE.-07,MECANIZADA,CP72-2086,No,NO APLICADO,118.3971488,0,0.00,10.91387245,13,Feb,121.560
54006,Los Jicaros,GTE.-03,MECANIZADA,CP72-2086,No,NO APLICADO,110.4808362,0,0.00,10.25641026,22,Feb,120.400
84004,Azacualpa,A-04,MECANIZADA,CP89-2143,Si,TRINEXAPAC ,98.43903238,14.12041511,6.00,9.566074951,0,Feb,123.500
54014,Los Jicaros,GTE.-07,MECANIZADA,CP72-2086,No,NO APLICADO,118.3971488,0,0.00,10.91387245,13,Feb,120.760
88001,Zopilota,LZ-0101,MECANIZADA,CP72-2086,No,NO APLICADO,110.5718628,0,0.00,11.60420776,17,Feb,152.060
88001,Zopilota,LZ-0101,MECANIZADA,CP72-2086,No,NO APLICADO,110.5718628,0,0.00,11.60420776,17,Feb,135.320
88001,Zopilota,LZ-0101,MECANIZADA,CP72-2086,No,NO APLICADO,110.5718628,0,0.00,11.60420776,17,Feb,132.580
84004,Azacualpa,A-04,MECANIZADA,CP89-2143,Si,TRINEXAPAC ,98.43903238,14.12041511,6.00,9.566074951,0,Feb,130.610
54006,Los Jicaros,GTE.-03,MECANIZADA,CP72-2086,No,NO APLICADO,110.4808362,0,0.00,10.25641026,22,Feb,118.650
54014,Los Jicaros,GTE.-07,MECANIZADA,CP72-2086,No,NO APLICADO,118.3971488,0,0.00,10.91387245,13,Feb,116.340
84004,Azacualpa,A-04,MECANIZADA,CP89-2143,Si,TRINEXAPAC ,98.43903238,14.12041511,6.00,9.566074951,0,Feb,128.580
88001,Zopilota,LZ-0101,MECANIZADA,CP72-2086,No,NO APLICADO,110.5718628,0,0.00,11.60420776,17,Feb,127.100
88001,Zopilota,LZ-0101,MECANIZADA,CP72-2086,No,NO APLICADO,110.5718628,0,0.00,11.60420776,17,Feb,126.200
88001,Zopilota,LZ-0101,MECANIZADA,CP72-2086,No,NO APLICADO,110.5718628,0,0.00,11.60420776,17,Feb,134.800
88001,Zopilota,LZ-0101,MECANIZADA,CP72-2086,No,NO APLICADO,110.5718628,0,0.00,11.60420776,17,Feb,119.460
88001,Zopilota,LZ-0101,MECANIZADA,CP72-2086,No,NO APLICADO,110.5718628,0,0.00,11.60420776,17,Feb,119.670
54014,Los Jicaros,GTE.-07,MECANIZADA,CP72-2086,No,NO APLICADO,118.3971488,0,0.00,10.91387245,13,Feb,117.990
54014,Los Jicaros,GTE.-07,MECANIZADA,CP72-2086,No,NO APLICADO,118.3971488,0,0.00,10.91387245,13,Feb,117.470
88001,Zopilota,LZ-0101,MECANIZADA,CP72-2086,No,NO APLICADO,110.5718628,0,0.00,11.60420776,17,Feb,119.660
54014,Los Jicaros,GTE.-07,MECANIZADA,CP72-2086,No,NO APLICADO,118.3971488,0,0.00,10.94674556,14,Feb,113.340
54014,Los Jicaros,GTE.-07,MECANIZADA,CP72-2086,No,NO APLICADO,118.3971488,0,0.00,10.94674556,14,Feb,104.460
