Date,Total
1/05/2017,0
1/06/2017,0
1/07/2017,0
1/08/2017,0
1/09/2017,0
1/10/2017,0
1/11/2017,0
1/12/2017,0
1/13/2017,0
1/14/2017,0
1/15/2017,0
1/16/2017,0
1/17/2017,0
1/18/2017,0
1/19/2017,0
1/20/2017,0
1/21/2017,0
1/22/2017,0
1/23/2017,0
1/24/2017,0
1/25/2017,0
1/26/2017,0
1/27/2017,0
1/28/2017,0
1/29/2017,0
1/30/2017,0
1/31/2017,0
2/01/2017,0
2/02/2017,0
2/03/2017,0
2/04/2017,0
2/05/2017,0
2/06/2017,0
2/07/2017,0
2/08/2017,0
2/09/2017,0
2/10/2017,0
2/11/2017,0
2/12/2017,0
2/13/2017,0
2/14/2017,0
2/15/2017,0
2/16/2017,0
2/17/2017,0
2/18/2017,0
2/19/2017,0
2/20/2017,0
2/21/2017,0
2/22/2017,0
2/23/2017,0
2/24/2017,0
2/25/2017,0
2/26/2017,0
2/27/2017,0
2/28/2017,0
3/01/2017,0
3/02/2017,0
3/03/2017,0
3/04/2017,0
3/05/2017,0
3/06/2017,0
3/07/2017,0
3/08/2017,0
3/09/2017,0
3/10/2017,0
3/11/2017,0
3/12/2017,0
3/13/2017,0
3/14/2017,0
3/15/2017,0
3/16/2017,0
3/17/2017,0
3/18/2017,0
3/19/2017,0
3/20/2017,0
3/21/2017,0
3/22/2017,0
3/23/2017,0
3/24/2017,0
3/25/2017,0
3/26/2017,0
3/27/2017,0
3/28/2017,0
3/29/2017,0
3/30/2017,0
3/31/2017,0
4/01/2017,0
4/02/2017,0
4/03/2017,0
4/04/2017,0
4/05/2017,0
4/06/2017,0
4/07/2017,0
4/08/2017,0
4/09/2017,0
4/10/2017,0
4/11/2017,0
4/12/2017,0
4/13/2017,0
4/14/2017,0
4/15/2017,0
4/16/2017,0
4/17/2017,0
4/18/2017,0
4/19/2017,0
4/20/2017,0
4/21/2017,0
4/22/2017,0
4/23/2017,0
4/24/2017,0
4/25/2017,0
4/26/2017,0.12
4/27/2017,0.31
4/28/2017,0.08
4/29/2017,0
4/30/2017,0
5/01/2017,0
5/02/2017,0
5/03/2017,0
5/04/2017,49.96
5/05/2017,0
5/06/2017,18.95
5/07/2017,0.05
5/08/2017,12.3
5/09/2017,4.81
5/10/2017,0.23
5/11/2017,4.76
5/12/2017,5.15
5/13/2017,3.32
5/14/2017,0.4
5/15/2017,4.07
5/16/2017,5.66
5/17/2017,7.36
5/18/2017,1.5
5/19/2017,1.65
5/20/2017,0.39
5/21/2017,22.19
5/22/2017,0
5/23/2017,0
5/24/2017,0.5
5/25/2017,16.17
5/26/2017,0.08
5/27/2017,5.78
5/28/2017,0
5/29/2017,0
5/30/2017,3.69
5/31/2017,0
6/01/2017,0.1
6/02/2017,0
6/03/2017,0
6/04/2017,0
6/05/2017,2.14
6/06/2017,20.7
6/07/2017,0.13
6/08/2017,26.77
6/09/2017,1.57
6/10/2017,19.34
6/11/2017,12.48
6/12/2017,2.68
6/13/2017,0.07
6/14/2017,23.92
6/15/2017,22.15
6/16/2017,16.69
6/17/2017,14.48
6/18/2017,14.02
6/19/2017,12.65
6/20/2017,0.36
6/21/2017,6.82
6/22/2017,7.64
6/23/2017,0.4
6/24/2017,0.37
6/25/2017,0
6/26/2017,0
6/27/2017,0.17
6/28/2017,3.14
6/29/2017,0
6/30/2017,4.97
7/01/2017,0.83
7/02/2017,0
7/03/2017,1.51
7/04/2017,0.06
7/05/2017,0.1
7/06/2017,0
7/07/2017,1.69
7/08/2017,0
7/09/2017,0.16
7/10/2017,0
7/11/2017,0
7/12/2017,0
7/13/2017,0
7/14/2017,0
7/15/2017,0
7/16/2017,0
7/17/2017,2.94
7/18/2017,0
7/19/2017,1.05
7/20/2017,0.11
7/21/2017,0
7/22/2017,0.02
7/23/2017,0.31
7/24/2017,0
7/25/2017,0
7/26/2017,0
7/27/2017,0
7/28/2017,1.89
7/29/2017,0
7/30/2017,0
7/31/2017,3.59
8/01/2017,0
8/02/2017,0.29
8/03/2017,0
8/04/2017,0
8/05/2017,15.75
8/06/2017,8.13
8/07/2017,0
8/08/2017,11.32
8/09/2017,0
8/10/2017,9.02
8/11/2017,1.21
8/12/2017,0.32
8/13/2017,5.18
8/14/2017,0.06
8/15/2017,0
8/16/2017,1.85
8/17/2017,0
8/18/2017,0
8/19/2017,7.08
8/20/2017,1.12
8/21/2017,0
8/22/2017,1.04
8/23/2017,9.59
8/24/2017,3.99
8/25/2017,1.6
8/26/2017,1.03
8/27/2017,0
8/28/2017,0.31
8/29/2017,5.69
8/30/2017,8.69
8/31/2017,1.1
9/01/2017,0
9/02/2017,6.61
9/03/2017,0.32
9/04/2017,0
9/05/2017,0.05
9/06/2017,20.2
9/07/2017,8.53
9/08/2017,0.43
9/09/2017,53.74
9/10/2017,16.01
9/11/2017,14.41
9/12/2017,0
9/13/2017,1.77
9/14/2017,0
9/15/2017,0
9/16/2017,0
9/17/2017,3.39
9/18/2017,6.24
9/19/2017,7.04
9/20/2017,3.7
9/21/2017,6.55
9/22/2017,9.73
9/23/2017,22.14
9/24/2017,10.16
9/25/2017,2.53
9/26/2017,9.16
9/27/2017,0.67
9/28/2017,3.5
9/29/2017,0.6
9/30/2017,7.54
10/01/2017,7.52
10/02/2017,16.67
10/03/2017,8.79
10/04/2017,91.37
10/05/2017,65.72
10/06/2017,7.02
10/07/2017,0
10/08/2017,0
10/09/2017,0.76
10/10/2017,0
10/11/2017,0
10/12/2017,3.86
10/13/2017,0
10/14/2017,0
10/15/2017,0.1
10/16/2017,0
10/17/2017,0
10/18/2017,1.07
10/19/2017,0
10/20/2017,0
10/21/2017,0
10/22/2017,4.25
10/23/2017,0.88
10/24/2017,12.7
10/25/2017,44.97
10/26/2017,3.73
10/27/2017,0
10/28/2017,28.25
10/29/2017,6.69
10/30/2017,10.43
10/31/2017,0
11/01/2017,0
11/02/2017,0
11/03/2017,0.23
11/04/2017,2.84
11/05/2017,1.83
11/06/2017,0
11/07/2017,0
11/08/2017,0
11/09/2017,0
11/10/2017,0
11/11/2017,0
11/12/2017,0
11/13/2017,0
11/14/2017,0
11/15/2017,0
11/16/2017,0
11/17/2017,0
11/18/2017,0
11/19/2017,0
11/20/2017,0
11/21/2017,0
11/22/2017,0
11/23/2017,0
11/24/2017,0
11/25/2017,0
11/26/2017,0
11/27/2017,0
11/28/2017,0
11/29/2017,0
11/30/2017,0
12/01/2017,0
12/02/2017,0
12/03/2017,0
12/04/2017,0
12/05/2017,0
12/06/2017,0
12/07/2017,0
12/08/2017,0
12/09/2017,0
12/10/2017,0
12/11/2017,0
12/12/2017,0
12/13/2017,0
12/14/2017,0
12/15/2017,0
12/16/2017,0
12/17/2017,0
12/18/2017,0
12/19/2017,0
12/20/2017,0
12/21/2017,0
12/22/2017,0
12/23/2017,0
12/24/2017,0
12/25/2017,0
12/26/2017,0
12/27/2017,0
12/28/2017,0
12/29/2017,0
12/30/2017,0
12/31/2017,0
1/01/2018,0
1/02/2018,0
1/03/2018,0
1/04/2018,0
1/05/2018,0
1/06/2018,0
1/07/2018,0
1/08/2018,0
1/09/2018,0
1/10/2018,0
1/11/2018,0
1/12/2018,0
1/13/2018,0
1/14/2018,0
1/15/2018,0
1/16/2018,0
1/17/2018,0
1/18/2018,0
1/19/2018,0
1/20/2018,0
1/21/2018,0
1/22/2018,0
1/23/2018,0
1/24/2018,0
1/25/2018,0
1/26/2018,0
1/27/2018,0
1/28/2018,0
1/29/2018,0
1/30/2018,0
1/31/2018,0
2/01/2018,0
2/02/2018,0
2/03/2018,0
2/04/2018,0
2/05/2018,0
2/06/2018,0
2/07/2018,0
2/08/2018,0
2/09/2018,0
2/10/2018,0
2/11/2018,0
2/12/2018,0
2/13/2018,0
2/14/2018,0
2/15/2018,0
2/16/2018,0
2/17/2018,0
2/18/2018,0
2/19/2018,0
2/20/2018,0
2/21/2018,0
2/22/2018,0
2/23/2018,0
2/24/2018,0
2/25/2018,0
2/26/2018,0
2/27/2018,0
2/28/2018,0
3/01/2018,0
3/02/2018,0
3/03/2018,0
3/04/2018,0
3/05/2018,0
3/06/2018,0
3/07/2018,0
3/08/2018,0
3/09/2018,0
3/10/2018,0
3/11/2018,0
3/12/2018,0
3/13/2018,0
3/14/2018,0
3/15/2018,0
3/16/2018,0
3/17/2018,0
3/18/2018,0
3/19/2018,0
3/20/2018,0
3/21/2018,0
3/22/2018,0
3/23/2018,0
3/24/2018,0
3/25/2018,0
3/26/2018,0
3/27/2018,0
3/28/2018,0
3/29/2018,0
3/30/2018,0
3/31/2018,0
4/01/2018,0
4/02/2018,0
4/03/2018,0
4/04/2018,0
4/05/2018,0
4/06/2018,0
4/07/2018,0
4/08/2018,2.62
4/09/2018,0
4/10/2018,0
4/11/2018,0
4/12/2018,0
4/13/2018,0
4/14/2018,0
4/15/2018,0
4/16/2018,0
4/17/2018,0
4/18/2018,0
4/19/2018,0
4/20/2018,0
4/21/2018,0
4/22/2018,0
4/23/2018,0
4/24/2018,0
4/25/2018,0
4/26/2018,0
4/27/2018,0
4/28/2018,0
4/29/2018,0
4/30/2018,0
5/01/2018,0
5/02/2018,0
5/03/2018,0
5/04/2018,0
5/05/2018,0.87
5/06/2018,0.13
5/07/2018,0.57
5/08/2018,0
5/09/2018,0.29
5/10/2018,0
5/11/2018,0.05
5/12/2018,0.17
5/13/2018,1.05
5/14/2018,6.56
5/15/2018,20.49
5/16/2018,31.63
5/17/2018,5.6
5/18/2018,1.42
5/19/2018,8.77
5/20/2018,9.02
5/21/2018,0
5/22/2018,0
5/23/2018,0.19
5/24/2018,0.32
5/25/2018,35.77
5/26/2018,31.83
5/27/2018,21.27
5/28/2018,3.15
5/29/2018,0.9
5/30/2018,0
5/31/2018,0.23
6/01/2018,0
6/02/2018,0
6/03/2018,0
6/04/2018,0
6/05/2018,1.48
6/06/2018,0
6/07/2018,10.46
6/08/2018,0
6/09/2018,0
6/10/2018,17.32
6/11/2018,0
6/12/2018,3.47
6/13/2018,0
6/14/2018,3.07
6/15/2018,12.59
6/16/2018,5.34
6/17/2018,0
6/18/2018,0
6/19/2018,0
6/20/2018,12.85
6/21/2018,0.33
6/22/2018,0
6/23/2018,0
6/24/2018,0
6/25/2018,0.7
6/26/2018,1.25
6/27/2018,0
6/28/2018,0.17
6/29/2018,0
6/30/2018,1.23
7/01/2018,0
7/02/2018,0
7/03/2018,0
7/04/2018,0.16
7/05/2018,0
7/06/2018,0
7/07/2018,0
7/08/2018,0
7/09/2018,0
7/10/2018,0
7/11/2018,0.83
7/12/2018,1.64
7/13/2018,0
7/14/2018,0.77
7/15/2018,0.83
7/16/2018,0
7/17/2018,0
7/18/2018,0.32
7/19/2018,0
7/20/2018,0
7/21/2018,0.48
7/22/2018,0
7/23/2018,0
7/24/2018,0
7/25/2018,0
7/26/2018,0
7/27/2018,0
7/28/2018,0
7/29/2018,11.44
7/30/2018,0
7/31/2018,0
8/01/2018,0
8/02/2018,3.09
8/03/2018,0
8/04/2018,0.56
8/05/2018,1.29
8/06/2018,0
8/07/2018,0
8/08/2018,0
8/09/2018,0
8/10/2018,0
8/11/2018,0
8/12/2018,0
8/13/2018,0
8/14/2018,0.17
8/15/2018,0
8/16/2018,0
8/17/2018,1.43
8/18/2018,0
8/19/2018,0
8/20/2018,1.51
8/21/2018,0
8/22/2018,0.55
8/23/2018,1.08
8/24/2018,1.08
8/25/2018,2.98
8/26/2018,2.2
8/27/2018,0
8/28/2018,4.19
8/29/2018,0
8/30/2018,2.91
8/31/2018,0.11
9/01/2018,4.22
9/02/2018,0.57
9/03/2018,0.13
9/04/2018,0
9/05/2018,0
9/06/2018,0
9/07/2018,12.85
9/08/2018,0.56
9/09/2018,5.58
9/10/2018,1.22
9/11/2018,0
9/12/2018,1.71
9/13/2018,0
9/14/2018,3.96
9/15/2018,5.44
9/16/2018,1.1
9/17/2018,0
9/18/2018,0.33
9/19/2018,0.24
9/20/2018,0.3
9/21/2018,0
9/22/2018,0.38
9/23/2018,0
9/24/2018,0.44
9/25/2018,1.22
9/26/2018,0.17
9/27/2018,0.23
9/28/2018,0
9/29/2018,0
9/30/2018,3.26
10/01/2018,0
10/02/2018,5.52
10/03/2018,3.67
10/04/2018,63.77
10/05/2018,127.61
10/06/2018,116.86
10/07/2018,8.19
10/08/2018,0.4
10/09/2018,0.2
10/10/2018,3.82
10/11/2018,9.66
10/12/2018,21.95
10/13/2018,18.27
10/14/2018,8.14
10/15/2018,6.44
10/16/2018,3.65
10/17/2018,39.8
10/18/2018,7.94
10/19/2018,8.07
10/20/2018,0.13
10/21/2018,0
10/22/2018,0
10/23/2018,0
10/24/2018,0
10/25/2018,0
10/26/2018,3.15
10/27/2018,0
10/28/2018,0.1
10/29/2018,0
10/30/2018,0
10/31/2018,0
11/01/2018,0
11/02/2018,1.03
11/03/2018,1.66
11/04/2018,0
11/05/2018,0.11
11/06/2018,0.11
11/07/2018,0
11/08/2018,0
11/09/2018,0
11/10/2018,0
11/11/2018,0
11/12/2018,0
11/13/2018,0
11/14/2018,0
11/15/2018,0
11/16/2018,0
11/17/2018,0
11/18/2018,0
11/19/2018,0.33
11/20/2018,0
11/21/2018,0.77
11/22/2018,0
11/23/2018,0
11/24/2018,0
11/25/2018,0
11/26/2018,0
11/27/2018,0
11/28/2018,0
11/29/2018,0
11/30/2018,0
12/01/2018,0
12/02/2018,0
12/03/2018,0
12/04/2018,0
12/05/2018,0
12/06/2018,0
12/07/2018,0
12/08/2018,0
12/09/2018,0
12/10/2018,0
12/11/2018,0
12/12/2018,0
12/13/2018,0
12/14/2018,0
12/15/2018,0
12/16/2018,0
12/17/2018,0
12/18/2018,0
12/19/2018,0
12/20/2018,0
12/21/2018,0
12/22/2018,0
12/23/2018,0
12/24/2018,0
12/25/2018,0
12/26/2018,0
12/27/2018,0
12/28/2018,0
12/29/2018,0
12/30/2018,0
12/31/2018,0
1/01/2019,0
1/02/2019,0
1/03/2019,0
1/04/2019,0
1/05/2019,0
1/06/2019,0
1/07/2019,0
1/08/2019,0
1/09/2019,0
1/10/2019,0
1/11/2019,0
1/12/2019,0
1/13/2019,0
1/14/2019,0
1/15/2019,0
1/16/2019,0
1/17/2019,0
1/18/2019,0
1/19/2019,0
1/20/2019,0
1/21/2019,0
1/22/2019,0
1/23/2019,0
1/24/2019,0
1/25/2019,0
1/26/2019,0
1/27/2019,0
1/28/2019,0
1/29/2019,0
1/30/2019,0
1/31/2019,0
2/01/2019,0
2/02/2019,0
2/03/2019,0
2/04/2019,0
2/05/2019,0
2/06/2019,0
2/07/2019,0
2/08/2019,0
2/09/2019,0
2/10/2019,0
2/11/2019,0
2/12/2019,0
2/13/2019,0
2/14/2019,0
2/15/2019,0
2/16/2019,0
2/17/2019,0
2/18/2019,0
2/19/2019,0
2/20/2019,0
2/21/2019,0
2/22/2019,0
2/23/2019,0
2/24/2019,0
2/25/2019,0
2/26/2019,0
2/27/2019,0
2/28/2019,0
3/01/2019,0
3/02/2019,0
3/03/2019,0
3/04/2019,0
3/05/2019,0
3/06/2019,0
3/07/2019,0
3/08/2019,0
3/09/2019,0
3/10/2019,0
3/11/2019,0
3/12/2019,0
3/13/2019,0
3/14/2019,0
3/15/2019,0
3/16/2019,0
3/17/2019,0
3/18/2019,0
3/19/2019,0
3/20/2019,0
3/21/2019,0
3/22/2019,0
3/23/2019,0
3/24/2019,0
3/25/2019,0
3/26/2019,0
3/27/2019,0
3/28/2019,0
3/29/2019,0
3/30/2019,0
3/31/2019,0
4/01/2019,0
4/02/2019,0
4/03/2019,0
4/04/2019,0
4/05/2019,0
4/06/2019,0
4/07/2019,0
4/08/2019,0
4/09/2019,0
4/10/2019,0
4/11/2019,0.1
4/12/2019,0
4/13/2019,0
4/14/2019,0
4/15/2019,0
4/16/2019,0
4/17/2019,0
4/18/2019,0
4/19/2019,0
4/20/2019,0
4/21/2019,0
4/22/2019,0
4/23/2019,0
4/24/2019,0
4/25/2019,0
4/26/2019,0
4/27/2019,0
4/28/2019,0
4/29/2019,0
4/30/2019,0
5/01/2019,0
5/02/2019,0
5/03/2019,0
5/04/2019,0
5/05/2019,0
5/06/2019,0
5/07/2019,0
5/08/2019,0
5/09/2019,0
5/10/2019,17.69
5/11/2019,10.8
5/12/2019,12.23
5/13/2019,8.11
5/14/2019,1.9
5/15/2019,36.65
5/16/2019,0.05
5/17/2019,16.5
5/18/2019,0
5/19/2019,13.3
5/20/2019,10.86
5/21/2019,1.18
5/22/2019,34.23
5/23/2019,19.17
5/24/2019,6.44
5/25/2019,4.72
5/26/2019,7
5/27/2019,2.77
5/28/2019,44.28
5/29/2019,25.41
5/30/2019,6.17
5/31/2019,0.48
6/01/2019,0
6/02/2019,6.85
6/03/2019,0
6/04/2019,0.18
6/05/2019,0
6/06/2019,0.5
6/07/2019,1.32
6/08/2019,2.71
6/09/2019,2.54
6/10/2019,0.38
6/11/2019,3.01
6/12/2019,0.1
6/13/2019,10.9
6/14/2019,0
6/15/2019,0
6/16/2019,0
6/17/2019,0
6/18/2019,0
6/19/2019,0
6/20/2019,0
6/21/2019,0.04
6/22/2019,0.27
6/23/2019,0
6/24/2019,0.05
6/25/2019,0
6/26/2019,0.29
6/27/2019,0
6/28/2019,0
6/29/2019,0
6/30/2019,0.99
7/01/2019,3.05
7/02/2019,0.51
7/03/2019,0
7/04/2019,0
7/05/2019,0
7/06/2019,0
7/07/2019,0
7/08/2019,8.82
7/09/2019,0
7/10/2019,0
7/11/2019,0.41
7/12/2019,0
7/13/2019,0
7/14/2019,3.13
7/15/2019,3.3
7/16/2019,0.59
7/17/2019,0
7/18/2019,0
7/19/2019,0
7/20/2019,0
7/21/2019,0
7/22/2019,0
7/23/2019,0
7/24/2019,0
7/25/2019,0.39
7/26/2019,0
7/27/2019,0
7/28/2019,0
7/29/2019,0
7/30/2019,0
7/31/2019,0
8/01/2019,0
8/02/2019,0.11
8/03/2019,0
8/04/2019,0
8/05/2019,0
8/06/2019,0
8/07/2019,3.42
8/08/2019,3.13
8/09/2019,0
8/10/2019,4.36
8/11/2019,0
8/12/2019,0
8/13/2019,0
8/14/2019,0.85
8/15/2019,11.08
8/16/2019,0.45
8/17/2019,3.67
8/18/2019,1.3
8/19/2019,0
8/20/2019,0
8/21/2019,5.21
8/22/2019,0
8/23/2019,0
8/24/2019,0
8/25/2019,0
8/26/2019,0
8/27/2019,0
8/28/2019,0
8/29/2019,0
8/30/2019,0
8/31/2019,0.87
9/01/2019,0
9/02/2019,0
9/03/2019,0
9/04/2019,0
9/05/2019,0
9/06/2019,0
9/07/2019,0
9/08/2019,0.37
9/09/2019,0.01
9/10/2019,2.21
9/11/2019,0
9/12/2019,0
9/13/2019,0
9/14/2019,0.18
9/15/2019,1.6
9/16/2019,45.95
9/17/2019,13.84
9/18/2019,3.93
9/19/2019,46.04
9/20/2019,6.61
9/21/2019,10.31
9/22/2019,4.71
9/23/2019,0.36
9/24/2019,19.3
9/25/2019,59.27
9/26/2019,38.77
9/27/2019,10.22
9/28/2019,17.25
9/29/2019,2.28
9/30/2019,0
10/01/2019,57.35
10/02/2019,6.92
10/03/2019,3.39
10/04/2019,0
10/05/2019,13.34
10/06/2019,7.18
10/07/2019,0.1
10/08/2019,1.66
10/09/2019,4.42
10/10/2019,12.96
10/11/2019,0
10/12/2019,37.16
10/13/2019,19.54
10/14/2019,97.73
10/15/2019,1.58
10/16/2019,0
10/17/2019,5.22
10/18/2019,0.76
10/19/2019,3.9
10/20/2019,16.25
10/21/2019,11.96
10/22/2019,10.35
10/23/2019,0.54
10/24/2019,5.63
10/25/2019,7.67
10/26/2019,5.18
10/27/2019,13.88
10/28/2019,0
10/29/2019,0
10/30/2019,0.73
10/31/2019,2.09
11/01/2019,0.7
11/02/2019,0
11/03/2019,0
11/04/2019,0
11/05/2019,0.78
11/06/2019,0
11/07/2019,0
11/08/2019,0
11/09/2019,0
11/10/2019,0
11/11/2019,0
11/12/2019,0.41
11/13/2019,0.19
11/14/2019,4.61
11/15/2019,0.33
11/16/2019,0
11/17/2019,0
11/18/2019,0
11/19/2019,0
11/20/2019,0
11/21/2019,0.07
11/22/2019,0
11/23/2019,0
11/24/2019,0
11/25/2019,0
11/26/2019,0
11/27/2019,0
11/28/2019,0
11/29/2019,0
11/30/2019,0
12/01/2019,0
12/02/2019,0
12/03/2019,0
12/04/2019,0
12/05/2019,0
12/06/2019,0
12/07/2019,0
12/08/2019,0
12/09/2019,0
12/10/2019,0
12/11/2019,0
12/12/2019,0
12/13/2019,0
12/14/2019,0
12/15/2019,0
12/16/2019,0
12/17/2019,0
12/18/2019,0
12/19/2019,0
12/20/2019,0
12/21/2019,0
12/22/2019,0
12/23/2019,0
12/24/2019,0
12/25/2019,0
12/26/2019,0
12/27/2019,0
12/28/2019,0
12/29/2019,0
12/30/2019,0
12/31/2019,0
1/01/2020,0
1/02/2020,0
1/03/2020,0
1/04/2020,0
1/05/2020,0
1/06/2020,0
1/07/2020,0
1/08/2020,0
1/09/2020,0
1/10/2020,0
1/11/2020,0
1/12/2020,0
1/13/2020,0
1/14/2020,0
1/15/2020,0
1/16/2020,0
1/17/2020,0
1/18/2020,0
1/19/2020,0
1/20/2020,0
1/21/2020,0
1/22/2020,0
1/23/2020,0
1/24/2020,0
1/25/2020,0
1/26/2020,0
1/27/2020,0
1/28/2020,0
1/29/2020,0
1/30/2020,0
1/31/2020,0
2/01/2020,0
2/02/2020,0
2/03/2020,0
2/04/2020,0
2/05/2020,0
2/06/2020,0
2/07/2020,0
2/08/2020,0
2/09/2020,0
2/10/2020,0
2/11/2020,0
2/12/2020,0
2/13/2020,0
2/14/2020,0
2/15/2020,0
2/16/2020,0
2/17/2020,0
2/18/2020,0
2/19/2020,0
2/20/2020,0
2/21/2020,0
2/22/2020,0
2/23/2020,0
2/24/2020,0
2/25/2020,0
2/26/2020,0
2/27/2020,0
2/28/2020,0
2/29/2020,0
3/01/2020,0
3/02/2020,0
3/03/2020,0
3/04/2020,0
3/05/2020,0
3/06/2020,0
3/07/2020,0
3/08/2020,0
3/09/2020,0
3/10/2020,0
3/11/2020,0
3/12/2020,0
3/13/2020,0
3/14/2020,0
3/15/2020,0
3/16/2020,0
3/17/2020,0
3/18/2020,0
3/19/2020,0
3/20/2020,0
3/21/2020,0
3/22/2020,0
3/23/2020,0
3/24/2020,0
3/25/2020,0
3/26/2020,0
3/27/2020,0
3/28/2020,0
3/29/2020,0
3/30/2020,0
3/31/2020,0
4/01/2020,0
4/02/2020,0
4/03/2020,0
4/04/2020,0
4/05/2020,0
4/06/2020,0
4/07/2020,0
4/08/2020,0
4/09/2020,0
4/10/2020,0
4/11/2020,0
4/12/2020,0
4/13/2020,1.87
4/14/2020,0
4/15/2020,0
4/16/2020,0
4/17/2020,0
4/18/2020,0
4/19/2020,0
4/20/2020,0
4/21/2020,0
4/22/2020,0
4/23/2020,0
4/24/2020,0
4/25/2020,0
4/26/2020,0
4/27/2020,0
4/28/2020,0
4/29/2020,0
4/30/2020,0
5/01/2020,0
5/02/2020,0
5/03/2020,0
5/04/2020,0
5/05/2020,0
5/06/2020,0
5/07/2020,0
5/08/2020,0
5/09/2020,0
5/10/2020,0.63
5/11/2020,0
5/12/2020,0
5/13/2020,0.34
5/14/2020,0
5/15/2020,10.86
5/16/2020,0
5/17/2020,1.29
5/18/2020,0
5/19/2020,39.51
5/20/2020,0.7
5/21/2020,0.84
5/22/2020,1.3
5/23/2020,0
5/24/2020,4.65
5/25/2020,1.35
5/26/2020,14.94
5/27/2020,4.63
5/28/2020,36.1
5/29/2020,45.11
5/30/2020,16.29
5/31/2020,56.48
6/01/2020,54.82
6/02/2020,0.66
6/03/2020,8.67
6/04/2020,45.54
6/05/2020,25.54
6/06/2020,0
6/07/2020,0
6/08/2020,2.46
6/09/2020,8.25
6/10/2020,7.02
6/11/2020,9.39
6/12/2020,0.93
6/13/2020,22.17
6/14/2020,0.22
6/15/2020,0
6/16/2020,0
6/17/2020,0
6/18/2020,0
6/19/2020,0
6/20/2020,0.07
6/21/2020,6.38
6/22/2020,0
6/23/2020,0
6/24/2020,3.37
6/25/2020,0
6/26/2020,0
6/27/2020,0
6/28/2020,3.02
6/29/2020,1.81
6/30/2020,0.28
7/01/2020,1.21
7/02/2020,0.16
7/03/2020,3.29
7/04/2020,2.8
7/05/2020,1.84
7/06/2020,0
7/07/2020,0
7/08/2020,0.31
7/09/2020,0
7/10/2020,10.5
7/11/2020,0
7/12/2020,0
7/13/2020,0
7/14/2020,0
7/15/2020,0
7/16/2020,0
7/17/2020,0
7/18/2020,0
7/19/2020,1.96
7/20/2020,0
7/21/2020,3.38
7/22/2020,0.57
7/23/2020,0.52
7/24/2020,0
7/25/2020,0.48
7/26/2020,0
7/27/2020,3.78
7/28/2020,7.82
7/29/2020,0
7/30/2020,0
7/31/2020,0
8/01/2020,0
8/02/2020,0
8/03/2020,0
8/04/2020,0
8/05/2020,5.15
8/06/2020,0
8/07/2020,0
8/08/2020,0
8/09/2020,1.67
8/10/2020,0.72
8/11/2020,0
8/12/2020,0
8/13/2020,0
8/14/2020,0.42
8/15/2020,1.23
8/16/2020,0.29
8/17/2020,1.11
8/18/2020,0
8/19/2020,0.09
8/20/2020,23.68
8/21/2020,142.49
8/22/2020,29.69
8/23/2020,20.91
8/24/2020,42.72
8/25/2020,23.04
8/26/2020,10.87
8/27/2020,0.66
8/28/2020,0
8/29/2020,0
8/30/2020,2.1
8/31/2020,0
9/01/2020,0
9/02/2020,21.82
9/03/2020,1.56
9/04/2020,9.32
9/05/2020,18.68
9/06/2020,3.86
9/07/2020,7.87
9/08/2020,7.01
9/09/2020,8.2
9/10/2020,1.12
9/11/2020,7.31
9/12/2020,20.76
9/13/2020,25.2
9/14/2020,1.2
9/15/2020,0.07
9/16/2020,4.96
9/17/2020,6.02
9/18/2020,0.47
9/19/2020,2.66
9/20/2020,0
9/21/2020,0
9/22/2020,0
9/23/2020,0
9/24/2020,1.17
9/25/2020,3.09
9/26/2020,0
9/27/2020,3.56
9/28/2020,5.46
9/29/2020,4.74
9/30/2020,15.29
10/01/2020,2.55
10/02/2020,57.81
10/03/2020,14.72
10/04/2020,16.01
10/05/2020,10.6
10/06/2020,4.75
10/07/2020,83.61
10/08/2020,8.98
10/09/2020,6.09
10/10/2020,0
10/11/2020,0
10/12/2020,5.8
10/13/2020,1.3
10/14/2020,1.17
10/15/2020,0
10/16/2020,0
10/17/2020,0
10/18/2020,0
10/19/2020,1.39
10/20/2020,0
10/21/2020,7.58
10/22/2020,0.14
10/23/2020,21.97
10/24/2020,21.86
10/25/2020,65.42
10/26/2020,8.85
10/27/2020,0
10/28/2020,0
10/29/2020,0
10/30/2020,1.39
10/31/2020,7.96
11/01/2020,2.76
11/02/2020,15.82
11/03/2020,105.89
11/04/2020,119.84
11/05/2020,23.05
11/06/2020,35.16
11/07/2020,2.45
11/08/2020,19.74
11/09/2020,23.76
11/10/2020,12.98
11/11/2020,0.17
11/12/2020,0.73
11/13/2020,0.03
11/14/2020,9.48
11/15/2020,6.64
11/16/2020,19.59
11/17/2020,109.4
11/18/2020,2.27
11/19/2020,0
11/20/2020,2.4
11/21/2020,0
11/22/2020,0.1
11/23/2020,0
11/24/2020,0
11/25/2020,10.15
11/26/2020,2.19
11/27/2020,0.45
11/28/2020,0
11/29/2020,0
11/30/2020,0.99
12/01/2020,0
12/02/2020,0
12/03/2020,0
12/04/2020,0
12/05/2020,0
12/06/2020,0
12/07/2020,0
12/08/2020,0
12/09/2020,0
12/10/2020,0
12/11/2020,0
12/12/2020,0
12/13/2020,0
12/14/2020,0
12/15/2020,0
12/16/2020,0.01
12/17/2020,0
12/18/2020,0
12/19/2020,0
12/20/2020,0
12/21/2020,0
12/22/2020,0
12/23/2020,0
