Date,Total
12/24/2020,0
12/25/2020,0
12/26/2020,0
12/27/2020,0
12/28/2020,0
12/29/2020,0
12/30/2020,0
12/31/2020,0
1/01/2021,0
1/02/2021,0
1/03/2021,0
1/04/2021,0
1/05/2021,0
1/06/2021,0
1/07/2021,0
1/08/2021,0
1/09/2021,0
1/10/2021,0
1/11/2021,0
1/12/2021,0
1/13/2021,0
1/14/2021,0
1/15/2021,0
1/16/2021,0
1/17/2021,0
1/18/2021,0
1/19/2021,0
1/20/2021,0
1/21/2021,0
1/22/2021,0
1/23/2021,0
1/24/2021,0
1/25/2021,0
1/26/2021,0
1/27/2021,0
1/28/2021,0
1/29/2021,0
1/30/2021,0
1/31/2021,0
2/01/2021,0
2/02/2021,0
2/03/2021,0
2/04/2021,0
2/05/2021,0
2/06/2021,0
2/07/2021,0
2/08/2021,0
2/09/2021,0
2/10/2021,0
2/11/2021,0
2/12/2021,0
2/13/2021,0
2/14/2021,0
2/15/2021,0
2/16/2021,0
2/17/2021,0
2/18/2021,0
2/19/2021,0
2/20/2021,0
2/21/2021,0
2/22/2021,0
2/23/2021,0
2/24/2021,0
2/25/2021,0
2/26/2021,0
2/27/2021,0
2/28/2021,0
3/01/2021,0
3/02/2021,0
3/03/2021,0
3/04/2021,0
3/05/2021,0
3/06/2021,0
3/07/2021,0
3/08/2021,0
3/09/2021,0
3/10/2021,0.39
3/11/2021,0
3/12/2021,0
3/13/2021,0
3/14/2021,0
3/15/2021,0
3/16/2021,0
3/17/2021,0
3/18/2021,0
3/19/2021,0
3/20/2021,0
3/21/2021,0
3/22/2021,0
3/23/2021,0
3/24/2021,0
3/25/2021,0
3/26/2021,0
3/27/2021,0
3/28/2021,0
3/29/2021,0
3/30/2021,0
3/31/2021,0
4/01/2021,0
4/02/2021,0
4/03/2021,0
4/04/2021,0
4/05/2021,0
4/06/2021,0
4/07/2021,0
4/08/2021,0
4/09/2021,0.9
4/10/2021,0
4/11/2021,0
4/12/2021,0
4/13/2021,0
4/14/2021,0
4/15/2021,0
4/16/2021,0
4/17/2021,0
4/18/2021,0.37
4/19/2021,3.3
4/20/2021,5.53
4/21/2021,0.27
4/22/2021,0
4/23/2021,0
4/24/2021,0
4/25/2021,0
4/26/2021,0
4/27/2021,0
4/28/2021,0
4/29/2021,1.6
4/30/2021,0
5/01/2021,0
5/02/2021,0
5/03/2021,3.65
5/04/2021,23.06
5/05/2021,15.56
5/06/2021,0
5/07/2021,0
5/08/2021,0
5/09/2021,0
5/10/2021,0.03
5/11/2021,0
5/12/2021,0
5/13/2021,0
5/14/2021,0
5/15/2021,0
5/16/2021,0
5/17/2021,0
5/18/2021,0
5/19/2021,0
5/20/2021,0
5/21/2021,0
5/22/2021,0
5/23/2021,0
5/24/2021,0
5/25/2021,0
5/26/2021,0
5/27/2021,0
5/28/2021,0
5/29/2021,0
5/30/2021,0
5/31/2021,0
6/01/2021,0
6/02/2021,0
6/03/2021,0
6/04/2021,0
6/05/2021,0
6/06/2021,0.89
6/07/2021,4.45
6/08/2021,9.19
6/09/2021,0.96
6/10/2021,0
6/11/2021,0
6/12/2021,6.94
6/13/2021,10.52
6/14/2021,7.64
6/15/2021,1.97
6/16/2021,19.99
6/17/2021,1.51
6/18/2021,0
6/19/2021,0
6/20/2021,1.48
6/21/2021,1.46
6/22/2021,0
6/23/2021,0
6/24/2021,0
6/25/2021,0
6/26/2021,2.88
6/27/2021,0
6/28/2021,0
6/29/2021,0
6/30/2021,0.17
7/01/2021,0.84
7/02/2021,3.9
7/03/2021,4.47
7/04/2021,11.97
7/05/2021,5.96
7/06/2021,0.19
7/07/2021,0
7/08/2021,3.88
7/09/2021,0
7/10/2021,10.21
7/11/2021,0.26
7/12/2021,0
7/13/2021,0
7/14/2021,1.1
7/15/2021,0
7/16/2021,0
7/17/2021,0
7/18/2021,0
7/19/2021,0
7/20/2021,0
7/21/2021,0
7/22/2021,0
7/23/2021,0
7/24/2021,10.84
7/25/2021,0
7/26/2021,0
7/27/2021,0
7/28/2021,1.6
7/29/2021,0
7/30/2021,0
7/31/2021,0
8/01/2021,0
8/02/2021,5.27
8/03/2021,0
8/04/2021,0
8/05/2021,0.28
8/06/2021,0
8/07/2021,1.55
8/08/2021,0.13
8/09/2021,0
8/10/2021,0
8/11/2021,0
8/12/2021,3.4
8/13/2021,0
8/14/2021,0
8/15/2021,3.08
8/16/2021,5.58
8/17/2021,6.03
8/18/2021,1.55
8/19/2021,13.52
8/20/2021,13
8/21/2021,15.98
8/22/2021,0
8/23/2021,8.98
8/24/2021,0.74
8/25/2021,1.76
8/26/2021,8.72
8/27/2021,6.76
8/28/2021,0
8/29/2021,0
8/30/2021,7.63
8/31/2021,29.8
9/01/2021,2.07
9/02/2021,0.17
9/03/2021,2.37
9/04/2021,9.6
9/05/2021,0.6
9/06/2021,21.34
9/07/2021,1.06
9/08/2021,6.02
9/09/2021,12.96
9/10/2021,1.68
9/11/2021,6.17
9/12/2021,48.41
9/13/2021,2.87
9/14/2021,18.13
9/15/2021,0.98
9/16/2021,2.15
9/17/2021,0.23
9/18/2021,0
9/19/2021,0
9/20/2021,0
9/21/2021,2.04
9/22/2021,0.1
9/23/2021,4.22
9/24/2021,3.2
9/25/2021,0
9/26/2021,0
9/27/2021,0
9/28/2021,0
9/29/2021,0
9/30/2021,1.75
10/01/2021,0
10/02/2021,1.23
10/03/2021,0
10/04/2021,13.01
10/05/2021,1.92
10/06/2021,5.16
10/07/2021,4.18
10/08/2021,0
10/09/2021,0
10/10/2021,9.28
10/11/2021,0
10/12/2021,0
10/13/2021,1.32
10/14/2021,4.45
10/15/2021,0.58
10/16/2021,3.53
10/17/2021,16.77
10/18/2021,0.58
10/19/2021,3.33
10/20/2021,0.56
10/21/2021,0
10/22/2021,0
10/23/2021,5.09
10/24/2021,3.77
10/25/2021,0
10/26/2021,0
10/27/2021,0
10/28/2021,0
10/29/2021,13.97
10/30/2021,21.51
10/31/2021,2.78
11/01/2021,1.3
11/02/2021,0
11/03/2021,1.95
11/04/2021,1.61
11/05/2021,1.68
11/06/2021,4.06
11/07/2021,0
11/08/2021,0
11/09/2021,0
11/10/2021,0
11/11/2021,0
11/12/2021,0
11/13/2021,0
11/14/2021,0
11/15/2021,0
11/16/2021,0
11/17/2021,0
11/18/2021,0
11/19/2021,1.33
11/20/2021,3.73
11/21/2021,0
11/22/2021,0
11/23/2021,0
11/24/2021,0
11/25/2021,0
11/26/2021,2.3
11/27/2021,0
11/28/2021,0
11/29/2021,0
11/30/2021,0
12/01/2021,0
12/02/2021,0
12/03/2021,0
12/04/2021,0
12/05/2021,0
12/06/2021,0
12/07/2021,0
12/08/2021,0
12/09/2021,0
12/10/2021,0
12/11/2021,0
12/12/2021,0
12/13/2021,0
12/14/2021,0
12/15/2021,0
12/16/2021,0
12/17/2021,0
12/18/2021,0
12/19/2021,0
12/20/2021,0
12/21/2021,0
12/22/2021,0
12/23/2021,0
12/24/2021,0
12/25/2021,0
12/26/2021,0
12/27/2021,0
12/28/2021,0
12/29/2021,0
12/30/2021,0
12/31/2021,0
1/01/2022,0
1/02/2022,0
1/03/2022,0
1/04/2022,0
1/05/2022,0
1/06/2022,0
1/07/2022,0
1/08/2022,0
1/09/2022,0
1/10/2022,0
1/11/2022,0
1/12/2022,0
1/13/2022,0
1/14/2022,0
1/15/2022,0
1/16/2022,0
1/17/2022,0
1/18/2022,0
1/19/2022,0
1/20/2022,0
1/21/2022,0
1/22/2022,0
1/23/2022,0
1/24/2022,0
1/25/2022,0
1/26/2022,0
1/27/2022,0
1/28/2022,0
1/29/2022,0
1/30/2022,0
1/31/2022,0
2/01/2022,0
2/02/2022,0
2/03/2022,0
2/04/2022,0
2/05/2022,0
2/06/2022,0
2/07/2022,0
2/08/2022,0
2/09/2022,0
2/10/2022,0
2/11/2022,0
2/12/2022,0
2/13/2022,0
2/14/2022,0
2/15/2022,0
2/16/2022,0
2/17/2022,0
2/18/2022,0
2/19/2022,0
2/20/2022,0
2/21/2022,0
2/22/2022,0
2/23/2022,0
2/24/2022,0
2/25/2022,0
2/26/2022,0
2/27/2022,0
2/28/2022,0
3/01/2022,0
3/02/2022,0
3/03/2022,0
3/04/2022,0
3/05/2022,0
3/06/2022,0
3/07/2022,0
3/08/2022,0
3/09/2022,0
3/10/2022,0
3/11/2022,0
3/12/2022,0
3/13/2022,0
3/14/2022,0
3/15/2022,0
3/16/2022,0
3/17/2022,0
3/18/2022,0
3/19/2022,0
3/20/2022,0
3/21/2022,0
3/22/2022,0
3/23/2022,0
3/24/2022,0
3/25/2022,0
3/26/2022,0
3/27/2022,0
3/28/2022,0
3/29/2022,0
3/30/2022,0
3/31/2022,0
4/01/2022,0
4/02/2022,0
4/03/2022,0
4/04/2022,0
4/05/2022,0
4/06/2022,0
4/07/2022,0
4/08/2022,0
4/09/2022,0
4/10/2022,0
4/11/2022,0
4/12/2022,0
4/13/2022,0
4/14/2022,0
4/15/2022,0
4/16/2022,0
4/17/2022,0
4/18/2022,0.41
4/19/2022,2.82
4/20/2022,1.03
4/21/2022,8.98
4/22/2022,2.17
4/23/2022,0
4/24/2022,1.39
4/25/2022,7.04
4/26/2022,0.07
4/27/2022,0
4/28/2022,0
4/29/2022,0
4/30/2022,0
5/01/2022,0
5/02/2022,0
5/03/2022,0
5/04/2022,5.22
5/05/2022,1.3
5/06/2022,0.77
5/07/2022,0
5/08/2022,2.71
5/09/2022,0.26
5/10/2022,0
5/11/2022,0
5/12/2022,0
5/13/2022,0
5/14/2022,0
5/15/2022,0
5/16/2022,0
5/17/2022,0
5/18/2022,6.32
5/19/2022,44.82
5/20/2022,24.3
5/21/2022,1.29
5/22/2022,3.28
5/23/2022,0.45
5/24/2022,0
5/25/2022,7.93
5/26/2022,33.64
5/27/2022,5.47
5/28/2022,4.68
5/29/2022,15.6
5/30/2022,6.82
5/31/2022,5.43
6/01/2022,22
6/02/2022,12.55
6/03/2022,12.31
6/04/2022,18.24
6/05/2022,11.25
6/06/2022,46.19
6/07/2022,9.81
6/08/2022,50.26
6/09/2022,19.73
6/10/2022,0
6/11/2022,0.68
6/12/2022,17.7
6/13/2022,71.29
6/14/2022,41.29
6/15/2022,14.46
6/16/2022,0
6/17/2022,0
6/18/2022,1.79
6/19/2022,4.19
6/20/2022,22.76
6/21/2022,4.08
6/22/2022,0.75
6/23/2022,0.55
6/24/2022,0.14
6/25/2022,2.77
6/26/2022,10.02
6/27/2022,0
6/28/2022,3.31
6/29/2022,0
6/30/2022,0
7/01/2022,2.83
7/02/2022,19.43
7/03/2022,0.05
7/04/2022,0
7/05/2022,0
7/06/2022,0
7/07/2022,0
7/08/2022,0
7/09/2022,0
7/10/2022,0
7/11/2022,0.78
7/12/2022,1.29
7/13/2022,1.51
7/14/2022,0
7/15/2022,0
7/16/2022,0
7/17/2022,0
7/18/2022,0
7/19/2022,4.88
7/20/2022,1.1
7/21/2022,3.4
7/22/2022,24.06
7/23/2022,0
7/24/2022,0.45
7/25/2022,0.42
7/26/2022,2.04
7/27/2022,15.96
7/28/2022,0
7/29/2022,0
7/30/2022,0.88
7/31/2022,2.87
8/01/2022,8.72
8/02/2022,6.77
8/03/2022,6.86
8/04/2022,0
8/05/2022,0
8/06/2022,0
8/07/2022,9.69
8/08/2022,2.28
8/09/2022,0
8/10/2022,5.46
8/11/2022,0
8/12/2022,0.84
8/13/2022,5.7
8/14/2022,0
8/15/2022,13.36
8/16/2022,13.85
8/17/2022,0
8/18/2022,0
8/19/2022,0
8/20/2022,0
8/21/2022,6.51
8/22/2022,2.96
8/23/2022,26.98
8/24/2022,11.08
8/25/2022,0
8/26/2022,2.13
8/27/2022,1.98
8/28/2022,9.69
8/29/2022,3.93
8/30/2022,1.65
8/31/2022,2.43
9/01/2022,3.33
9/02/2022,0
9/03/2022,0
9/04/2022,0
9/05/2022,0
9/06/2022,0
9/07/2022,6.92
9/08/2022,8.73
9/09/2022,29.86
9/10/2022,1.86
9/11/2022,20.23
9/12/2022,27.52
9/13/2022,68.26
9/14/2022,4.24
9/15/2022,21.15
9/16/2022,5.64
9/17/2022,41.49
9/18/2022,18.64
9/19/2022,3.73
9/20/2022,2.67
9/21/2022,14.6
9/22/2022,0
9/23/2022,0
9/24/2022,17.9
9/25/2022,25.85
9/26/2022,23.09
9/27/2022,25.65
9/28/2022,1.63
9/29/2022,4.88
9/30/2022,10.74
10/01/2022,8.95
10/02/2022,12.34
10/03/2022,0
10/04/2022,0
10/05/2022,0
10/06/2022,0
10/07/2022,0.41
10/08/2022,10.69
10/09/2022,108.34
10/10/2022,10.56
10/11/2022,0
10/12/2022,1.18
10/13/2022,12.33
10/14/2022,10.34
10/15/2022,3.01
10/16/2022,5.48
10/17/2022,3.05
10/18/2022,0
10/19/2022,0
10/20/2022,0
10/21/2022,9.35
10/22/2022,5.73
10/23/2022,0
10/24/2022,0
10/25/2022,7.53
10/26/2022,0.75
10/27/2022,0
10/28/2022,0
10/29/2022,0
10/30/2022,4.96
10/31/2022,0
11/01/2022,0
11/02/2022,1.03
11/03/2022,4.65
11/04/2022,0
11/05/2022,13.89
11/06/2022,8.24
11/07/2022,0
11/08/2022,2.71
11/09/2022,9.2
11/10/2022,0.87
11/11/2022,2.71
11/12/2022,0.32
11/13/2022,9.45
11/14/2022,2.16
11/15/2022,0
11/16/2022,0
11/17/2022,0
11/18/2022,0
11/19/2022,0
11/20/2022,0.17
11/21/2022,0
11/22/2022,0
11/23/2022,0
11/24/2022,1.05
11/25/2022,0
11/26/2022,6.35
11/27/2022,4.36
11/28/2022,1.22
11/29/2022,0
11/30/2022,0.1
12/01/2022,0
12/02/2022,0
12/03/2022,0
12/04/2022,0
12/05/2022,0
12/06/2022,0
12/07/2022,0
12/08/2022,0
12/09/2022,0
12/10/2022,0
12/11/2022,0
12/12/2022,0
12/13/2022,0
12/14/2022,0
12/15/2022,0
12/16/2022,0
12/17/2022,0
12/18/2022,0
12/19/2022,0
12/20/2022,0
12/21/2022,0
12/22/2022,0
12/23/2022,0
12/24/2022,0
12/25/2022,0
12/26/2022,0
12/27/2022,0
12/28/2022,0
12/29/2022,0
12/30/2022,0
12/31/2022,0
1/01/2023,0
1/02/2023,0
1/03/2023,0
1/04/2023,0
1/05/2023,0
1/06/2023,0
1/07/2023,0
1/08/2023,0
1/09/2023,0
1/10/2023,0
1/11/2023,0
1/12/2023,0
1/13/2023,0
1/14/2023,0
1/15/2023,0
1/16/2023,0
1/17/2023,0
1/18/2023,0
1/19/2023,0
1/20/2023,0
1/21/2023,0
1/22/2023,0
1/23/2023,0
1/24/2023,0
1/25/2023,0
1/26/2023,0
1/27/2023,0
1/28/2023,0
1/29/2023,0
1/30/2023,0
1/31/2023,0
2/01/2023,0
2/02/2023,0
2/03/2023,0
2/04/2023,0
2/05/2023,0
2/06/2023,0
2/07/2023,0
2/08/2023,0
2/09/2023,0
2/10/2023,0
2/11/2023,0
2/12/2023,0
2/13/2023,0
2/14/2023,0
2/15/2023,0
2/16/2023,0
2/17/2023,0
2/18/2023,0
2/19/2023,0
2/20/2023,0
2/21/2023,0
2/22/2023,0
2/23/2023,0
2/24/2023,0
2/25/2023,0
2/26/2023,0
2/27/2023,0
2/28/2023,0
3/01/2023,0
3/02/2023,0
3/03/2023,0
3/04/2023,0
3/05/2023,0
3/06/2023,0
3/07/2023,0
3/08/2023,0
3/09/2023,0
3/10/2023,0
3/11/2023,0
3/12/2023,0
3/13/2023,0
3/14/2023,0
3/15/2023,3.69
3/16/2023,0
3/17/2023,4.35
3/18/2023,1.2
3/19/2023,0
3/20/2023,0
3/21/2023,0
3/22/2023,0
3/23/2023,0
3/24/2023,0
3/25/2023,0
3/26/2023,0
3/27/2023,0
3/28/2023,0
3/29/2023,0
3/30/2023,0
3/31/2023,0
4/01/2023,0
4/02/2023,0
4/03/2023,0
4/04/2023,0
4/05/2023,0
4/06/2023,0
4/07/2023,0
4/08/2023,0
4/09/2023,0
4/10/2023,0
4/11/2023,0
4/12/2023,0
4/13/2023,0
4/14/2023,0
4/15/2023,0
4/16/2023,0
4/17/2023,0
4/18/2023,0
4/19/2023,0
4/20/2023,0
4/21/2023,0
4/22/2023,0
4/23/2023,0
4/24/2023,0
4/25/2023,0
4/26/2023,0
4/27/2023,0
4/28/2023,0
4/29/2023,0
4/30/2023,5.79
5/01/2023,0
5/02/2023,0
5/03/2023,0
5/04/2023,0
5/05/2023,0
5/06/2023,0
5/07/2023,0
5/08/2023,0
5/09/2023,0
5/10/2023,0
5/11/2023,0
5/12/2023,0.61
5/13/2023,0
5/14/2023,0
5/15/2023,0
5/16/2023,0
5/17/2023,0
5/18/2023,0
5/19/2023,0
5/20/2023,0
5/21/2023,0
5/22/2023,0
5/23/2023,0
5/24/2023,0.45
5/25/2023,3.37
5/26/2023,10.76
5/27/2023,0
5/28/2023,0
5/29/2023,3.89
5/30/2023,15.28
5/31/2023,14.43
6/01/2023,1.94
6/02/2023,0
6/03/2023,0
6/04/2023,21.28
6/05/2023,2.99
6/06/2023,2.01
6/07/2023,0
6/08/2023,0
6/09/2023,10.85
6/10/2023,3.3
6/11/2023,0.63
6/12/2023,0
6/13/2023,2.65
6/14/2023,1
6/15/2023,1.93
6/16/2023,0.99
6/17/2023,1.24
6/18/2023,0
6/19/2023,0
6/20/2023,0
6/21/2023,8.64
6/22/2023,0
6/23/2023,0
6/24/2023,0
6/25/2023,0
6/26/2023,6.91
6/27/2023,9.01
6/28/2023,1.71
6/29/2023,0
6/30/2023,0.37
7/01/2023,0.31
7/02/2023,0.76
7/03/2023,3.82
7/04/2023,3.17
7/05/2023,0
7/06/2023,6.86
7/07/2023,0
7/08/2023,0.77
7/09/2023,0
7/10/2023,3.56
7/11/2023,0
7/12/2023,1.19
7/13/2023,5.19
7/14/2023,0
7/15/2023,1.7
7/16/2023,0
7/17/2023,0
7/18/2023,0
7/19/2023,0
7/20/2023,0
7/21/2023,0
7/22/2023,1.93
7/23/2023,1.21
7/24/2023,0
7/25/2023,0
7/26/2023,0
7/27/2023,0
7/28/2023,0
7/29/2023,0
7/30/2023,4.65
7/31/2023,0
8/01/2023,2.98
8/02/2023,0
8/03/2023,0
8/04/2023,0
8/05/2023,0
8/06/2023,0
8/07/2023,0
8/08/2023,3.76
8/09/2023,0
8/10/2023,0
8/11/2023,0
8/12/2023,0.58
8/13/2023,0
8/14/2023,6.29
8/15/2023,4.31
8/16/2023,0
8/17/2023,0
8/18/2023,2.27
8/19/2023,0
8/20/2023,5.54
8/21/2023,0.06
8/22/2023,1.35
8/23/2023,45.15
8/24/2023,89.21
8/25/2023,9.65
8/26/2023,0
8/27/2023,12.04
8/28/2023,0
8/29/2023,0
8/30/2023,0
8/31/2023,0
9/01/2023,1.87
9/02/2023,0.14
9/03/2023,0.92
9/04/2023,0
9/05/2023,0.3
9/06/2023,0
9/07/2023,0
